passenger_id,trajectory_type,trajectory_time,trajectory_platform
115809,Boarding,24030,213_2_1
115809,Transfer,24150,113_1_0
115809,Boarding,24150,113_1_0
115809,Exit,24930,119_1_0
115808,Arrival,24030,213_2_1
115808,Boarding,24030,213_2_1
115808,Transfer,24150,113_1_0
115808,Boarding,24150,113_1_0
115808,Exit,24930,119_1_0
182902,Arrival,21660,329_3_1
182902,Boarding,21660,329_3_1
182902,Transfer,24180,116_1_0
182902,Boarding,24510,116_1_0
182902,Exit,24930,119_1_0
135160,Arrival,23460,219_2_1
135160,Boarding,23460,219_2_1
135160,Transfer,24600,113_1_1
135160,Boarding,24570,113_1_1
135160,Exit,24930,110_1_1
121750,Arrival,24300,214_2_1
121750,Boarding,24300,214_2_1
121750,Transfer,24600,113_1_1
121750,Boarding,24570,113_1_1
121750,Exit,24930,110_1_1
34411,Arrival,24810,111_1_1
34411,Boarding,24810,111_1_1
34411,Exit,24930,110_1_1
7176,Arrival,23880,103_1_0
7176,Boarding,23880,103_1_0
7176,Exit,24960,110_1_0
235568,Arrival,23280,926_4_1
235568,Boarding,23280,926_4_1
235568,Transfer,24600,108_1_0
235568,Boarding,24660,108_1_0
235568,Exit,24960,110_1_0
202175,Arrival,24420,918_4_1
202175,Boarding,24420,918_4_1
202175,Transfer,24600,108_1_0
202175,Boarding,24660,108_1_0
202175,Exit,24960,110_1_0
93297,Arrival,22710,204_2_0
93297,Boarding,22710,204_2_0
93297,Transfer,23370,208_3_1
93297,Boarding,23550,208_3_1
93297,Transfer,23970,305_4_0
93297,Boarding,24180,305_4_0
93297,Exit,24960,922_4_0
167185,Arrival,22350,316_3_1
167185,Boarding,22350,316_3_1
167185,Transfer,22830,116_1_1
167185,Boarding,23040,116_1_1
167185,Transfer,24060,108_4_0
167185,Boarding,24300,108_4_0
167185,Exit,24960,922_4_0
126874,Arrival,22950,214_2_1
126874,Boarding,22950,214_2_1
126874,Transfer,23250,113_1_1
126874,Boarding,23400,113_1_1
126874,Transfer,24060,108_4_0
126874,Boarding,24300,108_4_0
126874,Exit,24960,922_4_0
32900,Arrival,23760,110_1_1
32900,Boarding,23760,110_1_1
32900,Transfer,24060,108_4_0
32900,Boarding,24300,108_4_0
32900,Exit,24960,922_4_0
5911,Arrival,23130,101_1_0
5911,Boarding,23130,101_1_0
5911,Transfer,24270,108_4_0
5911,Boarding,24300,108_4_0
5911,Exit,24960,922_4_0
75583,Arrival,23520,128_1_1
75583,Boarding,23520,128_1_1
75583,Exit,24960,119_1_1
61713,Arrival,23700,122_1_1
61713,Boarding,23700,122_1_1
61713,Exit,24960,113_1_1
155589,Arrival,23940,310_3_0
155589,Boarding,23940,310_3_0
155589,Transfer,24360,116_1_1
155589,Boarding,24600,116_1_1
155589,Exit,24960,113_1_1
213623,Arrival,24840,919_4_1
213623,Boarding,24840,919_4_1
213623,Exit,24960,918_4_1
75399,Arrival,23130,128_1_1
75399,Boarding,23130,128_1_1
75399,Exit,24990,116_1_1
2570,Arrival,23130,101_1_0
2570,Boarding,23130,101_1_0
2570,Transfer,23850,105_3_0
2570,Boarding,23910,105_3_0
2570,Exit,24990,208_3_0
190832,Arrival,22920,909_4_0
190832,Boarding,22920,909_4_0
190832,Transfer,24180,305_3_0
190832,Boarding,24570,305_3_0
190832,Exit,24990,208_3_0
112388,Arrival,21930,210_2_0
112388,Boarding,21930,210_2_0
112388,Transfer,22230,113_1_0
112388,Boarding,22200,113_1_0
112388,Transfer,22560,116_3_0
112388,Boarding,22560,116_3_0
112388,Exit,25020,329_3_0
172721,Arrival,23760,321_3_0
172721,Boarding,23760,321_3_0
172721,Exit,25020,329_3_0
179563,Arrival,24360,325_3_0
179563,Boarding,24360,325_3_0
179563,Exit,25020,329_3_0
136861,Arrival,22560,219_2_1
136861,Boarding,22560,219_2_1
136861,Exit,25020,204_2_1
123383,Arrival,23400,214_2_1
123383,Boarding,23400,214_2_1
123383,Exit,25020,204_2_1
123384,Arrival,23400,214_2_1
123384,Boarding,23400,214_2_1
123384,Exit,25020,204_2_1
170354,Arrival,22080,321_3_1
170354,Boarding,22080,321_3_1
170354,Transfer,24000,208_2_1
170354,Boarding,24360,208_2_1
170354,Exit,25020,204_2_1
62837,Arrival,22140,122_1_1
62837,Boarding,22140,122_1_1
62837,Transfer,23040,116_3_1
62837,Boarding,23280,116_3_1
62837,Transfer,24000,208_2_1
62837,Boarding,24360,208_2_1
62837,Exit,25020,204_2_1
15749,Arrival,23010,105_3_0
15749,Boarding,23010,105_3_0
15749,Transfer,24090,208_2_1
15749,Boarding,24360,208_2_1
15749,Exit,25020,204_2_1
143562,Arrival,23430,303_3_0
143562,Boarding,23430,303_3_0
143562,Transfer,24090,208_2_1
143562,Boarding,24360,208_2_1
143562,Exit,25020,204_2_1
190446,Arrival,22380,909_4_0
190446,Boarding,22380,909_4_0
190446,Transfer,23640,305_3_0
190446,Boarding,23670,305_3_0
190446,Transfer,24090,208_2_1
190446,Boarding,24360,208_2_1
190446,Exit,25020,204_2_1
234279,Arrival,24540,925_4_1
234279,Boarding,24540,925_4_1
234279,Exit,25020,922_4_1
154894,Arrival,23700,310_3_1
154894,Boarding,23700,310_3_1
154894,Exit,25020,105_3_1
154896,Arrival,23700,310_3_1
154896,Boarding,23700,310_3_1
154896,Exit,25020,105_3_1
148262,Arrival,24420,305_3_1
148262,Boarding,24420,305_3_1
148262,Exit,25020,105_3_1
109218,Arrival,23280,210_2_0
109218,Boarding,23280,210_2_0
109218,Transfer,23580,113_1_0
109218,Boarding,23760,113_1_0
109218,Exit,25020,122_1_0
115972,Arrival,23580,213_2_1
115972,Boarding,23580,213_2_1
115972,Transfer,23700,113_1_0
115972,Boarding,23760,113_1_0
115972,Exit,25020,122_1_0
89082,Arrival,22260,204_2_0
89082,Boarding,22260,204_2_0
89082,Transfer,22920,208_3_0
89082,Boarding,23190,208_3_0
89082,Transfer,23910,116_1_0
89082,Boarding,24120,116_1_0
89082,Exit,25020,122_1_0
48705,Arrival,24120,116_1_0
48705,Boarding,24120,116_1_0
48705,Exit,25020,122_1_0
55270,Arrival,24540,119_1_0
55270,Boarding,24540,119_1_0
55270,Exit,25020,122_1_0
55269,Arrival,24540,119_1_0
55269,Boarding,24540,119_1_0
55269,Exit,25020,122_1_0
159845,Arrival,23700,310_3_1
159845,Boarding,23700,310_3_1
159845,Transfer,24420,305_4_0
159845,Boarding,24720,305_4_0
159845,Exit,25020,918_4_0
146578,Arrival,24330,303_3_0
146578,Boarding,24330,303_3_0
146578,Transfer,24570,305_4_0
146578,Boarding,24720,305_4_0
146578,Exit,25020,918_4_0
173292,Arrival,22080,321_3_1
173292,Boarding,22080,321_3_1
173292,Transfer,23280,116_1_1
173292,Boarding,23430,116_1_1
173292,Transfer,24450,108_4_0
173292,Boarding,24840,108_4_0
173292,Exit,25020,918_4_0
166661,Arrival,22800,316_3_1
166661,Boarding,22800,316_3_1
166661,Transfer,23280,116_1_1
166661,Boarding,23430,116_1_1
166661,Transfer,24450,108_4_0
166661,Boarding,24840,108_4_0
166661,Exit,25020,918_4_0
126296,Arrival,23400,214_2_1
126296,Boarding,23400,214_2_1
126296,Transfer,23700,113_1_1
126296,Boarding,23790,113_1_1
126296,Transfer,24450,108_4_0
126296,Boarding,24840,108_4_0
126296,Exit,25020,918_4_0
32343,Arrival,24150,110_1_1
32343,Boarding,24150,110_1_1
32343,Transfer,24450,108_4_0
32343,Boarding,24840,108_4_0
32343,Exit,25020,918_4_0
12220,Arrival,23880,103_1_0
12220,Boarding,23880,103_1_0
12220,Transfer,24660,108_4_0
12220,Boarding,24840,108_4_0
12220,Exit,25020,918_4_0
12219,Arrival,23880,103_1_0
12219,Boarding,23880,103_1_0
12219,Transfer,24660,108_4_0
12219,Boarding,24840,108_4_0
12219,Exit,25020,918_4_0
79502,Arrival,21960,128_1_1
79502,Boarding,21960,128_1_1
79502,Transfer,24840,108_4_0
79502,Boarding,24840,108_4_0
79502,Exit,25020,918_4_0
133049,Arrival,23550,216_2_1
133049,Boarding,23550,216_2_1
133049,Transfer,24150,113_1_1
133049,Boarding,24180,113_1_1
133049,Transfer,24840,108_4_0
133049,Boarding,24840,108_4_0
133049,Exit,25020,918_4_0
126297,Arrival,23850,214_2_1
126297,Boarding,23850,214_2_1
126297,Transfer,24150,113_1_1
126297,Boarding,24180,113_1_1
126297,Transfer,24840,108_4_0
126297,Boarding,24840,108_4_0
126297,Exit,25020,918_4_0
126298,Arrival,23850,214_2_1
126298,Boarding,23850,214_2_1
126298,Transfer,24150,113_1_1
126298,Boarding,24180,113_1_1
126298,Transfer,24840,108_4_0
126298,Boarding,24840,108_4_0
126298,Exit,25020,918_4_0
32344,Arrival,24540,110_1_1
32344,Boarding,24540,110_1_1
32344,Transfer,24840,108_4_0
32344,Boarding,24840,108_4_0
32344,Exit,25020,918_4_0
32345,Arrival,24540,110_1_1
32345,Boarding,24540,110_1_1
32345,Transfer,24840,108_4_0
32345,Boarding,24840,108_4_0
32345,Exit,25020,918_4_0
128770,Arrival,24450,216_2_1
128770,Boarding,24450,216_2_1
128770,Exit,25050,113_2_1
122127,Arrival,24750,214_2_1
122127,Boarding,24750,214_2_1
122127,Exit,25050,113_2_1
399,Arrival,23910,101_1_0
399,Boarding,23910,101_1_0
399,Exit,25050,108_1_0
398,Arrival,23910,101_1_0
398,Boarding,23910,101_1_0
398,Exit,25050,108_1_0
90360,Arrival,23610,204_2_0
90360,Boarding,23610,204_2_0
90360,Exit,25050,213_2_0
9643,Arrival,23100,103_1_0
9643,Boarding,23100,103_1_0
9643,Transfer,24540,113_2_0
9643,Boarding,24930,113_2_0
9643,Exit,25050,213_2_0
63549,Arrival,23310,122_1_1
63549,Boarding,23310,122_1_1
63549,Transfer,24570,113_2_0
63549,Boarding,24930,113_2_0
63549,Exit,25050,213_2_0
237962,Arrival,22740,926_4_1
237962,Boarding,22740,926_4_1
237962,Transfer,24060,108_1_0
237962,Boarding,24270,108_1_0
237962,Transfer,24930,113_2_0
237962,Boarding,24930,113_2_0
237962,Exit,25050,213_2_0
231325,Arrival,22920,925_4_1
231325,Boarding,22920,925_4_1
231325,Transfer,24060,108_1_0
231325,Boarding,24270,108_1_0
231325,Transfer,24930,113_2_0
231325,Boarding,24930,113_2_0
231325,Exit,25050,213_2_0
204544,Arrival,23880,918_4_1
204544,Boarding,23880,918_4_1
204544,Transfer,24060,108_1_0
204544,Boarding,24270,108_1_0
204544,Transfer,24930,113_2_0
204544,Boarding,24930,113_2_0
204544,Exit,25050,213_2_0
23169,Arrival,24270,108_1_0
23169,Boarding,24270,108_1_0
23169,Transfer,24930,113_2_0
23169,Boarding,24930,113_2_0
23169,Exit,25050,213_2_0
36675,Arrival,24690,111_1_0
36675,Boarding,24690,111_1_0
36675,Transfer,24930,113_2_0
36675,Boarding,24930,113_2_0
36675,Exit,25050,213_2_0
157602,Arrival,23940,310_3_0
157602,Boarding,23940,310_3_0
157602,Transfer,24360,116_1_1
157602,Boarding,24600,116_1_1
157602,Transfer,24960,113_2_0
157602,Boarding,24930,113_2_0
157602,Exit,25050,213_2_0
184525,Arrival,22110,329_3_1
184525,Boarding,22110,329_3_1
184525,Transfer,24630,116_1_1
184525,Boarding,24600,116_1_1
184525,Transfer,24960,113_2_0
184525,Boarding,24930,113_2_0
184525,Exit,25050,213_2_0
177886,Arrival,22830,325_3_1
177886,Boarding,22830,325_3_1
177886,Transfer,24630,116_1_1
177886,Boarding,24600,116_1_1
177886,Transfer,24960,113_2_0
177886,Boarding,24930,113_2_0
177886,Exit,25050,213_2_0
37819,Arrival,23910,111_1_0
37819,Boarding,23910,111_1_0
37819,Transfer,24510,116_3_1
37819,Boarding,24630,116_3_1
37819,Exit,25050,310_3_1
71518,Arrival,23220,125_1_1
71518,Boarding,23220,125_1_1
71518,Transfer,24600,116_3_1
71518,Boarding,24630,116_3_1
71518,Exit,25050,310_3_1
7354,Arrival,23880,103_1_0
7354,Boarding,23880,103_1_0
7354,Exit,25080,111_1_0
215663,Arrival,24060,921_4_1
215663,Boarding,24060,921_4_1
215663,Transfer,24600,108_1_0
215663,Boarding,24660,108_1_0
215663,Exit,25080,111_1_0
202376,Arrival,24420,918_4_1
202376,Boarding,24420,918_4_1
202376,Transfer,24600,108_1_0
202376,Boarding,24660,108_1_0
202376,Exit,25080,111_1_0
202375,Arrival,24420,918_4_1
202375,Boarding,24420,918_4_1
202375,Transfer,24600,108_1_0
202375,Boarding,24660,108_1_0
202375,Exit,25080,111_1_0
20941,Arrival,24660,108_1_0
20941,Boarding,24660,108_1_0
20941,Exit,25080,111_1_0
157409,Arrival,24150,310_3_1
157409,Boarding,24150,310_3_1
157409,Transfer,24450,208_2_0
157409,Boarding,24720,208_2_0
157409,Exit,25080,210_2_0
63922,Arrival,22920,122_1_1
63922,Boarding,22920,122_1_1
63922,Transfer,24180,113_2_0
63922,Boarding,24480,113_2_0
63922,Exit,25080,216_2_0
178286,Arrival,21930,325_3_1
178286,Boarding,21930,325_3_1
178286,Transfer,23730,116_1_1
178286,Boarding,23820,116_1_1
178286,Transfer,24180,113_2_0
178286,Boarding,24480,113_2_0
178286,Exit,25080,216_2_0
201058,Arrival,23160,913_4_0
201058,Boarding,23160,913_4_0
201058,Exit,25080,926_4_0
160817,Arrival,22800,310_3_1
160817,Boarding,22800,310_3_1
160817,Transfer,23520,305_4_0
160817,Boarding,23640,305_4_0
160817,Exit,25080,926_4_0
134021,Arrival,22200,216_2_1
134021,Boarding,22200,216_2_1
134021,Transfer,22800,113_1_1
134021,Boarding,23010,113_1_1
134021,Transfer,23670,108_4_0
134021,Boarding,23760,108_4_0
134021,Exit,25080,926_4_0
134022,Arrival,22200,216_2_1
134022,Boarding,22200,216_2_1
134022,Transfer,22800,113_1_1
134022,Boarding,23010,113_1_1
134022,Transfer,23670,108_4_0
134022,Boarding,23760,108_4_0
134022,Exit,25080,926_4_0
120644,Arrival,22680,213_2_1
120644,Boarding,22680,213_2_1
120644,Transfer,22800,113_1_1
120644,Boarding,23010,113_1_1
120644,Transfer,23670,108_4_0
120644,Boarding,23760,108_4_0
120644,Exit,25080,926_4_0
234442,Arrival,24900,925_4_0
234442,Boarding,24900,925_4_0
234442,Exit,25080,926_4_0
176016,Arrival,23280,325_3_1
176016,Boarding,23280,325_3_1
176016,Exit,25080,116_3_1
212625,Arrival,22140,919_4_1
212625,Boarding,22140,919_4_1
212625,Transfer,22440,108_1_0
212625,Boarding,22710,108_1_0
212625,Transfer,23730,116_3_0
212625,Boarding,23910,116_3_0
212625,Exit,25110,321_3_0
65038,Arrival,22920,122_1_1
65038,Boarding,22920,122_1_1
65038,Transfer,23820,116_3_0
65038,Boarding,23910,116_3_0
65038,Exit,25110,321_3_0
90896,Arrival,22710,204_2_0
90896,Boarding,22710,204_2_0
90896,Exit,25110,219_2_0
104373,Arrival,23370,208_2_0
104373,Boarding,23370,208_2_0
104373,Exit,25110,219_2_0
3502,Arrival,21960,101_1_0
3502,Boarding,21960,101_1_0
3502,Transfer,23760,113_2_0
3502,Boarding,24030,113_2_0
3502,Exit,25110,219_2_0
10259,Arrival,22320,103_1_0
10259,Boarding,22320,103_1_0
10259,Transfer,23760,113_2_0
10259,Boarding,24030,113_2_0
10259,Exit,25110,219_2_0
225236,Arrival,22320,922_4_1
225236,Boarding,22320,922_4_1
225236,Transfer,22980,108_1_0
225236,Boarding,23100,108_1_0
225236,Transfer,23760,113_2_0
225236,Boarding,24030,113_2_0
225236,Exit,25110,219_2_0
211714,Arrival,22680,919_4_1
211714,Boarding,22680,919_4_1
211714,Transfer,22980,108_1_0
211714,Boarding,23100,108_1_0
211714,Transfer,23760,113_2_0
211714,Boarding,24030,113_2_0
211714,Exit,25110,219_2_0
205070,Arrival,22800,918_4_1
205070,Boarding,22800,918_4_1
205070,Transfer,22980,108_1_0
205070,Boarding,23100,108_1_0
205070,Transfer,23760,113_2_0
205070,Boarding,24030,113_2_0
205070,Exit,25110,219_2_0
37233,Arrival,23520,111_1_0
37233,Boarding,23520,111_1_0
37233,Transfer,23760,113_2_0
37233,Boarding,24030,113_2_0
37233,Exit,25110,219_2_0
171595,Arrival,22080,321_3_1
171595,Boarding,22080,321_3_1
171595,Transfer,23280,116_1_1
171595,Boarding,23430,116_1_1
171595,Transfer,23790,113_2_0
171595,Boarding,24030,113_2_0
171595,Exit,25110,219_2_0
158224,Arrival,23040,310_3_0
158224,Boarding,23040,310_3_0
158224,Transfer,23460,116_1_1
158224,Boarding,23430,116_1_1
158224,Transfer,23790,113_2_0
158224,Boarding,24030,113_2_0
158224,Exit,25110,219_2_0
129906,Arrival,22650,216_2_1
129906,Boarding,22650,216_2_1
129906,Exit,25110,202_2_1
129905,Arrival,22650,216_2_1
129905,Boarding,22650,216_2_1
129905,Exit,25110,202_2_1
109793,Arrival,23550,210_2_1
109793,Boarding,23550,210_2_1
109793,Exit,25110,202_2_1
96248,Arrival,24270,206_2_1
96248,Boarding,24270,206_2_1
96248,Exit,25110,202_2_1
8347,Arrival,21930,103_1_0
8347,Boarding,21930,103_1_0
8347,Exit,25110,125_1_0
21873,Arrival,22710,108_1_0
21873,Boarding,22710,108_1_0
21873,Exit,25110,125_1_0
136274,Arrival,22110,219_2_1
136274,Boarding,22110,219_2_1
136274,Transfer,23250,113_1_0
136274,Boarding,23370,113_1_0
136274,Exit,25110,125_1_0
122849,Arrival,22950,214_2_1
122849,Boarding,22950,214_2_1
122849,Transfer,23250,113_1_0
122849,Boarding,23370,113_1_0
122849,Exit,25110,125_1_0
89246,Arrival,21810,204_2_0
89246,Boarding,21810,204_2_0
89246,Transfer,22470,208_3_0
89246,Boarding,22740,208_3_0
89246,Transfer,23460,116_1_0
89246,Boarding,23730,116_1_0
89246,Exit,25110,125_1_0
176617,Arrival,21930,325_3_1
176617,Boarding,21930,325_3_1
176617,Transfer,23730,116_1_0
176617,Boarding,23730,116_1_0
176617,Exit,25110,125_1_0
163068,Arrival,23250,316_3_1
163068,Boarding,23250,316_3_1
163068,Transfer,23730,116_1_0
163068,Boarding,23730,116_1_0
163068,Exit,25110,125_1_0
62269,Arrival,24630,122_1_0
62269,Boarding,24630,122_1_0
62269,Exit,25110,125_1_0
91087,Arrival,23610,204_2_0
91087,Boarding,23610,204_2_0
91087,Transfer,24270,208_3_1
91087,Boarding,24450,208_3_1
91087,Exit,25110,303_3_1
111235,Arrival,24000,210_2_1
111235,Boarding,24000,210_2_1
111235,Transfer,24360,208_3_1
111235,Boarding,24450,208_3_1
111235,Exit,25110,303_3_1
131387,Arrival,23100,216_2_1
131387,Boarding,23100,216_2_1
131387,Transfer,23700,113_1_1
131387,Boarding,23790,113_1_1
131387,Transfer,24450,108_4_1
131387,Boarding,24600,108_4_1
131387,Transfer,24720,305_3_1
131387,Boarding,24870,305_3_1
131387,Exit,25110,303_3_1
124652,Arrival,23400,214_2_1
124652,Boarding,23400,214_2_1
124652,Transfer,23700,113_1_1
124652,Boarding,23790,113_1_1
124652,Transfer,24450,108_4_1
124652,Boarding,24600,108_4_1
124652,Transfer,24720,305_3_1
124652,Boarding,24870,305_3_1
124652,Exit,25110,303_3_1
30602,Arrival,24150,110_1_1
30602,Boarding,24150,110_1_1
30602,Transfer,24450,108_4_1
30602,Boarding,24600,108_4_1
30602,Transfer,24720,305_3_1
30602,Boarding,24870,305_3_1
30602,Exit,25110,303_3_1
23956,Arrival,24600,108_4_1
23956,Boarding,24600,108_4_1
23956,Transfer,24720,305_3_1
23956,Boarding,24870,305_3_1
23956,Exit,25110,303_3_1
121011,Arrival,22950,214_2_1
121011,Boarding,22950,214_2_1
121011,Transfer,23250,113_1_1
121011,Boarding,23400,113_1_1
121011,Exit,25140,101_1_1
121013,Arrival,22950,214_2_1
121013,Boarding,22950,214_2_1
121013,Transfer,23250,113_1_1
121013,Boarding,23400,113_1_1
121013,Exit,25140,101_1_1
121012,Arrival,22950,214_2_1
121012,Boarding,22950,214_2_1
121012,Transfer,23250,113_1_1
121012,Boarding,23400,113_1_1
121012,Exit,25140,101_1_1
114271,Arrival,23130,213_2_1
114271,Boarding,23130,213_2_1
114271,Transfer,23250,113_1_1
114271,Boarding,23400,113_1_1
114271,Exit,25140,101_1_1
26853,Arrival,23760,110_1_1
26853,Boarding,23760,110_1_1
26853,Exit,25140,101_1_1
214721,Arrival,23520,921_4_1
214721,Boarding,23520,921_4_1
214721,Transfer,24060,108_1_1
214721,Boarding,24060,108_1_1
214721,Exit,25140,101_1_1
201449,Arrival,23880,918_4_1
201449,Boarding,23880,918_4_1
201449,Transfer,24060,108_1_1
201449,Boarding,24060,108_1_1
201449,Exit,25140,101_1_1
160043,Arrival,23700,310_3_1
160043,Boarding,23700,310_3_1
160043,Transfer,24420,305_4_0
160043,Boarding,24720,305_4_0
160043,Exit,25140,919_4_0
86383,Arrival,22560,202_2_0
86383,Boarding,22560,202_2_0
86383,Transfer,23820,208_3_1
86383,Boarding,24000,208_3_1
86383,Transfer,24420,305_4_0
86383,Boarding,24720,305_4_0
86383,Exit,25140,919_4_0
66213,Arrival,22530,122_1_1
66213,Boarding,22530,122_1_1
66213,Transfer,24450,108_4_0
66213,Boarding,24840,108_4_0
66213,Exit,25140,919_4_0
173471,Arrival,22080,321_3_1
173471,Boarding,22080,321_3_1
173471,Transfer,23280,116_1_1
173471,Boarding,23430,116_1_1
173471,Transfer,24450,108_4_0
173471,Boarding,24840,108_4_0
173471,Exit,25140,919_4_0
133227,Arrival,23100,216_2_1
133227,Boarding,23100,216_2_1
133227,Transfer,23700,113_1_1
133227,Boarding,23790,113_1_1
133227,Transfer,24450,108_4_0
133227,Boarding,24840,108_4_0
133227,Exit,25140,919_4_0
126481,Arrival,23400,214_2_1
126481,Boarding,23400,214_2_1
126481,Transfer,23700,113_1_1
126481,Boarding,23790,113_1_1
126481,Transfer,24450,108_4_0
126481,Boarding,24840,108_4_0
126481,Exit,25140,919_4_0
119874,Arrival,23580,213_2_1
119874,Boarding,23580,213_2_1
119874,Transfer,23700,113_1_1
119874,Boarding,23790,113_1_1
119874,Transfer,24450,108_4_0
119874,Boarding,24840,108_4_0
119874,Exit,25140,919_4_0
32515,Arrival,24150,110_1_1
32515,Boarding,24150,110_1_1
32515,Transfer,24450,108_4_0
32515,Boarding,24840,108_4_0
32515,Exit,25140,919_4_0
5537,Arrival,23520,101_1_0
5537,Boarding,23520,101_1_0
5537,Transfer,24660,108_4_0
5537,Boarding,24840,108_4_0
5537,Exit,25140,919_4_0
173473,Arrival,22530,321_3_1
173473,Boarding,22530,321_3_1
173473,Transfer,23730,116_1_1
173473,Boarding,23820,116_1_1
173473,Transfer,24840,108_4_0
173473,Boarding,24840,108_4_0
173473,Exit,25140,919_4_0
126483,Arrival,23850,214_2_1
126483,Boarding,23850,214_2_1
126483,Transfer,24150,113_1_1
126483,Boarding,24180,113_1_1
126483,Transfer,24840,108_4_0
126483,Boarding,24840,108_4_0
126483,Exit,25140,919_4_0
126482,Arrival,23850,214_2_1
126482,Boarding,23850,214_2_1
126482,Transfer,24150,113_1_1
126482,Boarding,24180,113_1_1
126482,Transfer,24840,108_4_0
126482,Boarding,24840,108_4_0
126482,Exit,25140,919_4_0
32516,Arrival,24540,110_1_1
32516,Boarding,24540,110_1_1
32516,Transfer,24840,108_4_0
32516,Boarding,24840,108_4_0
32516,Exit,25140,919_4_0
22049,Arrival,22320,108_1_0
22049,Boarding,22320,108_1_0
22049,Exit,25140,128_1_0
136457,Arrival,21660,219_2_1
136457,Boarding,21660,219_2_1
136457,Transfer,22800,113_1_0
136457,Boarding,22980,113_1_0
136457,Exit,25140,128_1_0
123041,Arrival,22500,214_2_1
123041,Boarding,22500,214_2_1
123041,Transfer,22800,113_1_0
123041,Boarding,22980,113_1_0
123041,Exit,25140,128_1_0
123040,Arrival,22500,214_2_1
123040,Boarding,22500,214_2_1
123040,Transfer,22800,113_1_0
123040,Boarding,22980,113_1_0
123040,Exit,25140,128_1_0
69225,Arrival,24720,125_1_0
69225,Boarding,24720,125_1_0
69225,Exit,25140,128_1_0
228700,Arrival,24000,925_4_1
228700,Boarding,24000,925_4_1
228700,Exit,25140,108_4_1
202011,Arrival,24960,918_4_1
202011,Boarding,24960,918_4_1
202011,Exit,25140,108_4_1
202010,Arrival,24960,918_4_1
202010,Boarding,24960,918_4_1
202010,Exit,25140,108_4_1
202012,Arrival,24960,918_4_1
202012,Boarding,24960,918_4_1
202012,Exit,25140,108_4_1
240892,Arrival,24360,926_4_1
240892,Boarding,24360,926_4_1
240892,Exit,25140,921_4_1
234110,Arrival,24540,925_4_1
234110,Boarding,24540,925_4_1
234110,Exit,25140,921_4_1
130253,Arrival,23550,216_2_1
130253,Boarding,23550,216_2_1
130253,Exit,25170,206_2_1
130256,Arrival,23550,216_2_1
130256,Boarding,23550,216_2_1
130256,Exit,25170,206_2_1
123580,Arrival,23850,214_2_1
123580,Boarding,23850,214_2_1
123580,Exit,25170,206_2_1
116875,Arrival,24030,213_2_1
116875,Boarding,24030,213_2_1
116875,Exit,25170,206_2_1
36135,Arrival,23520,111_1_0
36135,Boarding,23520,111_1_0
36135,Transfer,23760,113_2_1
36135,Boarding,24150,113_2_1
36135,Exit,25170,206_2_1
36137,Arrival,23520,111_1_0
36137,Boarding,23520,111_1_0
36137,Transfer,23760,113_2_1
36137,Boarding,24150,113_2_1
36137,Exit,25170,206_2_1
157069,Arrival,24150,310_3_1
157069,Boarding,24150,310_3_1
157069,Transfer,24450,208_2_1
157069,Boarding,24810,208_2_1
157069,Exit,25170,206_2_1
2385,Arrival,22740,101_1_0
2385,Boarding,22740,101_1_0
2385,Transfer,23460,105_3_0
2385,Boarding,23460,105_3_0
2385,Transfer,24540,208_2_1
2385,Boarding,24810,208_2_1
2385,Exit,25170,206_2_1
237399,Arrival,22740,926_4_1
237399,Boarding,22740,926_4_1
237399,Transfer,24180,305_3_0
237399,Boarding,24120,305_3_0
237399,Transfer,24540,208_2_1
237399,Boarding,24810,208_2_1
237399,Exit,25170,206_2_1
230748,Arrival,22920,925_4_1
230748,Boarding,22920,925_4_1
230748,Transfer,24180,305_3_0
230748,Boarding,24120,305_3_0
230748,Transfer,24540,208_2_1
230748,Boarding,24810,208_2_1
230748,Exit,25170,206_2_1
210631,Arrival,23760,919_4_1
210631,Boarding,23760,919_4_1
210631,Transfer,24180,305_3_0
210631,Boarding,24120,305_3_0
210631,Transfer,24540,208_2_1
210631,Boarding,24810,208_2_1
210631,Exit,25170,206_2_1
75925,Arrival,24690,128_1_1
75925,Boarding,24690,128_1_1
75925,Exit,25170,125_1_1
137878,Arrival,24360,219_2_1
137878,Boarding,24360,219_2_1
137878,Exit,25200,214_2_1
131027,Arrival,24900,216_2_1
131027,Boarding,24900,216_2_1
131027,Exit,25200,214_2_1
240278,Arrival,23280,926_4_1
240278,Boarding,23280,926_4_1
240278,Exit,25200,913_4_1
213421,Arrival,24300,919_4_1
213421,Boarding,24300,919_4_1
213421,Exit,25200,913_4_1
206743,Arrival,24420,918_4_1
206743,Boarding,24420,918_4_1
206743,Exit,25200,913_4_1
206742,Arrival,24420,918_4_1
206742,Boarding,24420,918_4_1
206742,Exit,25200,913_4_1
65825,Arrival,22530,122_1_1
65825,Boarding,22530,122_1_1
65825,Transfer,24450,108_4_1
65825,Boarding,24600,108_4_1
65825,Exit,25200,913_4_1
132862,Arrival,23100,216_2_1
132862,Boarding,23100,216_2_1
132862,Transfer,23700,113_1_1
132862,Boarding,23790,113_1_1
132862,Transfer,24450,108_4_1
132862,Boarding,24600,108_4_1
132862,Exit,25200,913_4_1
5183,Arrival,23520,101_1_0
5183,Boarding,23520,101_1_0
5183,Transfer,24660,108_4_1
5183,Boarding,24600,108_4_1
5183,Exit,25200,913_4_1
18742,Arrival,24240,105_1_0
