platform_id,timestamp,queue_length,queue_length_type,train_id
206_2_0,24420,0,When Arrival,2_0_13
108_4_1,24420,0,When Arrival,4_1_10
305_4_0,24420,9,When Arrival,4_0_10
208_2_1,24420,2,When Arrival,2_1_11
208_3_0,24420,5,Before Onboard,3_0_11
208_3_0,24420,0,After Onboard,3_0_11
116_1_0,24450,5,When Arrival,1_0_12
305_3_0,24450,10,Before Onboard,3_0_12
305_3_0,24450,0,After Onboard,3_0_12
303_3_1,24450,0,When Arrival,3_1_12
113_1_1,24450,0,When Arrival,1_1_12
926_4_0,24480,0,When Arrival,4_0_8
208_2_1,24480,4,Before Onboard,2_1_11
208_2_1,24480,0,After Onboard,2_1_11
925_4_1,24480,0,When Arrival,4_1_8
913_4_0,24480,0,When Arrival,4_0_11
113_1_0,24480,0,When Arrival,1_0_13
305_4_0,24480,11,Before Onboard,4_0_10
305_4_0,24480,0,After Onboard,4_0_10
206_2_0,24480,18,Before Onboard,2_0_13
206_2_0,24480,0,After Onboard,2_0_13
213_2_0,24480,0,When Arrival,2_0_15
119_1_0,24480,0,When Arrival,1_0_11
111_1_1,24480,0,When Arrival,1_1_13
116_1_1,24480,2,When Arrival,1_1_11
108_4_1,24480,0,Before Onboard,4_1_10
108_4_1,24480,0,After Onboard,4_1_10
206_2_1,24510,0,When Arrival,2_1_12
116_1_0,24510,9,Before Onboard,1_0_12
116_1_0,24510,0,After Onboard,1_0_12
110_1_0,24510,0,When Arrival,1_0_14
325_3_1,24510,0,When Arrival,3_1_6
329_3_0,24510,0,When Arrival,3_0_6
303_3_1,24510,11,Before Onboard,3_1_12
303_3_1,24510,0,After Onboard,3_1_12
108_1_1,24510,0,When Arrival,1_1_14
113_1_1,24510,5,Before Onboard,1_1_12
113_1_1,24510,0,After Onboard,1_1_12
213_2_0,24540,6,Before Onboard,2_0_15
213_2_0,24540,0,After Onboard,2_0_15
919_4_0,24540,0,When Arrival,4_0_10
108_4_0,24540,3,Before Onboard,4_0_13
108_4_0,24540,0,After Onboard,4_0_13
119_1_0,24540,17,Before Onboard,1_0_11
119_1_0,24540,0,After Onboard,1_0_11
111_1_1,24540,11,Before Onboard,1_1_13
111_1_1,24540,0,After Onboard,1_1_13
116_1_1,24540,4,Before Onboard,1_1_11
116_1_1,24540,0,After Onboard,1_1_11
926_4_0,24540,9,Before Onboard,4_0_8
926_4_0,24540,0,After Onboard,4_0_8
108_4_1,24540,0,Before Onboard,4_1_13
108_4_1,24540,0,After Onboard,4_1_13
113_2_1,24540,2,When Arrival,2_1_11
925_4_1,24540,4,Before Onboard,4_1_8
925_4_1,24540,0,After Onboard,4_1_8
913_4_0,24540,20,Before Onboard,4_0_11
913_4_0,24540,0,After Onboard,4_0_11
113_1_0,24540,0,Before Onboard,1_0_13
113_1_0,24540,0,After Onboard,1_0_13
918_4_1,24540,0,When Arrival,4_1_10
113_2_0,24540,3,When Arrival,2_0_11
325_3_1,24570,5,Before Onboard,3_1_6
325_3_1,24570,0,After Onboard,3_1_6
329_3_0,24570,19,Before Onboard,3_0_6
329_3_0,24570,0,After Onboard,3_0_6
110_1_0,24570,12,Before Onboard,1_0_14
110_1_0,24570,0,After Onboard,1_0_14
122_1_0,24570,0,When Arrival,1_0_10
105_1_0,24570,0,When Arrival,1_0_16
206_2_1,24570,2,Before Onboard,2_1_12
206_2_1,24570,0,After Onboard,2_1_12
204_2_0,24570,0,When Arrival,2_0_14
103_1_1,24570,0,When Arrival,1_1_16
119_1_1,24570,0,When Arrival,1_1_10
214_2_1,24570,0,When Arrival,2_1_10
216_2_0,24570,0,When Arrival,2_0_10
108_1_1,24570,1,Before Onboard,1_1_14
108_1_1,24570,0,After Onboard,1_1_14
113_2_0,24600,7,Before Onboard,2_0_11
113_2_0,24600,0,After Onboard,2_0_11
919_4_0,24600,10,Before Onboard,4_0_10
919_4_0,24600,0,After Onboard,4_0_10
918_4_1,24600,16,Before Onboard,4_1_10
918_4_1,24600,0,After Onboard,4_1_10
310_3_0,24600,0,When Arrival,3_0_13
108_1_0,24600,0,When Arrival,1_0_15
316_3_1,24600,0,When Arrival,3_1_9
113_2_1,24600,2,Before Onboard,2_1_11
113_2_1,24600,0,After Onboard,2_1_11
219_2_0,24600,0,When Arrival,2_0_9
204_2_1,24600,0,When Arrival,2_1_13
101_1_1,24600,0,When Arrival,1_1_17
216_2_1,24600,0,When Arrival,2_1_9
321_3_0,24600,0,When Arrival,3_0_9
913_4_1,24600,0,When Arrival,4_1_12
105_1_1,24600,0,When Arrival,1_1_15
216_2_0,24630,13,Before Onboard,2_0_10
216_2_0,24630,0,After Onboard,2_0_10
214_2_1,24630,16,Before Onboard,2_1_10
214_2_1,24630,0,After Onboard,2_1_10
110_1_1,24630,0,When Arrival,1_1_14
119_1_1,24630,2,Before Onboard,1_1_10
119_1_1,24630,0,After Onboard,1_1_10
111_1_0,24630,0,When Arrival,1_0_14
105_1_0,24630,3,Before Onboard,1_0_16
105_1_0,24630,0,After Onboard,1_0_16
204_2_0,24630,13,Before Onboard,2_0_14
204_2_0,24630,0,After Onboard,2_0_14
103_1_1,24630,20,Before Onboard,1_1_16
103_1_1,24630,0,After Onboard,1_1_16
122_1_0,24630,10,Before Onboard,1_0_10
122_1_0,24630,0,After Onboard,1_0_10
321_3_0,24660,15,Before Onboard,3_0_9
321_3_0,24660,0,After Onboard,3_0_9
108_1_0,24660,4,Before Onboard,1_0_15
108_1_0,24660,0,After Onboard,1_0_15
913_4_1,24660,6,Before Onboard,4_1_12
913_4_1,24660,0,After Onboard,4_1_12
216_2_1,24660,2,Before Onboard,2_1_9
216_2_1,24660,0,After Onboard,2_1_9
101_1_1,24660,9,Before Onboard,1_1_17
101_1_1,24660,0,After Onboard,1_1_17
103_1_0,24660,2,Before Onboard,1_0_17
103_1_0,24660,0,After Onboard,1_0_17
105_3_1,24660,0,When Arrival,3_1_13
316_3_1,24660,14,Before Onboard,3_1_9
316_3_1,24660,0,After Onboard,3_1_9
204_2_1,24660,0,Before Onboard,2_1_13
204_2_1,24660,0,After Onboard,2_1_13
122_1_1,24660,0,When Arrival,1_1_9
219_2_0,24660,16,Before Onboard,2_0_9
219_2_0,24660,0,After Onboard,2_0_9
105_1_1,24660,0,Before Onboard,1_1_15
105_1_1,24660,0,After Onboard,1_1_15
125_1_0,24660,0,When Arrival,1_0_9
310_3_0,24660,11,Before Onboard,3_0_13
310_3_0,24660,0,After Onboard,3_0_13
128_1_0,24690,0,When Arrival,1_0_8
110_1_1,24690,5,Before Onboard,1_1_14
110_1_1,24690,0,After Onboard,1_1_14
125_1_1,24690,0,When Arrival,1_1_8
101_1_0,24690,0,Before Onboard,1_0_18
101_1_0,24690,0,After Onboard,1_0_18
210_2_0,24690,0,When Arrival,2_0_12
101_1_1,24690,0,Before Onboard,1_1_18
101_1_1,24690,0,After Onboard,1_1_18
111_1_0,24690,3,Before Onboard,1_0_14
111_1_0,24690,0,After Onboard,1_0_14
122_1_1,24720,2,Before Onboard,1_1_9
122_1_1,24720,0,After Onboard,1_1_9
214_2_0,24720,0,When Arrival,2_0_11
305_4_1,24720,8,Before Onboard,4_1_13
305_4_1,24720,0,After Onboard,4_1_13
105_3_1,24720,1,Before Onboard,3_1_13
105_3_1,24720,0,After Onboard,3_1_13
918_4_0,24720,0,When Arrival,4_0_13
303_3_0,24720,0,When Arrival,3_0_15
210_2_1,24720,10,Before Onboard,2_1_15
210_2_1,24720,0,After Onboard,2_1_15
213_2_1,24720,0,When Arrival,2_1_11
125_1_0,24720,12,Before Onboard,1_0_9
125_1_0,24720,0,After Onboard,1_0_9
202_2_1,24750,0,When Arrival,2_1_14
321_3_1,24750,0,When Arrival,3_1_8
125_1_1,24750,1,Before Onboard,1_1_8
125_1_1,24750,0,After Onboard,1_1_8
128_1_0,24750,17,Before Onboard,1_0_8
128_1_0,24750,0,After Onboard,1_0_8
210_2_0,24750,0,Before Onboard,2_0_12
210_2_0,24750,0,After Onboard,2_0_12
305_3_1,24750,1,When Arrival,3_1_14
325_3_0,24750,0,When Arrival,3_0_8
208_3_1,24750,8,When Arrival,3_1_12
316_3_0,24750,0,When Arrival,3_0_14
928_4_0,24780,0,When Arrival,4_0_8
116_3_0,24780,5,When Arrival,3_0_11
303_3_0,24780,10,Before Onboard,3_0_15
303_3_0,24780,0,After Onboard,3_0_15
213_2_1,24780,14,Before Onboard,2_1_11
213_2_1,24780,0,After Onboard,2_1_11
926_4_1,24780,0,When Arrival,4_1_8
214_2_0,24780,7,Before Onboard,2_0_11
214_2_0,24780,0,After Onboard,2_0_11
116_3_1,24780,3,When Arrival,3_1_11
919_4_1,24780,0,When Arrival,4_1_10
918_4_0,24780,6,Before Onboard,4_0_13
918_4_0,24780,0,After Onboard,4_0_13
909_4_1,24780,0,When Arrival,4_1_11
208_2_0,24780,0,When Arrival,2_0_13
921_4_0,24780,0,When Arrival,4_0_10
202_2_1,24810,20,Before Onboard,2_1_14
202_2_1,24810,0,After Onboard,2_1_14
325_3_0,24810,7,Before Onboard,3_0_8
325_3_0,24810,0,After Onboard,3_0_8
305_3_1,24810,3,Before Onboard,3_1_14
305_3_1,24810,0,After Onboard,3_1_14
316_3_0,24810,10,Before Onboard,3_0_14
316_3_0,24810,0,After Onboard,3_0_14
105_3_0,24810,2,Before Onboard,3_0_16
105_3_0,24810,0,After Onboard,3_0_16
208_3_0,24810,7,When Arrival,3_0_12
208_3_1,24810,34,Before Onboard,3_1_12
208_3_1,24810,0,After Onboard,3_1_12
321_3_1,24810,5,Before Onboard,3_1_8
321_3_1,24810,0,After Onboard,3_1_8
113_2_1,24810,10,Before Onboard,2_1_16
113_2_1,24810,0,After Onboard,2_1_16
105_3_1,24810,0,Before Onboard,3_1_16
105_3_1,24810,0,After Onboard,3_1_16
113_2_0,24810,0,Before Onboard,2_0_16
113_2_0,24810,0,After Onboard,2_0_16
926_4_1,24840,12,Before Onboard,4_1_8
926_4_1,24840,0,After Onboard,4_1_8
928_4_0,24840,20,Before Onboard,4_0_8
928_4_0,24840,0,After Onboard,4_0_8
113_1_1,24840,3,When Arrival,1_1_13
116_3_1,24840,18,Before Onboard,3_1_11
116_3_1,24840,0,After Onboard,3_1_11
919_4_1,24840,6,Before Onboard,4_1_10
919_4_1,24840,0,After Onboard,4_1_10
116_1_0,24840,5,When Arrival,1_0_13
922_4_1,24840,0,When Arrival,4_1_9
116_3_0,24840,6,Before Onboard,3_0_11
116_3_0,24840,0,After Onboard,3_0_11
909_4_1,24840,17,Before Onboard,4_1_11
909_4_1,24840,0,After Onboard,4_1_11
310_3_1,24840,4,Before Onboard,3_1_15
310_3_1,24840,0,After Onboard,3_1_15
208_2_0,24840,1,Before Onboard,2_0_13
208_2_0,24840,0,After Onboard,2_0_13
925_4_0,24840,0,When Arrival,4_0_9
108_4_0,24840,4,When Arrival,4_0_13
305_3_0,24840,0,When Arrival,3_0_13
921_4_0,24840,18,Before Onboard,4_0_10
921_4_0,24840,0,After Onboard,4_0_10
119_1_0,24870,0,When Arrival,1_0_12
116_1_1,24870,3,When Arrival,1_1_12
111_1_1,24870,0,When Arrival,1_1_14
208_3_0,24870,7,Before Onboard,3_0_12
208_3_0,24870,0,After Onboard,3_0_12
208_2_1,24870,8,When Arrival,2_1_12
206_2_0,24870,0,When Arrival,2_0_14
113_1_0,24870,2,When Arrival,1_0_14
108_4_0,24900,13,Before Onboard,4_0_13
108_4_0,24900,0,After Onboard,4_0_13
305_3_0,24900,4,Before Onboard,3_0_13
305_3_0,24900,0,After Onboard,3_0_13
921_4_1,24900,0,When Arrival,4_1_10
925_4_0,24900,11,Before Onboard,4_0_9
925_4_0,24900,0,After Onboard,4_0_9
108_1_1,24900,0,When Arrival,1_1_15
116_1_0,24900,6,Before Onboard,1_0_13
116_1_0,24900,0,After Onboard,1_0_13
110_1_0,24900,0,When Arrival,1_0_15
113_1_1,24900,5,Before Onboard,1_1_13
113_1_1,24900,0,After Onboard,1_1_13
303_3_1,24900,0,When Arrival,3_1_13
922_4_1,24900,20,Before Onboard,4_1_9
922_4_1,24900,0,After Onboard,4_1_9
922_4_0,24900,0,When Arrival,4_0_10
116_1_1,24930,5,Before Onboard,1_1_12
116_1_1,24930,0,After Onboard,1_1_12
111_1_1,24930,14,Before Onboard,1_1_14
111_1_1,24930,0,After Onboard,1_1_14
208_2_1,24930,9,Before Onboard,2_1_12
208_2_1,24930,0,After Onboard,2_1_12
119_1_0,24930,7,Before Onboard,1_0_12
119_1_0,24930,0,After Onboard,1_0_12
113_1_0,24930,2,Before Onboard,1_0_14
113_1_0,24930,0,After Onboard,1_0_14
206_2_0,24930,12,Before Onboard,2_0_14
206_2_0,24930,0,After Onboard,2_0_14
922_4_0,24960,2,Before Onboard,4_0_10
922_4_0,24960,0,After Onboard,4_0_10
122_1_0,24960,0,When Arrival,1_0_11
206_2_1,24960,0,When Arrival,2_1_13
108_4_1,24960,1,When Arrival,4_1_11
305_4_0,24960,11,When Arrival,4_0_11
325_3_1,24960,0,When Arrival,3_1_7
119_1_1,24960,0,When Arrival,1_1_11
105_1_0,24960,0,When Arrival,1_0_17
108_1_1,24960,1,Before Onboard,1_1_15
108_1_1,24960,0,After Onboard,1_1_15
303_3_1,24960,2,Before Onboard,3_1_13
303_3_1,24960,0,After Onboard,3_1_13
329_3_0,24960,0,When Arrival,3_0_7
110_1_0,24960,14,Before Onboard,1_0_15
110_1_0,24960,0,After Onboard,1_0_15
103_1_1,24960,0,When Arrival,1_1_17
921_4_1,24960,8,Before Onboard,4_1_10
921_4_1,24960,0,After Onboard,4_1_10
105_1_1,24990,0,When Arrival,1_1_16
213_2_0,24990,11,Before Onboard,2_0_16
213_2_0,24990,0,After Onboard,2_0_16
113_2_1,24990,2,When Arrival,2_1_12
113_2_0,24990,6,When Arrival,2_0_12
108_1_0,24990,0,When Arrival,1_0_16
325_3_1,25020,11,Before Onboard,3_1_7
325_3_1,25020,0,After Onboard,3_1_7
111_1_0,25020,0,When Arrival,1_0_15
214_2_1,25020,0,When Arrival,2_1_11
105_1_0,25020,10,Before Onboard,1_0_17
105_1_0,25020,0,After Onboard,1_0_17
122_1_0,25020,7,Before Onboard,1_0_11
122_1_0,25020,0,After Onboard,1_0_11
110_1_1,25020,0,When Arrival,1_1_15
206_2_1,25020,2,Before Onboard,2_1_13
206_2_1,25020,0,After Onboard,2_1_13
204_2_0,25020,0,When Arrival,2_0_15
926_4_0,25020,0,When Arrival,4_0_9
913_4_0,25020,0,When Arrival,4_0_12
108_4_1,25020,3,Before Onboard,4_1_11
108_4_1,25020,0,After Onboard,4_1_11
305_4_0,25020,13,Before Onboard,4_0_11
305_4_0,25020,0,After Onboard,4_0_11
216_2_0,25020,0,When Arrival,2_0_11
329_3_0,25020,15,Before Onboard,3_0_7
329_3_0,25020,0,After Onboard,3_0_7
119_1_1,25020,4,Before Onboard,1_1_11
119_1_1,25020,0,After Onboard,1_1_11
925_4_1,25020,0,When Arrival,4_1_9
103_1_1,25020,13,Before Onboard,1_1_17
103_1_1,25020,0,After Onboard,1_1_17
103_1_0,25050,1,Before Onboard,1_0_18
103_1_0,25050,0,After Onboard,1_0_18
204_2_1,25050,0,When Arrival,2_1_14
105_1_1,25050,0,Before Onboard,1_1_16
105_1_1,25050,0,After Onboard,1_1_16
113_2_1,25050,2,Before Onboard,2_1_12
113_2_1,25050,0,After Onboard,2_1_12
219_2_0,25050,0,When Arrival,2_0_10
101_1_1,25050,12,Before Onboard,1_1_18
101_1_1,25050,0,After Onboard,1_1_18
216_2_1,25050,0,When Arrival,2_1_10
122_1_1,25050,0,When Arrival,1_1_10
316_3_1,25050,0,When Arrival,3_1_10
310_3_0,25050,0,When Arrival,3_0_14
321_3_0,25050,0,When Arrival,3_0_10
108_1_0,25050,3,Before Onboard,1_0_16
108_1_0,25050,0,After Onboard,1_0_16
125_1_0,25050,0,When Arrival,1_0_10
113_2_0,25050,6,Before Onboard,2_0_12
113_2_0,25050,0,After Onboard,2_0_12
111_1_0,25080,7,Before Onboard,1_0_15
111_1_0,25080,0,After Onboard,1_0_15
216_2_0,25080,19,Before Onboard,2_0_11
216_2_0,25080,0,After Onboard,2_0_11
108_4_1,25080,1,Before Onboard,4_1_14
108_4_1,25080,0,After Onboard,4_1_14
101_1_0,25080,3,Before Onboard,1_0_19
101_1_0,25080,0,After Onboard,1_0_19
925_4_1,25080,8,Before Onboard,4_1_9
925_4_1,25080,0,After Onboard,4_1_9
125_1_1,25080,0,When Arrival,1_1_9
110_1_1,25080,6,Before Onboard,1_1_15
110_1_1,25080,0,After Onboard,1_1_15
214_2_1,25080,9,Before Onboard,2_1_11
214_2_1,25080,0,After Onboard,2_1_11
926_4_0,25080,5,Before Onboard,4_0_9
926_4_0,25080,0,After Onboard,4_0_9
918_4_1,25080,0,When Arrival,4_1_11
128_1_0,25080,0,When Arrival,1_0_9
919_4_0,25080,0,When Arrival,4_0_11
101_1_1,25080,0,Before Onboard,1_1_19
101_1_1,25080,0,After Onboard,1_1_19
913_4_0,25080,21,Before Onboard,4_0_12
913_4_0,25080,0,After Onboard,4_0_12
204_2_0,25080,13,Before Onboard,2_0_15
204_2_0,25080,0,After Onboard,2_0_15
108_4_0,25080,1,Before Onboard,4_0_14
108_4_0,25080,0,After Onboard,4_0_14
216_2_1,25110,1,Before Onboard,2_1_10
216_2_1,25110,0,After Onboard,2_1_10
210_2_1,25110,0,When Arrival,2_1_16
316_3_1,25110,16,Before Onboard,3_1_10
316_3_1,25110,0,After Onboard,3_1_10
122_1_1,25110,1,Before Onboard,1_1_10
122_1_1,25110,0,After Onboard,1_1_10
310_3_0,25110,7,Before Onboard,3_0_14
310_3_0,25110,0,After Onboard,3_0_14
105_3_1,25110,0,When Arrival,3_1_14
321_3_0,25110,8,Before Onboard,3_0_10
321_3_0,25110,0,After Onboard,3_0_10
125_1_0,25110,18,Before Onboard,1_0_10
125_1_0,25110,0,After Onboard,1_0_10
204_2_1,25110,0,Before Onboard,2_1_14
204_2_1,25110,0,After Onboard,2_1_14
219_2_0,25110,29,Before Onboard,2_0_10
219_2_0,25110,0,After Onboard,2_0_10
128_1_0,25140,18,Before Onboard,1_0_9
128_1_0,25140,0,After Onboard,1_0_9
913_4_1,25140,0,When Arrival,4_1_13
918_4_1,25140,19,Before Onboard,4_1_11
918_4_1,25140,0,After Onboard,4_1_11
210_2_0,25140,0,When Arrival,2_0_13
125_1_1,25140,0,Before Onboard,1_1_9
125_1_1,25140,0,After Onboard,1_1_9
919_4_0,25140,18,Before Onboard,4_0_11
919_4_0,25140,0,After Onboard,4_0_11
214_2_0,25170,0,When Arrival,2_0_12
210_2_1,25170,22,Before Onboard,2_1_16
210_2_1,25170,0,After Onboard,2_1_16
303_3_0,25170,0,When Arrival,3_0_16
105_3_1,25170,2,Before Onboard,3_1_14
105_3_1,25170,0,After Onboard,3_1_14
213_2_1,25170,0,When Arrival,2_1_12
305_4_1,25200,1,When Arrival,4_1_14
913_4_1,25200,3,Before Onboard,4_1_13
913_4_1,25200,0,After Onboard,4_1_13
202_2_1,25200,0,When Arrival,2_1_15
208_3_1,25200,1,When Arrival,3_1_13
321_3_1,25200,0,When Arrival,3_1_9
210_2_0,25200,2,Before Onboard,2_0_13
210_2_0,25200,0,After Onboard,2_0_13
305_3_1,25200,0,When Arrival,3_1_15
316_3_0,25200,0,When Arrival,3_0_15
325_3_0,25200,0,When Arrival,3_0_9
116_3_0,25230,0,When Arrival,3_0_12
213_2_1,25230,16,Before Onboard,2_1_12
213_2_1,25230,0,After Onboard,2_1_12
113_1_1,25230,3,When Arrival,1_1_14
116_3_1,25230,1,When Arrival,3_1_12
214_2_0,25230,7,Before Onboard,2_0_12
214_2_0,25230,0,After Onboard,2_0_12
303_3_0,25230,17,Before Onboard,3_0_16
303_3_0,25230,0,After Onboard,3_0_16
116_1_0,25230,5,When Arrival,1_0_14
208_2_0,25230,0,When Arrival,2_0_14
119_1_0,25260,0,When Arrival,1_0_13
113_1_0,25260,0,When Arrival,1_0_15
305_4_1,25260,18,Before Onboard,4_1_14
305_4_1,25260,0,After Onboard,4_1_14
111_1_1,25260,0,When Arrival,1_1_15
321_3_1,25260,18,Before Onboard,3_1_9
321_3_1,25260,0,After Onboard,3_1_9
116_1_1,25260,3,When Arrival,1_1_13
113_2_0,25260,18,Before Onboard,2_0_17
113_2_0,25260,0,After Onboard,2_0_17
208_3_1,25260,40,Before Onboard,3_1_13
208_3_1,25260,0,After Onboard,3_1_13
113_2_1,25260,1,Before Onboard,2_1_17
113_2_1,25260,0,After Onboard,2_1_17
202_2_1,25260,26,Before Onboard,2_1_15
202_2_1,25260,0,After Onboard,2_1_15
325_3_0,25260,24,Before Onboard,3_0_9
325_3_0,25260,0,After Onboard,3_0_9
105_3_1,25260,12,Before Onboard,3_1_17
105_3_1,25260,0,After Onboard,3_1_17
316_3_0,25260,21,Before Onboard,3_0_15
316_3_0,25260,0,After Onboard,3_0_15
208_3_0,25260,5,When Arrival,3_0_13
105_3_0,25260,0,Before Onboard,3_0_17
105_3_0,25260,0,After Onboard,3_0_17
305_3_1,25260,0,Before Onboard,3_1_15
305_3_1,25260,0,After Onboard,3_1_15
918_4_0,25260,0,When Arrival,4_0_14
116_3_1,25290,33,Before Onboard,3_1_12
116_3_1,25290,0,After Onboard,3_1_12
310_3_1,25290,27,Before Onboard,3_1_16
310_3_1,25290,0,After Onboard,3_1_16
108_1_1,25290,0,When Arrival,1_1_16
113_1_1,25290,14,Before Onboard,1_1_14
113_1_1,25290,0,After Onboard,1_1_14
110_1_0,25290,0,When Arrival,1_0_16
116_3_0,25290,3,Before Onboard,3_0_12
116_3_0,25290,0,After Onboard,3_0_12
208_2_0,25290,6,Before Onboard,2_0_14
208_2_0,25290,0,After Onboard,2_0_14
305_3_0,25290,4,When Arrival,3_0_14
116_1_0,25290,5,Before Onboard,1_0_14
116_1_0,25290,0,After Onboard,1_0_14
111_1_1,25320,14,Before Onboard,1_1_15
111_1_1,25320,0,After Onboard,1_1_15
206_2_0,25320,0,When Arrival,2_0_15
926_4_1,25320,0,When Arrival,4_1_9
918_4_0,25320,33,Before Onboard,4_0_14
918_4_0,25320,0,After Onboard,4_0_14
116_1_1,25320,5,Before Onboard,1_1_13
116_1_1,25320,0,After Onboard,1_1_13
921_4_0,25320,0,When Arrival,4_0_11
928_4_0,25320,0,When Arrival,4_0_9
208_3_0,25320,10,Before Onboard,3_0_13
208_3_0,25320,0,After Onboard,3_0_13
909_4_1,25320,0,When Arrival,4_1_12
919_4_1,25320,0,When Arrival,4_1_11
208_2_1,25320,0,When Arrival,2_1_13
119_1_0,25320,41,Before Onboard,1_0_13
119_1_0,25320,0,After Onboard,1_0_13
113_1_0,25320,6,Before Onboard,1_0_15
113_1_0,25320,0,After Onboard,1_0_15
105_1_0,25350,0,When Arrival,1_0_18
305_3_0,25350,22,Before Onboard,3_0_14
305_3_0,25350,0,After Onboard,3_0_14
122_1_0,25350,0,When Arrival,1_0_12
119_1_1,25350,0,When Arrival,1_1_12
103_1_1,25350,0,When Arrival,1_1_18
108_1_1,25350,51,Before Onboard,1_1_16
108_1_1,25350,0,After Onboard,1_1_16
303_3_1,25350,0,When Arrival,3_1_14
110_1_0,25350,51,Before Onboard,1_0_16
110_1_0,25350,0,After Onboard,1_0_16
928_4_0,25380,57,Before Onboard,4_0_9
928_4_0,25380,0,After Onboard,4_0_9
108_4_0,25380,0,When Arrival,4_0_14
105_1_1,25380,0,When Arrival,1_1_17
213_2_0,25380,0,When Arrival,2_0_17
921_4_0,25380,37,Before Onboard,4_0_11
921_4_0,25380,0,After Onboard,4_0_11
103_1_0,25380,0,When Arrival,1_0_19
108_1_0,25380,0,When Arrival,1_0_17
206_2_0,25380,65,Before Onboard,2_0_15
206_2_0,25380,0,After Onboard,2_0_15
925_4_0,25380,0,When Arrival,4_0_10
922_4_1,25380,0,When Arrival,4_1_10
208_2_1,25380,15,Before Onboard,2_1_13
208_2_1,25380,0,After Onboard,2_1_13
926_4_1,25380,51,Before Onboard,4_1_9
926_4_1,25380,0,After Onboard,4_1_9
909_4_1,25380,63,Before Onboard,4_1_12
909_4_1,25380,0,After Onboard,4_1_12
919_4_1,25380,52,Before Onboard,4_1_11
919_4_1,25380,0,After Onboard,4_1_11
122_1_0,25410,57,Before Onboard,1_0_12
122_1_0,25410,0,After Onboard,1_0_12
206_2_1,25410,0,When Arrival,2_1_14
111_1_0,25410,0,When Arrival,1_0_16
119_1_1,25410,22,Before Onboard,1_1_12
119_1_1,25410,0,After Onboard,1_1_12
325_3_1,25410,0,When Arrival,3_1_8
105_1_0,25410,39,Before Onboard,1_0_18
105_1_0,25410,0,After Onboard,1_0_18
329_3_0,25410,0,When Arrival,3_0_8
103_1_1,25410,60,Before Onboard,1_1_18
103_1_1,25410,0,After Onboard,1_1_18
110_1_1,25410,0,When Arrival,1_1_16
303_3_1,25410,48,Before Onboard,3_1_14
303_3_1,25410,0,After Onboard,3_1_14
213_2_0,25440,50,Before Onboard,2_0_17
213_2_0,25440,0,After Onboard,2_0_17
105_1_1,25440,13,Before Onboard,1_1_17
105_1_1,25440,0,After Onboard,1_1_17
103_1_0,25440,5,Before Onboard,1_0_19
103_1_0,25440,0,After Onboard,1_0_19
922_4_0,25440,0,When Arrival,4_0_11
108_4_0,25440,25,Before Onboard,4_0_14
108_4_0,25440,0,After Onboard,4_0_14
122_1_1,25440,0,When Arrival,1_1_11
925_4_0,25440,73,Before Onboard,4_0_10
925_4_0,25440,0,After Onboard,4_0_10
922_4_1,25440,80,Before Onboard,4_1_10
922_4_1,25440,0,After Onboard,4_1_10
113_2_0,25440,0,When Arrival,2_0_13
125_1_0,25440,0,When Arrival,1_0_11
101_1_1,25440,65,Before Onboard,1_1_19
101_1_1,25440,0,After Onboard,1_1_19
108_1_0,25440,0,Before Onboard,1_0_17
108_1_0,25440,0,After Onboard,1_0_17
921_4_1,25440,0,When Arrival,4_1_11
113_2_1,25440,0,When Arrival,2_1_13
128_1_0,25470,0,When Arrival,1_0_10
101_1_1,25470,3,Before Onboard,1_1_20
101_1_1,25470,0,After Onboard,1_1_20
110_1_1,25470,29,Before Onboard,1_1_16
110_1_1,25470,0,After Onboard,1_1_16
325_3_1,25470,57,Before Onboard,3_1_8
325_3_1,25470,0,After Onboard,3_1_8
216_2_0,25470,0,When Arrival,2_0_12
111_1_0,25470,22,Before Onboard,1_0_16
111_1_0,25470,0,After Onboard,1_0_16
125_1_1,25470,0,When Arrival,1_1_10
101_1_0,25470,0,Before Onboard,1_0_20
101_1_0,25470,0,After Onboard,1_0_20
204_2_0,25470,0,When Arrival,2_0_16
329_3_0,25470,74,Before Onboard,3_0_8
329_3_0,25470,0,After Onboard,3_0_8
214_2_1,25470,0,When Arrival,2_1_12
206_2_1,25470,22,Before Onboard,2_1_14
206_2_1,25470,0,After Onboard,2_1_14
125_1_0,25500,75,Before Onboard,1_0_11
125_1_0,25500,0,After Onboard,1_0_11
216_2_1,25500,0,When Arrival,2_1_11
321_3_0,25500,0,When Arrival,3_0_11
113_2_0,25500,42,Before Onboard,2_0_13
113_2_0,25500,0,After Onboard,2_0_13
108_4_1,25500,0,When Arrival,4_1_12
921_4_1,25500,34,Before Onboard,4_1_11
921_4_1,25500,0,After Onboard,4_1_11
204_2_1,25500,0,When Arrival,2_1_15
113_2_1,25500,0,Before Onboard,2_1_13
113_2_1,25500,0,After Onboard,2_1_13
122_1_1,25500,20,Before Onboard,1_1_11
122_1_1,25500,0,After Onboard,1_1_11
305_4_0,25500,4,When Arrival,4_0_12
316_3_1,25500,0,When Arrival,3_1_11
219_2_0,25500,0,When Arrival,2_0_11
310_3_0,25500,0,When Arrival,3_0_15
922_4_0,25500,5,Before Onboard,4_0_11
