train_id,timestamp,train_load_type,train_load,platform_id
1_0_1,18060,Departure,1,101_1_0
3_1_1,18060,Departure,2,105_3_1
2_1_1,18060,Departure,1,113_2_1
3_0_1,18060,Departure,0,105_3_0
2_0_1,18060,Departure,0,113_2_0
4_1_1,18060,Departure,1,108_4_1
4_0_1,18060,Departure,0,108_4_0
1_1_1,18060,Departure,0,101_1_1
4_1_1,18180,Arrival,1,305_4_1
2_0_1,18240,Departure,11,213_2_0
4_1_1,18240,Departure,12,305_4_1
4_0_1,18300,Departure,7,918_4_0
2_1_1,18360,Arrival,1,210_2_1
1_0_1,18360,Arrival,1,103_1_0
4_0_1,18360,Arrival,7,108_4_0
1_1_1,18420,Departure,11,101_1_1
1_0_1,18420,Departure,16,103_1_0
4_0_1,18420,Departure,15,108_4_0
2_1_1,18420,Departure,22,210_2_1
1_1_2,18450,Departure,2,101_1_1
1_0_2,18450,Departure,0,101_1_0
3_0_1,18480,Departure,15,303_3_0
3_1_1,18480,Arrival,2,310_3_1
3_1_2,18510,Departure,18,105_3_1
3_0_2,18510,Departure,0,105_3_0
2_1_2,18510,Departure,15,113_2_1
2_0_2,18510,Departure,0,113_2_0
3_1_1,18540,Departure,26,310_3_1
4_0_2,18600,Departure,10,108_4_0
4_1_2,18600,Departure,0,108_4_1
4_1_1,18660,Arrival,12,913_4_1
2_0_2,18690,Departure,19,213_2_0
1_1_1,18720,Arrival,11,103_1_1
2_0_1,18720,Arrival,11,204_2_0
1_0_1,18720,Arrival,16,105_1_0
4_1_1,18720,Departure,41,913_4_1
1_1_2,18750,Arrival,2,101_1_1
4_0_2,18780,Arrival,10,918_4_0
1_1_1,18780,Departure,22,103_1_1
1_0_1,18780,Departure,28,105_1_0
4_1_2,18780,Departure,20,305_4_1
2_0_1,18780,Departure,39,204_2_0
1_0_2,18810,Departure,1,103_1_0
1_1_2,18810,Departure,15,101_1_1
2_1_2,18810,Arrival,15,210_2_1
1_0_3,18840,Departure,1,101_1_0
1_1_3,18840,Departure,0,101_1_1
4_0_2,18840,Departure,34,918_4_0
2_1_2,18870,Departure,28,210_2_1
3_0_1,18900,Arrival,15,316_3_0
2_1_1,18900,Arrival,22,202_2_1
3_1_1,18900,Arrival,26,305_3_1
4_0_2,18900,Arrival,34,108_4_0
3_1_2,18930,Arrival,18,310_3_1
3_0_2,18930,Departure,15,303_3_0
3_0_1,18960,Departure,58,316_3_0
3_0_3,18960,Departure,7,105_3_0
3_1_3,18960,Departure,0,105_3_1
3_1_1,18960,Departure,25,305_3_1
4_0_2,18960,Departure,49,108_4_0
2_1_3,18960,Departure,25,113_2_1
2_0_3,18960,Departure,0,113_2_0
2_1_1,18960,Departure,62,202_2_1
3_1_2,18990,Departure,38,310_3_1
2_0_1,19020,Arrival,39,206_2_0
4_0_1,19080,Arrival,15,913_4_0
2_0_1,19080,Departure,88,206_2_0
1_0_2,19110,Arrival,1,105_1_0
1_1_2,19110,Arrival,15,103_1_1
2_0_3,19140,Departure,15,213_2_0
1_1_1,19140,Arrival,22,105_1_1
1_0_1,19140,Arrival,28,108_1_0
4_0_3,19140,Departure,21,108_4_0
1_0_3,19140,Arrival,1,103_1_0
4_1_3,19140,Departure,3,108_4_1
4_0_1,19140,Departure,34,913_4_0
2_0_2,19170,Arrival,19,204_2_0
1_0_2,19170,Departure,10,105_1_0
1_1_2,19170,Departure,33,103_1_1
1_0_1,19200,Departure,18,108_1_0
1_1_1,19200,Departure,21,105_1_1
1_1_3,19200,Departure,11,101_1_1
3_0_1,19200,Arrival,58,310_3_0
4_1_2,19200,Arrival,20,913_4_1
1_0_3,19200,Departure,1,103_1_0
2_1_1,19200,Arrival,62,204_2_1
2_0_2,19230,Departure,27,204_2_0
1_0_4,19230,Departure,7,101_1_0
1_1_4,19230,Departure,0,101_1_1
2_1_3,19260,Arrival,25,210_2_1
3_1_1,19260,Arrival,25,105_3_1
3_0_1,19260,Departure,67,310_3_0
4_1_3,19260,Arrival,3,305_4_1
2_1_1,19260,Departure,58,204_2_1
4_1_2,19260,Departure,25,913_4_1
3_0_3,19320,Arrival,7,303_3_0
2_1_3,19320,Departure,42,210_2_1
3_1_1,19320,Departure,25,105_3_1
4_1_3,19320,Departure,25,305_4_1
4_0_3,19320,Arrival,21,918_4_0
3_1_2,19350,Arrival,38,305_3_1
3_0_2,19350,Arrival,15,316_3_0
2_1_2,19350,Arrival,28,202_2_1
4_0_3,19380,Departure,40,918_4_0
4_1_1,19380,Arrival,41,909_4_1
2_0_1,19380,Arrival,88,208_2_0
3_0_3,19380,Departure,19,303_3_0
2_1_4,19410,Departure,20,113_2_1
3_1_2,19410,Departure,32,305_3_1
3_0_4,19410,Departure,3,105_3_0
3_1_4,19410,Departure,0,105_3_1
3_0_2,19410,Departure,29,316_3_0
2_0_4,19410,Departure,0,113_2_0
2_1_2,19410,Departure,53,202_2_1
1_0_1,19440,Arrival,18,110_1_0
3_0_1,19440,Arrival,67,305_3_0
4_1_1,19440,Departure,102,909_4_1
1_1_1,19440,Arrival,21,108_1_1
4_0_3,19440,Arrival,40,108_4_0
3_1_3,19440,Departure,9,310_3_1
2_0_1,19440,Departure,95,208_2_0
2_0_2,19470,Arrival,27,206_2_0
3_1_1,19500,Arrival,25,303_3_1
1_1_3,19500,Arrival,11,103_1_1
1_0_1,19500,Departure,78,110_1_0
1_1_1,19500,Departure,35,108_1_1
3_0_1,19500,Departure,59,305_3_0
1_0_3,19500,Arrival,1,105_1_0
4_0_3,19500,Departure,40,108_4_0
1_1_2,19530,Arrival,33,105_1_1
1_0_2,19530,Arrival,10,108_1_0
2_0_2,19530,Departure,47,206_2_0
1_0_4,19530,Arrival,7,103_1_0
3_1_1,19560,Departure,35,303_3_1
1_0_1,19560,Arrival,78,111_1_0
1_0_3,19560,Departure,3,105_1_0
4_0_1,19560,Arrival,34,305_4_0
1_1_1,19560,Arrival,35,110_1_1
1_1_3,19560,Departure,26,103_1_1
2_1_1,19560,Arrival,58,206_2_1
4_1_1,19560,Arrival,102,108_4_1
1_1_2,19590,Departure,38,105_1_1
1_0_4,19590,Departure,7,103_1_0
2_0_4,19590,Departure,15,213_2_0
1_0_2,19590,Departure,9,108_1_0
1_1_4,19590,Departure,18,101_1_1
1_1_5,19620,Departure,2,101_1_1
1_0_5,19620,Departure,0,101_1_0
1_0_1,19620,Departure,138,111_1_0
4_1_1,19620,Departure,101,108_4_1
2_1_1,19620,Departure,60,206_2_1
2_0_3,19620,Arrival,15,204_2_0
4_0_2,19620,Arrival,49,913_4_0
4_0_1,19620,Departure,50,305_4_0
1_1_1,19620,Departure,37,110_1_1
3_0_2,19650,Arrival,29,310_3_0
2_1_2,19650,Arrival,53,204_2_1
4_0_4,19680,Departure,7,108_4_0
4_1_1,19680,Arrival,101,918_4_1
4_0_1,19680,Arrival,50,919_4_0
4_1_4,19680,Departure,0,108_4_1
2_0_3,19680,Departure,33,204_2_0
4_0_2,19680,Departure,62,913_4_0
3_0_2,19710,Departure,45,310_3_0
3_1_2,19710,Arrival,32,105_3_1
2_1_2,19710,Departure,50,204_2_1
2_1_4,19710,Arrival,20,210_2_1
4_1_3,19740,Arrival,25,913_4_1
2_0_1,19740,Arrival,95,210_2_0
4_1_1,19740,Departure,111,918_4_1
4_0_1,19740,Departure,121,919_4_0
2_1_4,19770,Departure,39,210_2_1
3_0_4,19770,Arrival,3,303_3_0
3_1_2,19770,Departure,40,105_3_1
1_1_1,19800,Arrival,37,111_1_1
2_0_1,19800,Departure,92,210_2_0
1_0_1,19800,Arrival,138,113_1_0
3_1_3,19800,Arrival,9,305_3_1
3_0_3,19800,Arrival,19,316_3_0
4_1_3,19800,Departure,24,913_4_1
3_1_1,19800,Arrival,35,208_3_1
2_1_3,19800,Arrival,42,202_2_1
3_0_4,19830,Departure,12,303_3_0
1_0_2,19830,Arrival,9,110_1_0
2_0_2,19830,Arrival,47,208_2_0
1_1_2,19830,Arrival,38,108_1_1
2_1_3,19860,Departure,59,202_2_1
3_1_5,19860,Departure,5,105_3_1
3_1_1,19860,Departure,93,208_3_1
2_1_5,19860,Departure,42,113_2_1
4_0_4,19860,Arrival,7,918_4_0
3_1_3,19860,Departure,20,305_3_1
1_1_1,19860,Departure,47,111_1_1
3_0_3,19860,Departure,35,316_3_0
4_1_4,19860,Departure,2,305_4_1
3_0_1,19860,Arrival,59,208_3_0
2_0_5,19860,Departure,20,113_2_0
1_0_1,19860,Departure,97,113_1_0
3_0_5,19860,Departure,0,105_3_0
3_0_2,19890,Arrival,45,305_3_0
1_1_2,19890,Departure,42,108_1_1
3_1_4,19890,Departure,10,310_3_1
2_0_2,19890,Departure,33,208_2_0
1_0_2,19890,Departure,19,110_1_0
1_1_4,19890,Arrival,18,103_1_1
1_0_4,19890,Arrival,7,105_1_0
2_0_3,19920,Arrival,33,206_2_0
4_1_2,19920,Arrival,25,909_4_1
4_0_4,19920,Departure,12,918_4_0
3_0_1,19920,Departure,84,208_3_0
1_1_5,19920,Arrival,2,101_1_1
1_0_3,19920,Arrival,3,108_1_0
4_1_1,19920,Arrival,111,919_4_1
1_1_3,19920,Arrival,26,105_1_1
4_0_1,19920,Arrival,121,921_4_0
2_1_1,19920,Arrival,60,208_2_1
3_0_2,19950,Departure,51,305_3_0
3_1_2,19950,Arrival,40,303_3_1
1_1_2,19950,Arrival,42,110_1_1
1_1_4,19950,Departure,31,103_1_1
1_0_2,19950,Arrival,19,111_1_0
1_0_4,19950,Departure,10,105_1_0
2_1_1,19980,Departure,57,208_2_1
4_1_2,19980,Departure,46,909_4_1
2_0_3,19980,Departure,46,206_2_0
4_1_1,19980,Departure,122,919_4_1
1_0_3,19980,Departure,6,108_1_0
2_0_5,19980,Arrival,20,213_2_0
1_1_3,19980,Departure,27,105_1_1
1_1_5,19980,Departure,16,101_1_1
4_0_4,19980,Arrival,12,108_4_0
1_0_5,19980,Departure,1,103_1_0
4_0_1,19980,Departure,205,921_4_0
1_1_2,20010,Departure,41,110_1_1
3_1_2,20010,Departure,44,303_3_1
1_0_2,20010,Departure,22,111_1_0
1_1_6,20010,Departure,1,101_1_1
1_0_6,20010,Departure,0,101_1_0
2_1_2,20010,Arrival,50,206_2_1
2_0_5,20040,Departure,31,213_2_0
2_1_1,20040,Arrival,57,113_2_1
2_0_1,20040,Arrival,92,113_2_0
4_0_4,20040,Departure,16,108_4_0
4_0_1,20040,Arrival,205,922_4_0
4_1_1,20040,Arrival,122,921_4_1
2_0_4,20070,Arrival,15,204_2_0
2_1_2,20070,Departure,51,206_2_1
4_0_1,20100,Departure,269,922_4_0
4_1_1,20100,Departure,126,921_4_1
3_0_3,20100,Arrival,35,310_3_0
2_1_1,20100,Departure,66,113_2_1
2_0_1,20100,Departure,77,113_2_0
4_1_2,20100,Arrival,46,108_4_1
4_0_2,20100,Arrival,62,305_4_0
2_1_3,20100,Arrival,59,204_2_1
2_0_4,20130,Departure,34,204_2_0
2_1_3,20160,Departure,58,204_2_1
1_1_1,20160,Arrival,47,113_1_1
3_1_3,20160,Arrival,20,105_3_1
4_0_2,20160,Departure,75,305_4_0
2_1_5,20160,Arrival,42,210_2_1
3_0_3,20160,Departure,41,310_3_0
4_0_3,20160,Arrival,40,913_4_0
4_1_2,20160,Departure,54,108_4_1
1_0_1,20160,Arrival,97,116_1_0
2_0_2,20190,Arrival,33,210_2_0
1_0_2,20190,Arrival,22,113_1_0
1_1_2,20190,Arrival,41,111_1_1
2_1_1,20220,Arrival,66,213_2_1
1_1_3,20220,Arrival,27,108_1_1
2_1_5,20220,Departure,61,210_2_1
4_1_2,20220,Arrival,54,918_4_1
4_0_2,20220,Arrival,75,919_4_0
2_0_1,20220,Arrival,77,214_2_0
4_0_5,20220,Departure,1,108_4_0
4_0_3,20220,Departure,67,913_4_0
1_0_3,20220,Arrival,6,110_1_0
3_1_3,20220,Departure,31,105_3_1
1_1_1,20220,Departure,57,113_1_1
1_0_1,20220,Departure,159,116_1_0
4_1_5,20220,Departure,0,108_4_1
3_0_4,20250,Arrival,12,316_3_0
3_1_4,20250,Arrival,10,305_3_1
2_0_2,20250,Departure,30,210_2_0
1_0_2,20250,Departure,17,113_1_0
1_1_2,20250,Departure,50,111_1_1
3_1_2,20250,Arrival,44,208_3_1
2_1_4,20250,Arrival,39,202_2_1
1_0_3,20280,Departure,12,110_1_0
4_1_4,20280,Arrival,2,913_4_1
1_1_5,20280,Arrival,16,103_1_1
3_0_1,20280,Arrival,84,116_3_0
4_1_2,20280,Departure,64,918_4_1
2_0_3,20280,Arrival,46,208_2_0
4_0_2,20280,Departure,89,919_4_0
2_0_1,20280,Departure,174,214_2_0
3_0_5,20280,Departure,11,303_3_0
1_0_5,20280,Arrival,1,105_1_0
3_1_1,20280,Arrival,93,116_3_1
3_1_5,20280,Arrival,5,310_3_1
1_1_3,20280,Departure,32,108_1_1
2_1_1,20280,Departure,73,213_2_1
1_0_4,20310,Arrival,10,108_1_0
3_1_2,20310,Departure,65,208_3_1
3_1_4,20310,Departure,13,305_3_1
1_1_6,20310,Arrival,1,101_1_1
3_0_6,20310,Departure,3,105_3_0
3_0_2,20310,Arrival,51,208_3_0
3_0_4,20310,Departure,27,316_3_0
3_1_6,20310,Departure,0,105_3_1
2_1_6,20310,Departure,3,113_2_1
2_1_4,20310,Departure,57,202_2_1
2_0_6,20310,Departure,1,113_2_0
1_1_4,20310,Arrival,31,105_1_1
1_0_3,20340,Arrival,12,111_1_0
1_1_5,20340,Departure,32,103_1_1
3_0_1,20340,Departure,83,116_3_0
2_0_3,20340,Departure,29,208_2_0
4_1_4,20340,Departure,6,913_4_1
1_0_5,20340,Departure,4,105_1_0
3_1_1,20340,Departure,95,116_3_1
3_1_5,20340,Departure,13,310_3_1
1_1_3,20340,Arrival,32,110_1_1
3_0_3,20340,Arrival,41,305_3_0
3_0_2,20370,Departure,57,208_3_0
1_0_6,20370,Departure,0,103_1_0
1_1_6,20370,Departure,12,101_1_1
2_0_4,20370,Arrival,34,206_2_0
1_0_4,20370,Departure,8,108_1_0
1_1_4,20370,Departure,31,105_1_1
2_1_2,20370,Arrival,51,208_2_1
1_0_3,20400,Departure,18,111_1_0
3_0_3,20400,Departure,37,305_3_0
3_1_3,20400,Arrival,31,303_3_1
1_1_3,20400,Departure,38,110_1_1
4_1_5,20400,Departure,1,305_4_1
4_0_5,20400,Arrival,1,918_4_0
1_0_7,20400,Departure,1,101_1_0
1_1_7,20400,Departure,0,101_1_1
2_1_2,20430,Departure,52,208_2_1
2_0_6,20430,Arrival,1,213_2_0
2_0_4,20430,Departure,46,206_2_0
4_1_3,20460,Arrival,24,909_4_1
4_0_2,20460,Arrival,89,921_4_0
4_0_5,20460,Departure,9,918_4_0
3_1_3,20460,Departure,34,303_3_1
2_1_3,20460,Arrival,58,206_2_1
4_1_2,20460,Arrival,64,919_4_1
2_1_2,20490,Arrival,52,113_2_1
2_0_6,20490,Departure,10,213_2_0
2_0_2,20490,Arrival,30,113_2_0
2_1_3,20520,Departure,60,206_2_1
2_1_1,20520,Arrival,73,214_2_1
2_0_1,20520,Arrival,174,216_2_0
4_0_1,20520,Arrival,269,925_4_0
2_0_5,20520,Arrival,31,204_2_0
4_1_1,20520,Arrival,126,922_4_1
4_1_2,20520,Departure,78,919_4_1
4_0_5,20520,Arrival,9,108_4_0
4_0_2,20520,Departure,102,921_4_0
4_1_3,20520,Departure,45,909_4_1
1_1_2,20550,Arrival,50,113_1_1
2_1_4,20550,Arrival,57,204_2_1
3_0_4,20550,Arrival,27,310_3_0
2_0_2,20550,Departure,32,113_2_0
1_0_2,20550,Arrival,17,116_1_0
2_1_2,20550,Departure,52,113_2_1
1_0_1,20580,Arrival,159,119_1_0
2_0_5,20580,Departure,51,204_2_0
2_1_1,20580,Departure,83,214_2_1
2_0_1,20580,Departure,283,216_2_0
4_0_5,20580,Departure,17,108_4_0
4_1_2,20580,Arrival,78,921_4_1
4_1_1,20580,Departure,143,922_4_1
1_0_3,20580,Arrival,18,113_1_0
1_1_3,20580,Arrival,38,111_1_1
1_1_1,20580,Arrival,57,116_1_1
4_0_1,20580,Departure,363,925_4_0
4_0_2,20580,Arrival,102,922_4_0
1_0_2,20610,Departure,40,116_1_0
1_1_2,20610,Departure,55,113_1_1
3_0_4,20610,Departure,35,310_3_0
2_1_6,20610,Arrival,3,210_2_1
1_0_4,20610,Arrival,8,110_1_0
1_1_4,20610,Arrival,31,108_1_1
3_1_4,20610,Arrival,13,105_3_1
2_1_4,20610,Departure,55,204_2_1
1_1_3,20640,Departure,40,111_1_1
1_0_1,20640,Departure,270,119_1_0
1_0_3,20640,Departure,15,113_1_0
1_1_1,20640,Departure,63,116_1_1
4_1_2,20640,Departure,80,921_4_1
4_1_3,20640,Arrival,45,108_4_1
4_0_2,20640,Departure,101,922_4_0
4_0_3,20640,Arrival,67,305_4_0
2_0_3,20640,Arrival,29,210_2_0
3_1_4,20670,Departure,25,105_3_1
2_1_2,20670,Arrival,52,213_2_1
2_0_2,20670,Arrival,32,214_2_0
1_1_6,20670,Arrival,12,103_1_1
2_1_6,20670,Departure,23,210_2_1
3_0_6,20670,Arrival,3,303_3_0
1_1_4,20670,Departure,33,108_1_1
1_0_4,20670,Departure,26,110_1_0
1_0_5,20700,Arrival,4,108_1_0
3_1_3,20700,Arrival,34,208_3_1
3_0_5,20700,Arrival,11,316_3_0
4_0_1,20700,Arrival,363,926_4_0
3_1_5,20700,Arrival,13,305_3_1
2_1_5,20700,Arrival,61,202_2_1
1_0_7,20700,Arrival,1,103_1_0
1_1_5,20700,Arrival,32,105_1_1
4_1_3,20700,Departure,46,108_4_1
4_0_4,20700,Arrival,16,913_4_0
4_1_1,20700,Arrival,143,925_4_1
2_0_3,20700,Departure,27,210_2_0
4_0_3,20700,Departure,75,305_4_0
2_0_2,20730,Departure,37,214_2_0
1_0_4,20730,Arrival,26,111_1_0
2_1_2,20730,Departure,63,213_2_1
2_0_4,20730,Arrival,46,208_2_0
1_1_6,20730,Departure,28,103_1_1
3_0_6,20730,Departure,11,303_3_0
1_0_6,20730,Departure,5,105_1_0
3_0_2,20730,Arrival,57,116_3_0
1_1_4,20730,Arrival,33,110_1_1
3_1_2,20730,Arrival,65,116_3_1
2_1_7,20760,Departure,8,113_2_1
4_0_4,20760,Departure,29,913_4_0
4_0_1,20760,Departure,431,926_4_0
3_0_5,20760,Departure,26,316_3_0
1_0_7,20760,Departure,2,103_1_0
3_1_5,20760,Departure,15,305_3_1
3_0_7,20760,Departure,2,105_3_0
1_1_5,20760,Departure,31,105_1_1
4_1_6,20760,Departure,5,108_4_1
4_0_6,20760,Departure,0,108_4_0
2_0_7,20760,Departure,2,113_2_0
3_1_7,20760,Departure,0,105_3_1
4_1_3,20760,Arrival,46,918_4_1
1_1_7,20760,Departure,7,101_1_1
4_1_1,20760,Departure,153,925_4_1
3_0_3,20760,Arrival,37,208_3_0
4_0_3,20760,Arrival,75,919_4_0
1_0_5,20760,Departure,4,108_1_0
2_1_5,20760,Departure,75,202_2_1
3_1_3,20760,Departure,65,208_3_1
2_0_4,20790,Departure,26,208_2_0
3_0_4,20790,Arrival,35,305_3_0
3_0_2,20790,Departure,53,116_3_0
1_1_8,20790,Departure,1,101_1_1
1_0_4,20790,Departure,32,111_1_0
1_0_8,20790,Departure,0,101_1_0
3_1_6,20790,Departure,9,310_3_1
3_1_2,20790,Departure,62,116_3_1
1_1_4,20790,Departure,37,110_1_1
4_0_3,20820,Departure,82,919_4_0
3_0_3,20820,Departure,45,208_3_0
4_1_5,20820,Arrival,1,913_4_1
2_0_5,20820,Arrival,51,206_2_0
4_1_3,20820,Departure,53,918_4_1
2_1_3,20820,Arrival,60,208_2_1
3_0_4,20850,Departure,44,305_3_0
3_1_4,20850,Arrival,25,303_3_1
4_1_6,20880,Arrival,5,305_4_1
2_0_7,20880,Arrival,2,213_2_0
2_0_5,20880,Departure,65,206_2_0
2_1_3,20880,Departure,54,208_2_1
4_1_5,20880,Departure,4,913_4_1
2_1_4,20910,Arrival,55,206_2_1
3_1_4,20910,Departure,28,303_3_1
2_0_3,20940,Arrival,27,113_2_0
1_0_3,20940,Arrival,15,116_1_0
2_1_3,20940,Arrival,54,113_2_1
1_1_3,20940,Arrival,40,113_1_1
4_1_6,20940,Departure,8,305_4_1
2_0_7,20940,Departure,9,213_2_0
1_1_4,20970,Arrival,37,111_1_1
2_0_6,20970,Arrival,10,204_2_0
1_0_2,20970,Arrival,40,119_1_0
2_1_2,20970,Arrival,63,214_2_1
1_1_2,20970,Arrival,55,116_1_1
2_0_2,20970,Arrival,37,216_2_0
1_0_4,20970,Arrival,32,113_1_0
2_1_4,20970,Departure,54,206_2_1
4_1_4,21000,Arrival,6,909_4_1
4_1_1,21000,Arrival,153,926_4_1
2_0_1,21000,Arrival,283,219_2_0
2_1_3,21000,Departure,63,113_2_1
1_0_3,21000,Departure,27,116_1_0
2_1_1,21000,Arrival,83,216_2_1
4_0_3,21000,Arrival,82,921_4_0
4_0_1,21000,Arrival,431,928_4_0
1_1_5,21000,Arrival,31,108_1_1
3_0_1,21000,Arrival,83,321_3_0
4_1_3,21000,Arrival,53,919_4_1
3_0_5,21000,Arrival,26,310_3_0
1_1_3,21000,Departure,42,113_1_1
2_1_5,21000,Arrival,75,204_2_1
4_0_6,21000,Departure,5,918_4_0
2_0_3,21000,Departure,27,113_2_0
3_1_1,21000,Arrival,95,316_3_1
1_0_5,21000,Arrival,4,110_1_0
1_0_4,21030,Departure,24,113_1_0
2_0_2,21030,Departure,47,216_2_0
1_0_2,21030,Departure,45,119_1_0
2_0_6,21030,Departure,24,204_2_0
1_1_2,21030,Departure,60,116_1_1
2_1_2,21030,Departure,69,214_2_1
1_1_4,21030,Departure,50,111_1_1
4_1_1,21060,Departure,156,926_4_1
4_1_2,21060,Arrival,80,922_4_1
4_0_2,21060,Arrival,101,925_4_0
1_0_5,21060,Departure,17,110_1_0
4_0_3,21060,Departure,96,921_4_0
2_1_1,21060,Departure,84,216_2_1
3_1_1,21060,Departure,105,316_3_1
2_0_1,21060,Departure,404,219_2_0
2_1_7,21060,Arrival,8,210_2_1
4_1_4,21060,Departure,26,909_4_1
1_0_7,21060,Arrival,2,105_1_0
1_1_5,21060,Departure,42,108_1_1
1_1_7,21060,Arrival,7,103_1_1
4_0_6,21060,Arrival,5,108_4_0
3_0_5,21060,Departure,45,310_3_0
4_0_1,21060,Departure,543,928_4_0
4_1_3,21060,Departure,61,919_4_1
3_1_5,21060,Arrival,15,105_3_1
3_0_1,21060,Departure,177,321_3_0
1_0_1,21060,Arrival,270,122_1_0
1_1_1,21060,Arrival,63,119_1_1
2_1_5,21060,Departure,70,204_2_1
2_0_4,21090,Arrival,26,210_2_0
1_1_6,21090,Arrival,28,105_1_1
1_0_6,21090,Arrival,5,108_1_0
1_1_8,21090,Arrival,1,101_1_1
4_0_3,21120,Arrival,96,922_4_0
1_1_7,21120,Departure,27,103_1_1
4_1_3,21120,Arrival,61,921_4_1
3_1_5,21120,Departure,22,105_3_1
1_0_5,21120,Arrival,17,111_1_0
2_1_7,21120,Departure,34,210_2_1
4_0_2,21120,Departure,107,925_4_0
2_0_3,21120,Arrival,27,214_2_0
2_1_3,21120,Arrival,63,213_2_1
1_0_1,21120,Departure,397,122_1_0
4_1_2,21120,Departure,98,922_4_1
4_0_6,21120,Departure,9,108_4_0
1_1_1,21120,Departure,65,119_1_1
1_1_5,21120,Arrival,42,110_1_1
1_0_7,21120,Departure,2,105_1_0
3_0_7,21120,Arrival,2,303_3_0
2_1_6,21150,Arrival,23,202_2_1
1_0_8,21150,Departure,5,103_1_0
3_0_6,21150,Arrival,11,316_3_0
1_0_6,21150,Departure,6,108_1_0
3_1_6,21150,Arrival,9,305_3_1
2_0_4,21150,Departure,22,210_2_0
3_1_4,21150,Arrival,28,208_3_1
1_1_6,21150,Departure,28,105_1_1
1_1_8,21150,Departure,10,101_1_1
3_1_3,21180,Arrival,65,116_3_1
2_1_3,21180,Departure,68,213_2_1
4_1_4,21180,Arrival,26,108_4_1
3_0_3,21180,Arrival,45,116_3_0
1_1_5,21180,Departure,43,110_1_1
3_0_7,21180,Departure,14,303_3_0
2_0_5,21180,Arrival,65,208_2_0
4_0_3,21180,Departure,88,922_4_0
4_1_3,21180,Departure,66,921_4_1
2_0_3,21180,Departure,34,214_2_0
1_0_5,21180,Departure,24,111_1_0
4_0_4,21180,Arrival,29,305_4_0
1_1_9,21180,Departure,1,101_1_1
1_0_9,21180,Departure,0,101_1_0
3_0_6,21210,Departure,18,316_3_0
2_1_8,21210,Departure,5,113_2_1
3_1_4,21210,Departure,67,208_3_1
3_1_8,21210,Departure,3,105_3_1
3_0_8,21210,Departure,0,105_3_0
3_0_4,21210,Arrival,44,208_3_0
2_1_6,21210,Departure,39,202_2_1
3_1_6,21210,Departure,25,305_3_1
2_0_8,21210,Departure,0,113_2_0
3_1_7,21240,Departure,6,310_3_1
3_0_3,21240,Departure,42,116_3_0
2_0_5,21240,Departure,43,208_2_0
4_1_4,21240,Departure,30,108_4_1
3_0_5,21240,Arrival,45,305_3_0
4_0_2,21240,Arrival,107,926_4_0
4_1_2,21240,Arrival,98,925_4_1
4_0_4,21240,Departure,32,305_4_0
4_0_5,21240,Arrival,17,913_4_0
3_1_3,21240,Departure,63,116_3_1
2_0_6,21270,Arrival,24,206_2_0
3_0_4,21270,Departure,42,208_3_0
2_1_4,21270,Arrival,54,208_2_1
3_1_5,21300,Arrival,22,303_3_1
4_0_7,21300,Departure,3,108_4_0
3_0_5,21300,Departure,50,305_3_0
4_1_2,21300,Departure,101,925_4_1
4_1_4,21300,Arrival,30,918_4_1
4_0_5,21300,Departure,33,913_4_0
4_0_2,21300,Departure,115,926_4_0
4_0_4,21300,Arrival,32,919_4_0
4_1_7,21300,Departure,0,108_4_1
2_1_4,21330,Departure,50,208_2_1
1_1_4,21330,Arrival,50,113_1_1
2_0_6,21330,Departure,37,206_2_0
1_0_4,21330,Arrival,24,116_1_0
1_1_3,21360,Arrival,42,116_1_1
4_1_6,21360,Arrival,8,913_4_1
2_1_5,21360,Arrival,70,206_2_1
1_0_5,21360,Arrival,24,113_1_0
4_1_4,21360,Departure,41,918_4_1
1_0_3,21360,Arrival,27,119_1_0
3_1_5,21360,Departure,26,303_3_1
1_1_5,21360,Arrival,43,111_1_1
4_0_4,21360,Departure,39,919_4_0
1_0_6,21390,Arrival,6,110_1_0
1_1_4,21390,Departure,63,113_1_1
2_0_4,21390,Arrival,22,113_2_0
1_0_4,21390,Departure,36,116_1_0
1_1_6,21390,Arrival,28,108_1_1
2_0_8,21390,Departure,2,213_2_0
2_1_4,21390,Arrival,50,113_2_1
2_1_3,21420,Arrival,68,214_2_1
1_1_3,21420,Departure,44,116_1_1
1_1_5,21420,Departure,54,111_1_1
1_0_5,21420,Departure,18,113_1_0
2_1_5,21420,Departure,70,206_2_1
2_0_3,21420,Arrival,34,216_2_0
1_0_3,21420,Departure,40,119_1_0
2_0_7,21420,Arrival,9,204_2_0
4_1_6,21420,Departure,10,913_4_1
1_1_2,21450,Arrival,60,119_1_1
3_0_2,21450,Arrival,53,321_3_0
1_0_6,21450,Departure,18,110_1_0
3_0_6,21450,Arrival,18,310_3_0
2_1_4,21450,Departure,51,113_2_1
3_1_2,21450,Arrival,62,316_3_1
2_1_6,21450,Arrival,39,204_2_1
2_0_4,21450,Departure,20,113_2_0
2_1_2,21450,Arrival,69,216_2_1
2_0_2,21450,Arrival,47,219_2_0
1_1_6,21450,Departure,33,108_1_1
1_1_8,21450,Arrival,10,103_1_1
1_0_2,21450,Arrival,45,122_1_0
1_0_8,21450,Arrival,5,105_1_0
2_0_3,21480,Departure,54,216_2_0
1_0_7,21480,Arrival,2,108_1_0
