passenger_id,trajectory_type,trajectory_time,trajectory_platform
34788,Boarding,25860,111_1_0
34788,Exit,26460,116_1_0
17985,Boarding,24240,105_1_0
17985,Transfer,25680,116_1_0
17985,Boarding,25740,116_3_0
17985,Exit,26460,321_3_0
44954,Boarding,25320,113_1_0
44954,Transfer,25680,116_1_0
44954,Boarding,25740,116_3_0
44954,Exit,26460,321_3_0
25941,Boarding,24540,108_4_0
25941,Exit,26460,921_4_0
200514,Boarding,25620,913_4_0
200514,Exit,26460,921_4_0
200513,Boarding,25620,913_4_0
200513,Exit,26460,921_4_0
200519,Boarding,25620,913_4_0
200519,Exit,26460,921_4_0
153596,Boarding,26100,305_4_0
153596,Exit,26460,921_4_0
213838,Boarding,26220,919_4_0
213838,Exit,26460,921_4_0
6422,Boarding,22350,101_1_0
6422,Transfer,23490,108_1_0
6422,Boarding,23460,108_4_0
6422,Exit,26460,928_4_0
20017,Boarding,23070,105_1_0
20017,Transfer,23490,108_1_0
20017,Boarding,23460,108_4_0
20017,Exit,26460,928_4_0
201260,Boarding,24540,913_4_0
201260,Exit,26460,928_4_0
221333,Boarding,25380,921_4_0
221333,Exit,26460,928_4_0
221339,Boarding,25380,921_4_0
221339,Exit,26460,928_4_0
234625,Boarding,25980,925_4_0
234625,Exit,26460,928_4_0
234630,Boarding,25980,925_4_0
234630,Exit,26460,928_4_0
234631,Boarding,25980,925_4_0
234631,Exit,26460,928_4_0
241483,Boarding,26160,926_4_0
241483,Exit,26460,928_4_0
241481,Boarding,26160,926_4_0
241481,Exit,26460,928_4_0
25211,Boarding,25080,108_4_1
25211,Exit,26460,909_4_1
109977,Boarding,25620,210_2_1
109977,Exit,26460,204_2_1
109978,Boarding,25620,210_2_1
109978,Exit,26460,204_2_1
109979,Boarding,25620,210_2_1
109979,Exit,26460,204_2_1
109974,Boarding,25620,210_2_1
109974,Exit,26460,204_2_1
109976,Boarding,25620,210_2_1
109976,Exit,26460,204_2_1
82931,Boarding,26160,202_2_1
82931,Exit,26460,204_2_1
82934,Boarding,26160,202_2_1
82934,Exit,26460,204_2_1
82933,Boarding,26160,202_2_1
82933,Exit,26460,204_2_1
82932,Boarding,26160,202_2_1
82932,Exit,26460,204_2_1
82937,Boarding,26160,202_2_1
82937,Exit,26460,204_2_1
82943,Boarding,26160,202_2_1
82943,Exit,26460,204_2_1
7542,Boarding,25020,103_1_1
7542,Exit,26460,113_1_1
14439,Boarding,25440,105_1_1
14439,Exit,26460,113_1_1
34592,Boarding,26100,111_1_1
34592,Exit,26460,113_1_1
26511,Boarding,23460,108_4_1
26511,Exit,26460,926_4_1
194365,Boarding,24840,909_4_1
194365,Exit,26460,926_4_1
207675,Boarding,25140,918_4_1
207675,Exit,26460,926_4_1
214397,Boarding,25380,919_4_1
214397,Exit,26460,926_4_1
221177,Boarding,25500,921_4_1
221177,Exit,26460,926_4_1
227798,Boarding,25980,922_4_1
227798,Exit,26460,926_4_1
227801,Boarding,25980,922_4_1
227801,Exit,26460,926_4_1
227797,Boarding,25980,922_4_1
227797,Exit,26460,926_4_1
227802,Boarding,25980,922_4_1
227802,Exit,26460,926_4_1
234444,Boarding,26160,925_4_1
234444,Exit,26460,926_4_1
234458,Boarding,26160,925_4_1
234458,Exit,26460,926_4_1
104176,Boarding,25380,208_2_1
104176,Exit,26460,216_2_1
104183,Boarding,25380,208_2_1
104183,Exit,26460,216_2_1
117651,Boarding,25680,213_2_1
117651,Exit,26460,216_2_1
124309,Boarding,25980,214_2_1
124309,Exit,26460,216_2_1
14441,Boarding,25410,105_1_0
14441,Exit,26490,113_1_0
21145,Boarding,25830,108_1_0
21145,Exit,26490,113_1_0
21149,Boarding,25830,108_1_0
21149,Exit,26490,113_1_0
27768,Boarding,26130,110_1_0
27768,Exit,26490,113_1_0
27771,Boarding,26130,110_1_0
27771,Exit,26490,113_1_0
34604,Boarding,26250,111_1_0
34604,Exit,26490,113_1_0
34600,Boarding,26250,111_1_0
34600,Exit,26490,113_1_0
21326,Boarding,25350,108_1_1
21326,Exit,26490,116_1_1
27951,Boarding,25470,110_1_1
27951,Exit,26490,116_1_1
41555,Boarding,26070,113_1_1
41555,Exit,26490,116_1_1
41556,Boarding,26070,113_1_1
41556,Exit,26490,116_1_1
48491,Boarding,26070,116_1_0
48491,Exit,26490,119_1_0
20961,Boarding,26130,108_1_1
20961,Exit,26490,111_1_1
27600,Boarding,26250,110_1_1
27600,Exit,26490,111_1_1
154901,Boarding,25740,310_3_1
154901,Exit,26520,105_3_1
154904,Boarding,25740,310_3_1
154904,Exit,26520,105_3_1
148275,Boarding,26160,305_3_1
148275,Exit,26520,105_3_1
26,Boarding,25800,101_1_1
26,Exit,26520,103_1_1
36480,Boarding,25860,111_1_0
36480,Transfer,26100,113_1_0
36480,Boarding,26160,113_2_1
36480,Exit,26520,210_2_1
194016,Boarding,25380,909_4_1
194016,Exit,26520,922_4_1
194017,Boarding,25380,909_4_1
194017,Exit,26520,922_4_1
194022,Boarding,25380,909_4_1
194022,Exit,26520,922_4_1
26126,Boarding,25560,108_4_1
26126,Exit,26520,922_4_1
207315,Boarding,25680,918_4_1
207315,Exit,26520,922_4_1
207314,Boarding,25680,918_4_1
207314,Exit,26520,922_4_1
214012,Boarding,25920,919_4_1
214012,Exit,26520,922_4_1
214017,Boarding,25920,919_4_1
214017,Exit,26520,922_4_1
214016,Boarding,25920,919_4_1
214016,Exit,26520,922_4_1
202018,Boarding,26400,918_4_0
202018,Exit,26520,108_4_0
200875,Boarding,25080,913_4_0
200875,Exit,26520,925_4_0
153967,Boarding,25560,305_4_0
153967,Exit,26520,925_4_0
214227,Boarding,25680,919_4_0
214227,Exit,26520,925_4_0
214223,Boarding,25680,919_4_0
214223,Exit,26520,925_4_0
6993,Boarding,25800,103_1_1
6993,Exit,26520,108_1_1
6996,Boarding,25800,103_1_1
6996,Exit,26520,108_1_1
6998,Boarding,25800,103_1_1
6998,Exit,26520,108_1_1
6997,Boarding,25800,103_1_1
6997,Exit,26520,108_1_1
13861,Boarding,26220,105_1_1
13861,Exit,26520,108_1_1
6815,Boarding,26160,103_1_0
6815,Exit,26520,105_1_0
6818,Boarding,26160,103_1_0
6818,Exit,26520,105_1_0
6814,Boarding,26160,103_1_0
6814,Exit,26520,105_1_0
6816,Boarding,26160,103_1_0
6816,Exit,26520,105_1_0
117255,Boarding,24990,213_2_0
117255,Exit,26550,210_2_0
117254,Boarding,24990,213_2_0
117254,Exit,26550,210_2_0
90168,Boarding,25530,204_2_0
90168,Exit,26550,210_2_0
90167,Boarding,25530,204_2_0
90167,Exit,26550,210_2_0
90172,Boarding,25530,204_2_0
90172,Exit,26550,210_2_0
96766,Boarding,25830,206_2_0
96766,Exit,26550,210_2_0
96760,Boarding,25830,206_2_0
96760,Exit,26550,210_2_0
96763,Boarding,25830,206_2_0
96763,Exit,26550,210_2_0
144111,Boarding,24780,303_3_0
144111,Transfer,26220,208_3_0
144111,Boarding,26190,208_2_0
144111,Exit,26550,210_2_0
193832,Boarding,25920,909_4_1
193832,Exit,26580,921_4_1
207144,Boarding,26220,918_4_1
207144,Exit,26580,921_4_1
207149,Boarding,26220,918_4_1
207149,Exit,26580,921_4_1
213841,Boarding,26460,919_4_1
213841,Exit,26580,921_4_1
213844,Boarding,26460,919_4_1
213844,Exit,26580,921_4_1
14999,Boarding,24240,105_1_0
14999,Exit,26580,122_1_0
156158,Boarding,24660,310_3_0
156158,Transfer,25740,116_3_0
156158,Boarding,25680,116_1_0
156158,Exit,26580,122_1_0
95675,Boarding,24930,206_2_0
95675,Transfer,25290,208_2_0
95675,Boarding,25320,208_3_0
95675,Transfer,25740,116_3_0
95675,Boarding,25680,116_1_0
95675,Exit,26580,122_1_0
48707,Boarding,25680,116_1_0
48707,Exit,26580,122_1_0
48709,Boarding,25680,116_1_0
48709,Exit,26580,122_1_0
48708,Boarding,25680,116_1_0
48708,Exit,26580,122_1_0
48711,Boarding,25680,116_1_0
48711,Exit,26580,122_1_0
55274,Boarding,26100,119_1_0
55274,Exit,26580,122_1_0
55273,Boarding,26100,119_1_0
55273,Exit,26580,122_1_0
55280,Boarding,26100,119_1_0
55280,Exit,26580,122_1_0
97142,Boarding,25380,206_2_0
97142,Exit,26580,214_2_0
97138,Boarding,25380,206_2_0
97138,Exit,26580,214_2_0
110684,Boarding,26100,210_2_0
110684,Exit,26580,214_2_0
110687,Boarding,26100,210_2_0
110687,Exit,26580,214_2_0
41744,Boarding,25680,113_1_1
41744,Exit,26580,119_1_1
160456,Boarding,25740,310_3_1
160456,Transfer,26160,305_3_1
160456,Boarding,26100,305_4_0
160456,Exit,26580,922_4_0
153765,Boarding,26100,305_4_0
153765,Exit,26580,922_4_0
153763,Boarding,26100,305_4_0
153763,Exit,26580,922_4_0
153766,Boarding,26100,305_4_0
153766,Exit,26580,922_4_0
153761,Boarding,26100,305_4_0
153761,Exit,26580,922_4_0
214014,Boarding,26220,919_4_0
214014,Exit,26580,922_4_0
220787,Boarding,26460,921_4_0
220787,Exit,26580,922_4_0
10433,Boarding,25440,103_1_0
10433,Transfer,25800,105_1_0
10433,Boarding,26160,105_3_0
10433,Exit,26580,303_3_0
83721,Boarding,25260,202_2_1
83721,Exit,26580,213_2_1
96964,Boarding,25920,206_2_1
96964,Exit,26580,213_2_1
96965,Boarding,25920,206_2_1
96965,Exit,26580,213_2_1
103820,Boarding,26280,208_2_1
103820,Exit,26580,213_2_1
6995,Boarding,25830,103_1_0
6995,Exit,26610,108_1_0
158619,Boarding,26190,310_3_1
158619,Exit,26610,305_3_1
145428,Boarding,26130,303_3_0
145428,Exit,26610,316_3_0
145427,Boarding,26130,303_3_0
145427,Exit,26610,316_3_0
145430,Boarding,26130,303_3_0
145430,Exit,26610,316_3_0
145827,Boarding,23430,303_3_0
145827,Exit,26610,325_3_0
159130,Boarding,24210,310_3_0
159130,Exit,26610,325_3_0
172545,Boarding,26010,321_3_0
172545,Exit,26610,325_3_0
172543,Boarding,26010,321_3_0
172543,Exit,26610,325_3_0
172537,Boarding,26010,321_3_0
172537,Exit,26610,325_3_0
172542,Boarding,26010,321_3_0
172542,Exit,26610,325_3_0
172544,Boarding,26010,321_3_0
172544,Exit,26610,325_3_0
172541,Boarding,26010,321_3_0
172541,Exit,26610,325_3_0
157265,Boarding,25290,310_3_1
157265,Exit,26610,208_3_1
157261,Boarding,25290,310_3_1
157261,Exit,26610,208_3_1
150688,Boarding,25710,305_3_1
150688,Exit,26610,208_3_1
150690,Boarding,25710,305_3_1
150690,Exit,26610,208_3_1
16151,Boarding,26070,105_3_1
16151,Exit,26610,208_3_1
16149,Boarding,26070,105_3_1
16149,Exit,26610,208_3_1
16155,Boarding,26070,105_3_1
16155,Exit,26610,208_3_1
28934,Boarding,25350,110_1_0
28934,Transfer,25710,113_1_0
28934,Boarding,25710,113_2_1
28934,Exit,26610,202_2_1
28933,Boarding,25350,110_1_0
28933,Transfer,25710,113_1_0
28933,Boarding,25710,113_2_1
28933,Exit,26610,202_2_1
28937,Boarding,25350,110_1_0
28937,Transfer,25710,113_1_0
28937,Boarding,25710,113_2_1
28937,Exit,26610,202_2_1
35724,Boarding,25470,111_1_0
35724,Transfer,25710,113_1_0
35724,Boarding,25710,113_2_1
35724,Exit,26610,202_2_1
35723,Boarding,25470,111_1_0
35723,Transfer,25710,113_1_0
35723,Boarding,25710,113_2_1
35723,Exit,26610,202_2_1
109801,Boarding,26070,210_2_1
109801,Exit,26610,202_2_1
109800,Boarding,26070,210_2_1
109800,Exit,26610,202_2_1
109796,Boarding,26070,210_2_1
109796,Exit,26610,202_2_1
155784,Boarding,24840,310_3_1
155784,Exit,26640,116_3_1
142462,Boarding,25860,303_3_1
142462,Exit,26640,116_3_1
102070,Boarding,26160,208_3_1
102070,Exit,26640,116_3_1
102074,Boarding,26160,208_3_1
102074,Exit,26640,116_3_1
148440,Boarding,25260,305_4_1
148440,Exit,26640,108_4_1
188611,Boarding,26460,909_4_1
188611,Exit,26640,108_4_1
188614,Boarding,26460,909_4_1
188614,Exit,26640,108_4_1
188621,Boarding,26460,909_4_1
188621,Exit,26640,108_4_1
188619,Boarding,26460,909_4_1
188619,Exit,26640,108_4_1
188618,Boarding,26460,909_4_1
188618,Exit,26640,108_4_1
573,Boarding,25440,101_1_1
573,Exit,26640,110_1_1
7178,Boarding,25800,103_1_1
7178,Exit,26640,110_1_1
20754,Boarding,26520,108_1_1
20754,Exit,26640,110_1_1
205437,Boarding,25320,918_4_0
205437,Exit,26640,305_4_0
205434,Boarding,25320,918_4_0
205434,Exit,26640,305_4_0
198854,Boarding,26160,913_4_0
198854,Exit,26640,305_4_0
198853,Boarding,26160,913_4_0
198853,Exit,26640,305_4_0
142459,Boarding,24780,303_3_0
142459,Exit,26640,116_3_0
155787,Boarding,25560,310_3_0
155787,Exit,26640,116_3_0
155789,Boarding,25560,310_3_0
155789,Exit,26640,116_3_0
155788,Boarding,25560,310_3_0
155788,Exit,26640,116_3_0
196050,Boarding,25080,913_4_0
196050,Transfer,25560,305_4_0
196050,Boarding,25800,305_3_0
196050,Exit,26640,116_3_0
149186,Boarding,25800,305_3_0
149186,Exit,26640,116_3_0
149188,Boarding,25800,305_3_0
149188,Exit,26640,116_3_0
88722,Boarding,25530,204_2_0
88722,Transfer,26190,208_2_0
88722,Boarding,26220,208_3_0
88722,Exit,26640,116_3_0
88720,Boarding,25530,204_2_0
88720,Transfer,26190,208_2_0
88720,Boarding,26220,208_3_0
88720,Exit,26640,116_3_0
88721,Boarding,25530,204_2_0
88721,Transfer,26190,208_2_0
88721,Boarding,26220,208_3_0
88721,Exit,26640,116_3_0
95315,Boarding,25830,206_2_0
95315,Transfer,26190,208_2_0
95315,Boarding,26220,208_3_0
95315,Exit,26640,116_3_0
95316,Boarding,25830,206_2_0
95316,Transfer,26190,208_2_0
95316,Boarding,26220,208_3_0
95316,Exit,26640,116_3_0
43115,Boarding,25260,113_2_0
43115,Exit,26640,208_2_0
43116,Boarding,25260,113_2_0
43116,Exit,26640,208_2_0
117065,Boarding,25440,213_2_0
117065,Exit,26640,208_2_0
89979,Boarding,25980,204_2_0
89979,Exit,26640,208_2_0
89981,Boarding,25980,204_2_0
89981,Exit,26640,208_2_0
89978,Boarding,25980,204_2_0
89978,Exit,26640,208_2_0
89980,Boarding,25980,204_2_0
89980,Exit,26640,208_2_0
96596,Boarding,26280,206_2_0
96596,Exit,26640,208_2_0
96599,Boarding,26280,206_2_0
96599,Exit,26640,208_2_0
96601,Boarding,26280,206_2_0
96601,Exit,26640,208_2_0
96603,Boarding,26280,206_2_0
96603,Exit,26640,208_2_0
96604,Boarding,26280,206_2_0
96604,Exit,26640,208_2_0
27598,Boarding,26520,110_1_0
27598,Exit,26640,111_1_0
27601,Boarding,26520,110_1_0
27601,Exit,26640,111_1_0
164121,Boarding,25710,316_3_0
164121,Exit,26670,208_3_0
164127,Boarding,25710,316_3_0
164127,Exit,26670,208_3_0
197526,Boarding,25620,913_4_0
197526,Transfer,26100,305_4_0
197526,Boarding,26250,305_3_0
197526,Exit,26670,208_3_0
197529,Boarding,25620,913_4_0
197529,Transfer,26100,305_4_0
197529,Boarding,26250,305_3_0
197529,Exit,26670,208_3_0
197528,Boarding,25620,913_4_0
197528,Transfer,26100,305_4_0
197528,Boarding,26250,305_3_0
197528,Exit,26670,208_3_0
28537,Boarding,24570,110_1_0
28537,Exit,26670,125_1_0
28539,Boarding,24570,110_1_0
28539,Exit,26670,125_1_0
143009,Boarding,23430,303_3_0
143009,Transfer,25290,116_3_0
143009,Boarding,25290,116_1_0
143009,Exit,26670,125_1_0
95870,Boarding,24480,206_2_0
95870,Transfer,24840,208_2_0
95870,Boarding,24870,208_3_0
95870,Transfer,25290,116_3_0
95870,Boarding,25290,116_1_0
95870,Exit,26670,125_1_0
25,Boarding,25950,101_1_1
25,Exit,26670,103_1_1
1480,Boarding,23490,101_1_1
1480,Exit,26670,122_1_1
35320,Boarding,24540,111_1_1
35320,Exit,26700,125_1_1
62278,Boarding,26280,122_1_1
62278,Exit,26700,125_1_1
206744,Boarding,25860,918_4_0
206744,Exit,26700,913_4_0
25398,Boarding,25980,108_4_0
25398,Exit,26700,913_4_0
25396,Boarding,25980,108_4_0
25396,Exit,26700,913_4_0
145054,Boarding,25680,303_3_0
145054,Exit,26700,305_3_0
145057,Boarding,25680,303_3_0
145057,Exit,26700,305_3_0
158616,Boarding,26460,310_3_0
158616,Exit,26700,305_3_0
158618,Boarding,26460,310_3_0
158618,Exit,26700,305_3_0
26314,Boarding,25560,108_4_1
26314,Exit,26700,925_4_1
207481,Boarding,25680,918_4_1
207481,Exit,26700,925_4_1
207476,Boarding,25680,918_4_1
207476,Exit,26700,925_4_1
214225,Boarding,25920,919_4_1
214225,Exit,26700,925_4_1
214224,Boarding,25920,919_4_1
214224,Exit,26700,925_4_1
214402,Boarding,25680,919_4_0
214402,Exit,26700,926_4_0
214399,Boarding,25680,919_4_0
214399,Exit,26700,926_4_0
214398,Boarding,25680,919_4_0
214398,Exit,26700,926_4_0
214395,Boarding,25680,919_4_0
214395,Exit,26700,926_4_0
221175,Boarding,25920,921_4_0
221175,Exit,26700,926_4_0
221178,Boarding,25920,921_4_0
221178,Exit,26700,926_4_0
227800,Boarding,26040,922_4_0
227800,Exit,26700,926_4_0
227804,Boarding,26040,922_4_0
227804,Exit,26700,926_4_0
234450,Boarding,26520,925_4_0
234450,Exit,26700,926_4_0
234455,Boarding,26520,925_4_0
234455,Exit,26700,926_4_0
156523,Boarding,23760,310_3_0
156523,Transfer,24840,116_3_0
156523,Boarding,24900,116_1_0
156523,Exit,26700,128_1_0
156520,Boarding,23760,310_3_0
156520,Transfer,24840,116_3_0
156520,Boarding,24900,116_1_0
156520,Exit,26700,128_1_0
55621,Boarding,25320,119_1_0
55621,Exit,26700,128_1_0
62463,Boarding,25800,122_1_0
62463,Exit,26700,128_1_0
62457,Boarding,25800,122_1_0
62457,Exit,26700,128_1_0
62460,Boarding,25800,122_1_0
62460,Exit,26700,128_1_0
69232,Boarding,26280,125_1_0
69232,Exit,26700,128_1_0
69231,Boarding,26280,125_1_0
69231,Exit,26700,128_1_0
69233,Boarding,26280,125_1_0
69233,Exit,26700,128_1_0
116885,Boarding,25890,213_2_0
116885,Exit,26730,206_2_0
116883,Boarding,25890,213_2_0
116883,Exit,26730,206_2_0
89803,Boarding,26430,204_2_0
89803,Exit,26730,206_2_0
89806,Boarding,26430,204_2_0
89806,Exit,26730,206_2_0
89810,Boarding,26430,204_2_0
89810,Exit,26730,206_2_0
89807,Boarding,26430,204_2_0
89807,Exit,26730,206_2_0
89808,Boarding,26430,204_2_0
89808,Exit,26730,206_2_0
89809,Boarding,26430,204_2_0
89809,Exit,26730,206_2_0
89812,Boarding,26430,204_2_0
89812,Exit,26730,206_2_0
83316,Boarding,25710,202_2_1
83316,Exit,26730,208_2_1
83318,Boarding,25710,202_2_1
83318,Exit,26730,208_2_1
158429,Boarding,25740,310_3_1
158429,Exit,26760,303_3_1
158430,Boarding,25740,310_3_1
158430,Exit,26760,303_3_1
158425,Boarding,25740,310_3_1
158425,Exit,26760,303_3_1
198649,Boarding,25620,913_4_0
198649,Transfer,26100,305_4_0
198649,Boarding,26160,305_3_1
198649,Exit,26760,303_3_1
198646,Boarding,25620,913_4_0
198646,Transfer,26100,305_4_0
198646,Boarding,26160,305_3_1
198646,Exit,26760,303_3_1
198647,Boarding,25620,913_4_0
198647,Transfer,26100,305_4_0
198647,Boarding,26160,305_3_1
198647,Exit,26760,303_3_1
198645,Boarding,25620,913_4_0
198645,Transfer,26100,305_4_0
198645,Boarding,26160,305_3_1
198645,Exit,26760,303_3_1
153232,Boarding,25260,305_4_1
153232,Exit,26760,918_4_1
200144,Boarding,25740,913_4_1
200144,Exit,26760,918_4_1
200140,Boarding,25740,913_4_1
200140,Exit,26760,918_4_1
193448,Boarding,26460,909_4_1
193448,Exit,26760,918_4_1
193452,Boarding,26460,909_4_1
193452,Exit,26760,918_4_1
193455,Boarding,26460,909_4_1
193455,Exit,26760,918_4_1
206954,Boarding,25320,918_4_0
206954,Exit,26760,919_4_0
19094,Boarding,25020,105_1_0
19094,Transfer,25440,108_1_0
19094,Boarding,25440,108_4_0
19094,Exit,26760,919_4_0
200337,Boarding,26160,913_4_0
200337,Exit,26760,919_4_0
200338,Boarding,26160,913_4_0
200338,Exit,26760,919_4_0
200343,Boarding,26160,913_4_0
200343,Exit,26760,919_4_0
146765,Boarding,25230,303_3_0
146765,Transfer,26250,305_3_0
146765,Boarding,26640,305_4_0
146765,Exit,26760,919_4_0
29860,Boarding,26130,110_1_0
29860,Transfer,26490,113_1_0
29860,Boarding,26610,113_2_0
29860,Exit,26790,213_2_0
29859,Boarding,26130,110_1_0
29859,Transfer,26490,113_1_0
29859,Boarding,26610,113_2_0
29859,Exit,26790,213_2_0
29856,Boarding,26130,110_1_0
29856,Transfer,26490,113_1_0
29856,Boarding,26610,113_2_0
29856,Exit,26790,213_2_0
29857,Boarding,26130,110_1_0
29857,Transfer,26490,113_1_0
29857,Boarding,26610,113_2_0
29857,Exit,26790,213_2_0
36689,Boarding,26250,111_1_0
36689,Transfer,26490,113_1_0
36689,Boarding,26610,113_2_0
36689,Exit,26790,213_2_0
36682,Boarding,26250,111_1_0
36682,Transfer,26490,113_1_0
36682,Boarding,26610,113_2_0
36682,Exit,26790,213_2_0
43457,Boarding,26610,113_2_0
43457,Exit,26790,213_2_0
43455,Boarding,26610,113_2_0
43455,Exit,26790,213_2_0
43458,Boarding,26610,113_2_0
43458,Exit,26790,213_2_0
43456,Boarding,26610,113_2_0
43456,Exit,26790,213_2_0
110151,Boarding,25620,210_2_1
110151,Exit,26820,206_2_1
110152,Boarding,25620,210_2_1
110152,Exit,26820,206_2_1
110155,Boarding,25620,210_2_1
110155,Exit,26820,206_2_1
110150,Boarding,25620,210_2_1
110150,Exit,26820,206_2_1
110154,Boarding,25620,210_2_1
110154,Exit,26820,206_2_1
83136,Boarding,26160,202_2_1
83136,Exit,26820,206_2_1
199759,Boarding,23460,913_4_0
199759,Transfer,23940,305_4_0
199759,Boarding,24000,305_3_0
199759,Exit,26820,329_3_0
98863,Boarding,24030,206_2_0
98863,Transfer,24390,208_2_0
98863,Boarding,24420,208_3_0
98863,Exit,26820,329_3_0
18373,Boarding,23070,105_1_0
18373,Transfer,24510,116_1_0
18373,Boarding,24840,116_3_0
18373,Exit,26820,329_3_0
38565,Boarding,24300,111_1_0
38565,Transfer,24900,116_1_0
38565,Boarding,24840,116_3_0
38565,Exit,26820,329_3_0
172723,Boarding,25560,321_3_0
172723,Exit,26820,329_3_0
172724,Boarding,25560,321_3_0
172724,Exit,26820,329_3_0
179571,Boarding,26160,325_3_0
179571,Exit,26820,329_3_0
179567,Boarding,26160,325_3_0
179567,Exit,26820,329_3_0
6821,Boarding,26460,103_1_0
6821,Exit,26820,105_1_0
27,Boarding,26100,101_1_1
27,Exit,26820,103_1_1
33,Boarding,26460,101_1_1
33,Exit,26820,103_1_1
35,Boarding,26460,101_1_1
35,Exit,26820,103_1_1
7545,Boarding,25410,103_1_1
7545,Exit,26850,113_1_1
7544,Boarding,25410,103_1_1
7544,Exit,26850,113_1_1
21150,Boarding,26130,108_1_1
21150,Exit,26850,113_1_1
34603,Boarding,26490,111_1_1
34603,Exit,26850,113_1_1
115437,Boarding,24990,213_2_0
115437,Exit,26850,113_2_0
88546,Boarding,25530,204_2_0
88546,Exit,26850,113_2_0
95132,Boarding,25830,206_2_0
95132,Exit,26850,113_2_0
95135,Boarding,25830,206_2_0
95135,Exit,26850,113_2_0
108707,Boarding,26550,210_2_0
108707,Exit,26850,113_2_0
108697,Boarding,25170,210_2_1
108697,Exit,26850,113_2_1
108698,Boarding,25170,210_2_1
108698,Exit,26850,113_2_1
81896,Boarding,25710,202_2_1
81896,Exit,26850,113_2_1
81890,Boarding,25710,202_2_1
81890,Exit,26850,113_2_1
81893,Boarding,25710,202_2_1
81893,Exit,26850,113_2_1
81894,Boarding,25710,202_2_1
81894,Exit,26850,113_2_1
81892,Boarding,25710,202_2_1
81892,Exit,26850,113_2_1
88544,Boarding,26010,204_2_1
88544,Exit,26850,113_2_1
88550,Boarding,26010,204_2_1
88550,Exit,26850,113_2_1
95139,Boarding,26370,206_2_1
95139,Exit,26850,113_2_1
95138,Boarding,26370,206_2_1
95138,Exit,26850,113_2_1
14640,Boarding,25410,105_1_0
14640,Exit,26850,116_1_0
14647,Boarding,25410,105_1_0
14647,Exit,26850,116_1_0
14642,Boarding,25410,105_1_0
14642,Exit,26850,116_1_0
21323,Boarding,25830,108_1_0
21323,Exit,26850,116_1_0
21329,Boarding,25830,108_1_0
21329,Exit,26850,116_1_0
27950,Boarding,26130,110_1_0
27950,Exit,26850,116_1_0
27949,Boarding,26130,110_1_0
27949,Exit,26850,116_1_0
34795,Boarding,26250,111_1_0
34795,Exit,26850,116_1_0
97140,Boarding,25920,206_2_1
97140,Exit,26880,214_2_1
740,Boarding,25440,101_1_1
740,Exit,26880,111_1_1
7357,Boarding,25800,103_1_1
7357,Exit,26880,111_1_1
7358,Boarding,25800,103_1_1
7358,Exit,26880,111_1_1
20957,Boarding,26520,108_1_1
20957,Exit,26880,111_1_1
20958,Boarding,26520,108_1_1
20958,Exit,26880,111_1_1
20956,Boarding,26520,108_1_1
20956,Exit,26880,111_1_1
20955,Boarding,26520,108_1_1
20955,Exit,26880,111_1_1
20962,Boarding,26520,108_1_1
20962,Exit,26880,111_1_1
27599,Boarding,26640,110_1_1
27599,Exit,26880,111_1_1
28132,Boarding,25740,110_1_0
28132,Exit,26880,119_1_0
28136,Boarding,25740,110_1_0
28136,Exit,26880,119_1_0
28135,Boarding,25740,110_1_0
28135,Exit,26880,119_1_0
34962,Boarding,25860,111_1_0
34962,Exit,26880,119_1_0
95506,Boarding,25380,206_2_0
95506,Transfer,25740,208_2_0
95506,Boarding,25770,208_3_0
95506,Transfer,26190,116_3_0
95506,Boarding,26460,116_1_0
95506,Exit,26880,119_1_0
95505,Boarding,25380,206_2_0
95505,Transfer,25740,208_2_0
95505,Boarding,25770,208_3_0
95505,Transfer,26190,116_3_0
95505,Boarding,26460,116_1_0
95505,Exit,26880,119_1_0
48493,Boarding,26460,116_1_0
48493,Exit,26880,119_1_0
48499,Boarding,26460,116_1_0
48499,Exit,26880,119_1_0
48497,Boarding,26460,116_1_0
48497,Exit,26880,119_1_0
48498,Boarding,26460,116_1_0
48498,Exit,26880,119_1_0
14437,Boarding,25800,105_1_0
14437,Exit,26880,113_1_0
21156,Boarding,26220,108_1_0
21156,Exit,26880,113_1_0
27774,Boarding,26520,110_1_0
27774,Exit,26880,113_1_0
27772,Boarding,26520,110_1_0
27772,Exit,26880,113_1_0
27773,Boarding,26520,110_1_0
27773,Exit,26880,113_1_0
34602,Boarding,26640,111_1_0
34602,Exit,26880,113_1_0
116707,Boarding,26340,213_2_0
116707,Exit,26880,204_2_0
116704,Boarding,26340,213_2_0
116704,Exit,26880,204_2_0
116703,Boarding,26340,213_2_0
116703,Exit,26880,204_2_0
14641,Boarding,25440,105_1_1
14641,Exit,26880,116_1_1
21325,Boarding,25740,108_1_1
21325,Exit,26880,116_1_1
27947,Boarding,25860,110_1_1
27947,Exit,26880,116_1_1
27948,Boarding,25860,110_1_1
27948,Exit,26880,116_1_1
34787,Boarding,26100,111_1_1
34787,Exit,26880,116_1_1
34789,Boarding,26100,111_1_1
34789,Exit,26880,116_1_1
110863,Boarding,26100,210_2_0
110863,Exit,26880,216_2_0
43807,Boarding,26400,113_2_0
43807,Exit,26880,216_2_0
43809,Boarding,26400,113_2_0
43809,Exit,26880,216_2_0
43812,Boarding,26400,113_2_0
43812,Exit,26880,216_2_0
