passenger_id,trajectory_type,trajectory_time,trajectory_platform
213846,Exit,27540,921_4_0
213853,Boarding,27300,919_4_0
213853,Exit,27540,921_4_0
213852,Boarding,27300,919_4_0
213852,Exit,27540,921_4_0
213847,Boarding,27300,919_4_0
213847,Exit,27540,921_4_0
142464,Boarding,25680,303_3_0
142464,Exit,27540,116_3_0
142461,Boarding,25680,303_3_0
142461,Exit,27540,116_3_0
196052,Boarding,26160,913_4_0
196052,Transfer,26640,305_4_0
196052,Boarding,26700,305_3_0
196052,Exit,27540,116_3_0
196053,Boarding,26160,913_4_0
196053,Transfer,26640,305_4_0
196053,Boarding,26700,305_3_0
196053,Exit,27540,116_3_0
196051,Boarding,26160,913_4_0
196051,Transfer,26640,305_4_0
196051,Boarding,26700,305_3_0
196051,Exit,27540,116_3_0
196055,Boarding,26160,913_4_0
196055,Transfer,26640,305_4_0
196055,Boarding,26700,305_3_0
196055,Exit,27540,116_3_0
196057,Boarding,26160,913_4_0
196057,Transfer,26640,305_4_0
196057,Boarding,26700,305_3_0
196057,Exit,27540,116_3_0
88723,Boarding,26430,204_2_0
88723,Transfer,27090,208_2_0
88723,Boarding,27120,208_3_0
88723,Exit,27540,116_3_0
88728,Boarding,26430,204_2_0
88728,Transfer,27090,208_2_0
88728,Boarding,27120,208_3_0
88728,Exit,27540,116_3_0
95324,Boarding,26730,206_2_0
95324,Transfer,27090,208_2_0
95324,Boarding,27120,208_3_0
95324,Exit,27540,116_3_0
95321,Boarding,26730,206_2_0
95321,Transfer,27090,208_2_0
95321,Boarding,27120,208_3_0
95321,Exit,27540,116_3_0
95323,Boarding,26730,206_2_0
95323,Transfer,27090,208_2_0
95323,Boarding,27120,208_3_0
95323,Exit,27540,116_3_0
221,Boarding,26400,101_1_1
221,Exit,27540,105_1_1
217,Boarding,26760,101_1_1
217,Exit,27540,105_1_1
224,Boarding,26760,101_1_1
224,Exit,27540,105_1_1
4993,Boarding,25080,101_1_0
4993,Transfer,26220,108_1_0
4993,Boarding,26160,108_4_1
4993,Exit,27540,909_4_1
18554,Boarding,25800,105_1_0
18554,Transfer,26220,108_1_0
18554,Boarding,26160,108_4_1
18554,Exit,27540,909_4_1
18549,Boarding,25800,105_1_0
18549,Transfer,26220,108_1_0
18549,Boarding,26160,108_4_1
18549,Exit,27540,909_4_1
18550,Boarding,25800,105_1_0
18550,Transfer,26220,108_1_0
18550,Boarding,26160,108_4_1
18550,Exit,27540,909_4_1
193637,Boarding,27000,909_4_1
193637,Exit,27540,919_4_1
206969,Boarding,27300,918_4_1
206969,Exit,27540,919_4_1
206967,Boarding,27300,918_4_1
206967,Exit,27540,919_4_1
206963,Boarding,27300,918_4_1
206963,Exit,27540,919_4_1
14063,Boarding,26820,105_1_0
14063,Exit,27540,110_1_0
14060,Boarding,26820,105_1_0
14060,Exit,27540,110_1_0
155786,Boarding,25740,310_3_1
155786,Exit,27540,116_3_1
142472,Boarding,26760,303_3_1
142472,Exit,27540,116_3_1
7003,Boarding,26760,103_1_0
7003,Exit,27540,108_1_0
7000,Boarding,26760,103_1_0
7000,Exit,27540,108_1_0
7002,Boarding,26760,103_1_0
7002,Exit,27540,108_1_0
20018,Boarding,24240,105_1_0
20018,Transfer,24660,108_1_0
20018,Boarding,24900,108_4_0
20018,Exit,27540,928_4_0
26680,Boarding,24900,108_4_0
26680,Exit,27540,928_4_0
201268,Boarding,25620,913_4_0
201268,Exit,27540,928_4_0
201264,Boarding,25620,913_4_0
201264,Exit,27540,928_4_0
160998,Boarding,25290,310_3_1
160998,Transfer,25710,305_3_1
160998,Boarding,26100,305_4_0
160998,Exit,27540,928_4_0
160994,Boarding,25740,310_3_1
160994,Transfer,26160,305_3_1
160994,Boarding,26100,305_4_0
160994,Exit,27540,928_4_0
160997,Boarding,25740,310_3_1
160997,Transfer,26160,305_3_1
160997,Boarding,26100,305_4_0
160997,Exit,27540,928_4_0
160995,Boarding,25740,310_3_1
160995,Transfer,26160,305_3_1
160995,Boarding,26100,305_4_0
160995,Exit,27540,928_4_0
154316,Boarding,26100,305_4_0
154316,Exit,27540,928_4_0
154318,Boarding,26100,305_4_0
154318,Exit,27540,928_4_0
154321,Boarding,26100,305_4_0
154321,Exit,27540,928_4_0
214567,Boarding,26220,919_4_0
214567,Exit,27540,928_4_0
214569,Boarding,26220,919_4_0
214569,Exit,27540,928_4_0
221349,Boarding,26460,921_4_0
221349,Exit,27540,928_4_0
221355,Boarding,26460,921_4_0
221355,Exit,27540,928_4_0
221347,Boarding,26460,921_4_0
221347,Exit,27540,928_4_0
221346,Boarding,26460,921_4_0
221346,Exit,27540,928_4_0
234632,Boarding,27060,925_4_0
234632,Exit,27540,928_4_0
234638,Boarding,27060,925_4_0
234638,Exit,27540,928_4_0
234634,Boarding,27060,925_4_0
234634,Exit,27540,928_4_0
241489,Boarding,27240,926_4_0
241489,Exit,27540,928_4_0
154151,Boarding,24720,305_4_1
154151,Exit,27540,926_4_1
194367,Boarding,25920,909_4_1
194367,Exit,27540,926_4_1
194370,Boarding,25920,909_4_1
194370,Exit,27540,926_4_1
194368,Boarding,25920,909_4_1
194368,Exit,27540,926_4_1
207679,Boarding,26220,918_4_1
207679,Exit,27540,926_4_1
207678,Boarding,26220,918_4_1
207678,Exit,27540,926_4_1
207685,Boarding,26220,918_4_1
207685,Exit,27540,926_4_1
214407,Boarding,26460,919_4_1
214407,Exit,27540,926_4_1
227809,Boarding,27060,922_4_1
227809,Exit,27540,926_4_1
227811,Boarding,27060,922_4_1
227811,Exit,27540,926_4_1
227812,Boarding,27060,922_4_1
227812,Exit,27540,926_4_1
227807,Boarding,27060,922_4_1
227807,Exit,27540,926_4_1
13870,Boarding,27240,105_1_1
13870,Exit,27540,108_1_1
43118,Boarding,26160,113_2_0
43118,Exit,27540,208_2_0
117066,Boarding,26340,213_2_0
117066,Exit,27540,208_2_0
117075,Boarding,26340,213_2_0
117075,Exit,27540,208_2_0
117074,Boarding,26340,213_2_0
117074,Exit,27540,208_2_0
117078,Boarding,26340,213_2_0
117078,Exit,27540,208_2_0
89990,Boarding,26880,204_2_0
89990,Exit,27540,208_2_0
89992,Boarding,26880,204_2_0
89992,Exit,27540,208_2_0
89991,Boarding,26880,204_2_0
89991,Exit,27540,208_2_0
89986,Boarding,26880,204_2_0
89986,Exit,27540,208_2_0
89993,Boarding,26880,204_2_0
89993,Exit,27540,208_2_0
89989,Boarding,26880,204_2_0
89989,Exit,27540,208_2_0
96609,Boarding,27180,206_2_0
96609,Exit,27540,208_2_0
96606,Boarding,27180,206_2_0
96606,Exit,27540,208_2_0
96608,Boarding,27180,206_2_0
96608,Exit,27540,208_2_0
34,Boarding,26850,101_1_1
34,Exit,27570,103_1_1
37,Boarding,27210,101_1_1
37,Exit,27570,103_1_1
39,Boarding,27210,101_1_1
39,Exit,27570,103_1_1
6827,Boarding,27210,103_1_0
6827,Exit,27570,105_1_0
143957,Boarding,26130,303_3_0
143957,Exit,27570,208_3_0
143952,Boarding,26130,303_3_0
143952,Exit,27570,208_3_0
164131,Boarding,26610,316_3_0
164131,Exit,27570,208_3_0
157266,Boarding,26910,310_3_0
157266,Exit,27570,208_3_0
197533,Boarding,26700,913_4_0
197533,Transfer,27180,305_4_0
197533,Boarding,27150,305_3_0
197533,Exit,27570,208_3_0
197531,Boarding,26700,913_4_0
197531,Transfer,27180,305_4_0
197531,Boarding,27150,305_3_0
197531,Exit,27570,208_3_0
150700,Boarding,27150,305_3_0
150700,Exit,27570,208_3_0
150701,Boarding,27150,305_3_0
150701,Exit,27570,208_3_0
26313,Boarding,25440,108_4_0
26313,Exit,27600,925_4_0
147316,Boarding,25230,303_3_0
147316,Transfer,26250,305_3_0
147316,Boarding,26640,305_4_0
147316,Exit,27600,925_4_0
145061,Boarding,26580,303_3_0
145061,Exit,27600,305_3_0
165419,Boarding,27060,316_3_0
165419,Exit,27600,305_3_0
158623,Boarding,27360,310_3_0
158623,Exit,27600,305_3_0
158622,Boarding,27360,310_3_0
158622,Exit,27600,305_3_0
158627,Boarding,27360,310_3_0
158627,Exit,27600,305_3_0
158621,Boarding,27360,310_3_0
158621,Exit,27600,305_3_0
202023,Boarding,27480,918_4_0
202023,Exit,27600,108_4_0
7547,Boarding,26160,103_1_0
7547,Exit,27600,113_1_0
14444,Boarding,26520,105_1_0
14444,Exit,27600,113_1_0
27778,Boarding,27240,110_1_0
27778,Exit,27600,113_1_0
194021,Boarding,26460,909_4_1
194021,Exit,27600,922_4_1
194023,Boarding,26460,909_4_1
194023,Exit,27600,922_4_1
194024,Boarding,26460,909_4_1
194024,Exit,27600,922_4_1
194028,Boarding,26460,909_4_1
194028,Exit,27600,922_4_1
194025,Boarding,26460,909_4_1
194025,Exit,27600,922_4_1
194026,Boarding,26460,909_4_1
194026,Exit,27600,922_4_1
207321,Boarding,26760,918_4_1
207321,Exit,27600,922_4_1
207320,Boarding,26760,918_4_1
207320,Exit,27600,922_4_1
214024,Boarding,27000,919_4_1
214024,Exit,27600,922_4_1
214020,Boarding,27000,919_4_1
214020,Exit,27600,922_4_1
214022,Boarding,27000,919_4_1
214022,Exit,27600,922_4_1
214023,Boarding,27000,919_4_1
214023,Exit,27600,922_4_1
220792,Boarding,27120,921_4_1
220792,Exit,27600,922_4_1
220795,Boarding,27120,921_4_1
220795,Exit,27600,922_4_1
741,Boarding,25800,101_1_1
741,Exit,27600,111_1_1
742,Boarding,25800,101_1_1
742,Exit,27600,111_1_1
748,Boarding,26160,101_1_1
748,Exit,27600,111_1_1
27959,Boarding,26910,110_1_0
27959,Exit,27630,116_1_0
27958,Boarding,26910,110_1_0
27958,Exit,27630,116_1_0
27953,Boarding,26910,110_1_0
27953,Exit,27630,116_1_0
34797,Boarding,27030,111_1_0
34797,Exit,27630,116_1_0
21154,Boarding,26910,108_1_1
21154,Exit,27630,113_1_1
21155,Boarding,26910,108_1_1
21155,Exit,27630,113_1_1
21153,Boarding,26910,108_1_1
21153,Exit,27630,113_1_1
21151,Boarding,26910,108_1_1
21151,Exit,27630,113_1_1
21152,Boarding,26910,108_1_1
21152,Exit,27630,113_1_1
27776,Boarding,27030,110_1_1
27776,Exit,27630,113_1_1
34609,Boarding,27270,111_1_1
34609,Exit,27630,113_1_1
34611,Boarding,27270,111_1_1
34611,Exit,27630,113_1_1
34612,Boarding,27270,111_1_1
34612,Exit,27630,113_1_1
34610,Boarding,27270,111_1_1
34610,Exit,27630,113_1_1
89820,Boarding,27330,204_2_0
89820,Exit,27630,206_2_0
89821,Boarding,27330,204_2_0
89821,Exit,27630,206_2_0
89813,Boarding,27330,204_2_0
89813,Exit,27630,206_2_0
89814,Boarding,27330,204_2_0
89814,Exit,27630,206_2_0
110353,Boarding,26070,210_2_1
110353,Exit,27630,208_2_1
110349,Boarding,26070,210_2_1
110349,Exit,27630,208_2_1
110352,Boarding,26070,210_2_1
110352,Exit,27630,208_2_1
110356,Boarding,26070,210_2_1
110356,Exit,27630,208_2_1
83321,Boarding,26610,202_2_1
83321,Exit,27630,208_2_1
83322,Boarding,26610,202_2_1
83322,Exit,27630,208_2_1
200520,Boarding,26280,913_4_1
200520,Exit,27660,921_4_1
193836,Boarding,27000,909_4_1
193836,Exit,27660,921_4_1
193840,Boarding,27000,909_4_1
193840,Exit,27660,921_4_1
193839,Boarding,27000,909_4_1
193839,Exit,27660,921_4_1
193835,Boarding,27000,909_4_1
193835,Exit,27660,921_4_1
25950,Boarding,27180,108_4_1
25950,Exit,27660,921_4_1
213848,Boarding,27540,919_4_1
213848,Exit,27660,921_4_1
17264,Boarding,26160,105_3_1
17264,Exit,27660,303_3_1
158435,Boarding,26640,310_3_1
158435,Exit,27660,303_3_1
158434,Boarding,26640,310_3_1
158434,Exit,27660,303_3_1
158439,Boarding,26640,310_3_1
158439,Exit,27660,303_3_1
151800,Boarding,27060,305_3_1
151800,Exit,27660,303_3_1
19474,Boarding,25410,105_1_0
19474,Transfer,25830,108_1_0
19474,Boarding,25980,108_4_0
19474,Exit,27660,922_4_0
26129,Boarding,25980,108_4_0
26129,Exit,27660,922_4_0
26128,Boarding,25980,108_4_0
26128,Exit,27660,922_4_0
26127,Boarding,25980,108_4_0
26127,Exit,27660,922_4_0
26125,Boarding,25980,108_4_0
26125,Exit,27660,922_4_0
26124,Boarding,25980,108_4_0
26124,Exit,27660,922_4_0
200700,Boarding,26700,913_4_0
200700,Exit,27660,922_4_0
200697,Boarding,26700,913_4_0
200697,Exit,27660,922_4_0
160457,Boarding,26640,310_3_1
160457,Transfer,27060,305_3_1
160457,Boarding,27180,305_4_0
160457,Exit,27660,922_4_0
160461,Boarding,26640,310_3_1
160461,Transfer,27060,305_3_1
160461,Boarding,27180,305_4_0
160461,Exit,27660,922_4_0
160458,Boarding,26640,310_3_1
160458,Transfer,27060,305_3_1
160458,Boarding,27180,305_4_0
160458,Exit,27660,922_4_0
147148,Boarding,26130,303_3_0
147148,Transfer,27150,305_3_0
147148,Boarding,27180,305_4_0
147148,Exit,27660,922_4_0
147153,Boarding,26130,303_3_0
147153,Transfer,27150,305_3_0
147153,Boarding,27180,305_4_0
147153,Exit,27660,922_4_0
147149,Boarding,26130,303_3_0
147149,Transfer,27150,305_3_0
147149,Boarding,27180,305_4_0
147149,Exit,27660,922_4_0
147152,Boarding,26130,303_3_0
147152,Transfer,27150,305_3_0
147152,Boarding,27180,305_4_0
147152,Exit,27660,922_4_0
147159,Boarding,26130,303_3_0
147159,Transfer,27150,305_3_0
147159,Boarding,27180,305_4_0
147159,Exit,27660,922_4_0
214030,Boarding,27300,919_4_0
214030,Exit,27660,922_4_0
214028,Boarding,27300,919_4_0
214028,Exit,27660,922_4_0
214027,Boarding,27300,919_4_0
214027,Exit,27660,922_4_0
214026,Boarding,27300,919_4_0
214026,Exit,27660,922_4_0
214025,Boarding,27300,919_4_0
214025,Exit,27660,922_4_0
220794,Boarding,27540,921_4_0
220794,Exit,27660,922_4_0
220793,Boarding,27540,921_4_0
220793,Exit,27660,922_4_0
1100,Boarding,25440,101_1_1
1100,Exit,27660,116_1_1
1095,Boarding,25440,101_1_1
1095,Exit,27660,116_1_1
1094,Boarding,25440,101_1_1
1094,Exit,27660,116_1_1
7738,Boarding,25800,103_1_1
7738,Exit,27660,116_1_1
7730,Boarding,25800,103_1_1
7730,Exit,27660,116_1_1
7734,Boarding,25800,103_1_1
7734,Exit,27660,116_1_1
7736,Boarding,25800,103_1_1
7736,Exit,27660,116_1_1
7733,Boarding,25800,103_1_1
7733,Exit,27660,116_1_1
21331,Boarding,26520,108_1_1
21331,Exit,27660,116_1_1
21332,Boarding,26520,108_1_1
21332,Exit,27660,116_1_1
34796,Boarding,26880,111_1_1
34796,Exit,27660,116_1_1
41566,Boarding,27240,113_1_1
41566,Exit,27660,116_1_1
1299,Boarding,25080,101_1_0
1299,Exit,27660,119_1_0
28137,Boarding,26520,110_1_0
28137,Exit,27660,119_1_0
109051,Boarding,26550,210_2_0
109051,Transfer,26850,113_2_0
109051,Boarding,26880,113_1_0
109051,Exit,27660,119_1_0
155983,Boarding,26010,310_3_0
155983,Transfer,27090,116_3_0
155983,Boarding,27240,116_1_0
155983,Exit,27660,119_1_0
155976,Boarding,26010,310_3_0
155976,Transfer,27090,116_3_0
155976,Boarding,27240,116_1_0
155976,Exit,27660,119_1_0
155977,Boarding,26010,310_3_0
155977,Transfer,27090,116_3_0
155977,Boarding,27240,116_1_0
155977,Exit,27660,119_1_0
155973,Boarding,26010,310_3_0
155973,Transfer,27090,116_3_0
155973,Boarding,27240,116_1_0
155973,Exit,27660,119_1_0
88918,Boarding,25980,204_2_0
88918,Transfer,26640,208_2_0
88918,Boarding,26670,208_3_0
88918,Transfer,27090,116_3_0
88918,Boarding,27240,116_1_0
88918,Exit,27660,119_1_0
88914,Boarding,25980,204_2_0
88914,Transfer,26640,208_2_0
88914,Boarding,26670,208_3_0
88914,Transfer,27090,116_3_0
88914,Boarding,27240,116_1_0
88914,Exit,27660,119_1_0
88919,Boarding,25980,204_2_0
88919,Transfer,26640,208_2_0
88919,Boarding,26670,208_3_0
88919,Transfer,27090,116_3_0
88919,Boarding,27240,116_1_0
88919,Exit,27660,119_1_0
88915,Boarding,25980,204_2_0
88915,Transfer,26640,208_2_0
88915,Boarding,26670,208_3_0
88915,Transfer,27090,116_3_0
88915,Boarding,27240,116_1_0
88915,Exit,27660,119_1_0
88917,Boarding,25980,204_2_0
88917,Transfer,26640,208_2_0
88917,Boarding,26670,208_3_0
88917,Transfer,27090,116_3_0
88917,Boarding,27240,116_1_0
88917,Exit,27660,119_1_0
95504,Boarding,26280,206_2_0
95504,Transfer,26640,208_2_0
95504,Boarding,26670,208_3_0
95504,Transfer,27090,116_3_0
95504,Boarding,27240,116_1_0
95504,Exit,27660,119_1_0
574,Boarding,26100,101_1_1
574,Exit,27660,110_1_1
576,Boarding,26100,101_1_1
576,Exit,27660,110_1_1
7363,Boarding,26460,103_1_0
7363,Exit,27660,111_1_0
407,Boarding,26610,101_1_1
407,Exit,27690,108_1_1
7001,Boarding,26970,103_1_1
7001,Exit,27690,108_1_1
13868,Boarding,27390,105_1_1
13868,Exit,27690,108_1_1
13874,Boarding,27390,105_1_1
13874,Exit,27690,108_1_1
6826,Boarding,27270,103_1_1
6826,Exit,27690,105_1_1
20758,Boarding,27390,108_1_0
20758,Exit,27690,110_1_0
152523,Boarding,24360,305_3_1
152523,Exit,27720,325_3_1
152526,Boarding,24360,305_3_1
152526,Exit,27720,325_3_1
152524,Boarding,24360,305_3_1
152524,Exit,27720,325_3_1
105487,Boarding,25260,208_3_1
105487,Exit,27720,325_3_1
105488,Boarding,25260,208_3_1
105488,Exit,27720,325_3_1
105495,Boarding,25260,208_3_1
105495,Exit,27720,325_3_1
165948,Boarding,26460,316_3_1
165948,Exit,27720,325_3_1
165950,Boarding,26460,316_3_1
165950,Exit,27720,325_3_1
172547,Boarding,27060,321_3_1
172547,Exit,27720,325_3_1
220,Boarding,27000,101_1_0
220,Exit,27720,105_1_0
172725,Boarding,26460,321_3_0
172725,Exit,27720,329_3_0
172730,Boarding,26460,321_3_0
172730,Exit,27720,329_3_0
172726,Boarding,26460,321_3_0
172726,Exit,27720,329_3_0
179577,Boarding,27060,325_3_0
179577,Exit,27720,329_3_0
179587,Boarding,27060,325_3_0
179587,Exit,27720,329_3_0
179580,Boarding,27060,325_3_0
179580,Exit,27720,329_3_0
205449,Boarding,26400,918_4_0
205449,Exit,27720,305_4_0
198860,Boarding,27240,913_4_0
198860,Exit,27720,305_4_0
148444,Boarding,26340,305_4_1
148444,Exit,27720,108_4_1
188626,Boarding,27540,909_4_1
188626,Exit,27720,108_4_1
188625,Boarding,27540,909_4_1
188625,Exit,27720,108_4_1
29304,Boarding,25740,110_1_0
29304,Transfer,26100,113_1_0
29304,Boarding,26160,113_2_1
29304,Exit,27720,206_2_1
29307,Boarding,25740,110_1_0
29307,Transfer,26100,113_1_0
29307,Boarding,26160,113_2_1
29307,Exit,27720,206_2_1
36141,Boarding,25860,111_1_0
36141,Transfer,26100,113_1_0
36141,Boarding,26160,113_2_1
36141,Exit,27720,206_2_1
110157,Boarding,26520,210_2_1
110157,Exit,27720,206_2_1
110158,Boarding,26520,210_2_1
110158,Exit,27720,206_2_1
110165,Boarding,26520,210_2_1
110165,Exit,27720,206_2_1
110164,Boarding,26520,210_2_1
110164,Exit,27720,206_2_1
110162,Boarding,26520,210_2_1
110162,Exit,27720,206_2_1
83143,Boarding,27060,202_2_1
83143,Exit,27720,206_2_1
83142,Boarding,27060,202_2_1
83142,Exit,27720,206_2_1
83145,Boarding,27060,202_2_1
83145,Exit,27720,206_2_1
83146,Boarding,27060,202_2_1
83146,Exit,27720,206_2_1
83148,Boarding,27060,202_2_1
83148,Exit,27720,206_2_1
83149,Boarding,27060,202_2_1
83149,Exit,27720,206_2_1
115443,Boarding,25890,213_2_0
115443,Exit,27750,113_2_0
115438,Boarding,25890,213_2_0
115438,Exit,27750,113_2_0
95140,Boarding,26730,206_2_0
95140,Exit,27750,113_2_0
95137,Boarding,26730,206_2_0
95137,Exit,27750,113_2_0
101914,Boarding,27090,208_2_0
101914,Exit,27750,113_2_0
101911,Boarding,27090,208_2_0
101911,Exit,27750,113_2_0
108699,Boarding,26070,210_2_1
108699,Exit,27750,113_2_1
108703,Boarding,26070,210_2_1
108703,Exit,27750,113_2_1
81904,Boarding,26610,202_2_1
81904,Exit,27750,113_2_1
95144,Boarding,27270,206_2_1
95144,Exit,27750,113_2_1
95143,Boarding,27270,206_2_1
95143,Exit,27750,113_2_1
101915,Boarding,27630,208_2_1
101915,Exit,27750,113_2_1
27775,Boarding,27390,110_1_0
27775,Exit,27750,113_1_0
34608,Boarding,27510,111_1_0
34608,Exit,27750,113_1_0
34607,Boarding,27510,111_1_0
34607,Exit,27750,113_1_0
14257,Boarding,27090,105_1_1
14257,Exit,27750,111_1_1
27602,Boarding,27510,110_1_1
27602,Exit,27750,111_1_1
15004,Boarding,25410,105_1_0
15004,Exit,27750,122_1_0
21704,Boarding,25830,108_1_0
21704,Exit,27750,122_1_0
28330,Boarding,26130,110_1_0
28330,Exit,27750,122_1_0
28329,Boarding,26130,110_1_0
28329,Exit,27750,122_1_0
28333,Boarding,26130,110_1_0
28333,Exit,27750,122_1_0
142842,Boarding,24780,303_3_0
142842,Transfer,26640,116_3_0
142842,Boarding,26850,116_1_0
142842,Exit,27750,122_1_0
156163,Boarding,25560,310_3_0
156163,Transfer,26640,116_3_0
156163,Boarding,26850,116_1_0
156163,Exit,27750,122_1_0
89088,Boarding,25530,204_2_0
89088,Transfer,26190,208_2_0
89088,Boarding,26220,208_3_0
89088,Transfer,26640,116_3_0
89088,Boarding,26850,116_1_0
89088,Exit,27750,122_1_0
55288,Boarding,27270,119_1_0
55288,Exit,27750,122_1_0
55290,Boarding,27270,119_1_0
55290,Exit,27750,122_1_0
55291,Boarding,27270,119_1_0
55291,Exit,27750,122_1_0
7922,Boarding,25410,103_1_1
7922,Exit,27750,119_1_1
7924,Boarding,25410,103_1_1
7924,Exit,27750,119_1_1
7926,Boarding,25410,103_1_1
7926,Exit,27750,119_1_1
7920,Boarding,25410,103_1_1
7920,Exit,27750,119_1_1
28139,Boarding,26250,110_1_1
28139,Exit,27750,119_1_1
34966,Boarding,26490,111_1_1
34966,Exit,27750,119_1_1
34965,Boarding,26490,111_1_1
34965,Exit,27750,119_1_1
153970,Boarding,25260,305_4_1
153970,Exit,27780,925_4_1
200876,Boarding,25740,913_4_1
200876,Exit,27780,925_4_1
200879,Boarding,25740,913_4_1
200879,Exit,27780,925_4_1
194183,Boarding,26460,909_4_1
194183,Exit,27780,925_4_1
194184,Boarding,26460,909_4_1
194184,Exit,27780,925_4_1
194185,Boarding,26460,909_4_1
194185,Exit,27780,925_4_1
207490,Boarding,26760,918_4_1
207490,Exit,27780,925_4_1
207489,Boarding,26760,918_4_1
207489,Exit,27780,925_4_1
207484,Boarding,26760,918_4_1
207484,Exit,27780,925_4_1
207486,Boarding,26760,918_4_1
207486,Exit,27780,925_4_1
214229,Boarding,27000,919_4_1
214229,Exit,27780,925_4_1
214231,Boarding,27000,919_4_1
214231,Exit,27780,925_4_1
220973,Boarding,27120,921_4_1
220973,Exit,27780,925_4_1
220976,Boarding,27120,921_4_1
220976,Exit,27780,925_4_1
227623,Boarding,27600,922_4_1
227623,Exit,27780,925_4_1
227620,Boarding,27600,922_4_1
227620,Exit,27780,925_4_1
227622,Boarding,27600,922_4_1
227622,Exit,27780,925_4_1
227621,Boarding,27600,922_4_1
227621,Exit,27780,925_4_1
227624,Boarding,27600,922_4_1
227624,Exit,27780,925_4_1
206749,Boarding,26940,918_4_0
206749,Exit,27780,913_4_0
206750,Boarding,26940,918_4_0
206750,Exit,27780,913_4_0
110689,Boarding,25620,210_2_1
110689,Exit,27780,214_2_1
110685,Boarding,25620,210_2_1
110685,Exit,27780,214_2_1
110686,Boarding,25620,210_2_1
110686,Exit,27780,214_2_1
83905,Boarding,26160,202_2_1
83905,Exit,27780,214_2_1
83906,Boarding,26160,202_2_1
83906,Exit,27780,214_2_1
97147,Boarding,26820,206_2_1
97147,Exit,27780,214_2_1
104008,Boarding,27180,208_2_1
104008,Exit,27780,214_2_1
207676,Boarding,25320,918_4_0
207676,Exit,27780,926_4_0
201069,Boarding,26160,913_4_0
201069,Exit,27780,926_4_0
201065,Boarding,26160,913_4_0
201065,Exit,27780,926_4_0
201062,Boarding,26160,913_4_0
201062,Exit,27780,926_4_0
201063,Boarding,26160,913_4_0
201063,Exit,27780,926_4_0
201061,Boarding,26160,913_4_0
201061,Exit,27780,926_4_0
147516,Boarding,25680,303_3_0
147516,Transfer,26700,305_3_0
147516,Boarding,26640,305_4_0
147516,Exit,27780,926_4_0
147517,Boarding,25680,303_3_0
147517,Transfer,26700,305_3_0
147517,Boarding,26640,305_4_0
147517,Exit,27780,926_4_0
154155,Boarding,26640,305_4_0
154155,Exit,27780,926_4_0
154156,Boarding,26640,305_4_0
154156,Exit,27780,926_4_0
214405,Boarding,26760,919_4_0
214405,Exit,27780,926_4_0
214403,Boarding,26760,919_4_0
214403,Exit,27780,926_4_0
214406,Boarding,26760,919_4_0
214406,Exit,27780,926_4_0
214404,Boarding,26760,919_4_0
214404,Exit,27780,926_4_0
221185,Boarding,27000,921_4_0
221185,Exit,27780,926_4_0
221181,Boarding,27000,921_4_0
221181,Exit,27780,926_4_0
221180,Boarding,27000,921_4_0
221180,Exit,27780,926_4_0
227816,Boarding,27120,922_4_0
227816,Exit,27780,926_4_0
234463,Boarding,27600,925_4_0
234463,Exit,27780,926_4_0
234464,Boarding,27600,925_4_0
234464,Exit,27780,926_4_0
234466,Boarding,27600,925_4_0
234466,Exit,27780,926_4_0
234461,Boarding,27600,925_4_0
234461,Exit,27780,926_4_0
234459,Boarding,27600,925_4_0
234459,Exit,27780,926_4_0
16873,Boarding,24240,105_1_0
16873,Transfer,25320,113_1_0
16873,Boarding,25260,113_2_0
16873,Exit,27780,216_2_0
37059,Boarding,25080,111_1_0
37059,Transfer,25320,113_1_0
37059,Boarding,25260,113_2_0
37059,Exit,27780,216_2_0
37057,Boarding,25080,111_1_0
37057,Transfer,25320,113_1_0
37057,Boarding,25260,113_2_0
37057,Exit,27780,216_2_0
117652,Boarding,25440,213_2_0
117652,Exit,27780,216_2_0
90713,Boarding,25980,204_2_0
90713,Exit,27780,216_2_0
97360,Boarding,26280,206_2_0
97360,Exit,27780,216_2_0
97368,Boarding,26280,206_2_0
97368,Exit,27780,216_2_0
97364,Boarding,26280,206_2_0
97364,Exit,27780,216_2_0
23569,Boarding,26610,108_1_0
23569,Transfer,27270,113_1_0
23569,Boarding,27300,113_2_0
23569,Exit,27780,216_2_0
30248,Boarding,26910,110_1_0
30248,Transfer,27270,113_1_0
30248,Boarding,27300,113_2_0
30248,Exit,27780,216_2_0
37070,Boarding,27030,111_1_0
37070,Transfer,27270,113_1_0
37070,Boarding,27300,113_2_0
37070,Exit,27780,216_2_0
124326,Boarding,27480,214_2_0
124326,Exit,27780,216_2_0
10820,Boarding,26160,103_1_0
10820,Transfer,26520,105_1_0
10820,Boarding,26610,105_3_0
10820,Exit,27810,310_3_0
145226,Boarding,27030,303_3_0
145226,Exit,27810,310_3_0
165589,Boarding,27510,316_3_0
165589,Exit,27810,310_3_0
117830,Boarding,24990,213_2_0
117830,Exit,27810,219_2_0
117829,Boarding,24990,213_2_0
117829,Exit,27810,219_2_0
90901,Boarding,25530,204_2_0
90901,Exit,27810,219_2_0
90902,Boarding,25530,204_2_0
90902,Exit,27810,219_2_0
97558,Boarding,25830,206_2_0
97558,Exit,27810,219_2_0
97557,Boarding,25830,206_2_0
97557,Exit,27810,219_2_0
97559,Boarding,25830,206_2_0
