passenger_id,boarding_platform,left_behind_times
141351,303_3_1,0
146758,303_3_1,0
147307,303_3_1,0
142452,303_3_1,0
146025,303_3_1,0
142653,303_3_1,0
145418,303_3_1,0
146395,303_3_1,0
142453,303_3_1,0
146217,303_3_1,0
144857,303_3_1,0
146026,303_3_1,0
145417,303_3_1,0
147510,303_3_1,0
146755,303_3_1,0
145218,303_3_1,0
65215,122_1_0,0
66044,122_1_0,0
61522,122_1_0,0
66960,122_1_0,0
61312,122_1_0,0
63547,122_1_0,0
60947,122_1_0,0
64870,122_1_0,0
61902,122_1_0,0
62084,122_1_0,0
61711,122_1_0,0
66782,122_1_0,0
63729,122_1_0,0
62640,122_1_0,0
62639,122_1_0,0
64480,122_1_0,0
56741,119_1_1,0
18915,105_1_0,0
17604,105_1_0,0
12561,103_1_1,0
7352,103_1_1,0
12929,103_1_1,0
10260,103_1_1,0
13099,103_1_1,0
7538,103_1_1,0
12218,103_1_1,0
11211,103_1_1,0
11011,103_1_1,0
7725,103_1_1,0
11415,103_1_1,0
11212,103_1_1,0
9641,103_1_1,0
10050,103_1_1,0
10259,103_1_1,0
114868,213_2_0,0
115970,213_2_0,0
115435,213_2_0,0
115807,213_2_0,0
115249,213_2_0,0
114270,213_2_0,0
119869,213_2_0,0
115250,213_2_0,0
115050,213_2_0,0
120439,213_2_0,0
115051,213_2_0,0
114664,213_2_0,0
115433,213_2_0,0
94949,206_2_1,0
94244,206_2_1,0
25209,108_4_1,0
20937,108_4_1,0
183978,329_3_0,0
181971,329_3_0,0
182902,329_3_0,0
183618,329_3_0,0
181973,329_3_0,0
181605,329_3_0,0
183103,329_3_0,0
187142,329_3_0,0
183280,329_3_0,0
186222,329_3_0,0
184525,329_3_0,0
181402,329_3_0,0
184338,329_3_0,0
183802,329_3_0,0
183617,329_3_0,0
183801,329_3_0,0
185299,329_3_0,0
183456,329_3_0,0
184729,329_3_0,0
187673,329_3_0,0
181792,329_3_0,0
186959,329_3_0,0
185653,329_3_0,0
181403,329_3_0,0
13851,105_1_1,0
176421,325_3_1,0
177328,325_3_1,0
177327,325_3_1,0
175237,325_3_1,0
180526,325_3_1,0
179378,325_3_1,0
180525,325_3_1,0
179962,325_3_1,0
159844,305_4_0,0
160447,305_4_0,0
148066,305_4_0,0
153960,305_4_0,0
150682,305_4_0,0
150508,305_4_0,0
150130,305_4_0,0
149940,305_4_0,0
150505,305_4_0,0
152127,305_4_0,0
153959,305_4_0,0
3709,101_1_1,0
1828,101_1_1,0
2777,101_1_1,0
907,101_1_1,0
4627,101_1_1,0
3710,101_1_1,0
395,101_1_1,0
4265,101_1_1,0
6089,101_1_1,0
4087,101_1_1,0
3900,101_1_1,0
209,101_1_1,0
3899,101_1_1,0
2957,101_1_1,0
10612,103_1_0,0
35317,111_1_0,0
39508,111_1_0,0
38005,111_1_0,0
37630,111_1_0,0
6422,101_1_0,0
1646,101_1_0,0
3902,101_1_0,0
29852,113_2_0,0
43447,113_2_0,0
43287,113_2_0,0
46765,113_2_0,0
41547,113_2_0,0
46020,113_2_0,0
40427,113_2_0,0
46961,113_2_0,0
31617,110_1_1,0
29116,110_1_1,0
28929,110_1_1,0
30412,110_1_1,0
30411,110_1_1,0
29299,110_1_1,0
29117,113_2_1,0
29688,113_2_1,0
229071,925_4_1,0
229635,925_4_1,0
233007,925_4_1,0
229637,925_4_1,0
231509,925_4_1,0
234621,925_4_1,0
230745,925_4_1,0
229636,925_4_1,0
233006,925_4_1,0
198240,913_4_0,0
197347,913_4_0,0
199012,913_4_0,0
199013,913_4_0,0
197874,913_4_0,0
199945,913_4_0,0
199758,913_4_0,0
199015,913_4_0,0
199200,913_4_0,0
196048,913_4_0,0
197873,913_4_0,0
198242,913_4_0,0
196976,913_4_0,0
198459,913_4_0,0
195677,913_4_0,0
198846,913_4_0,0
60745,122_1_1,0
67135,122_1_1,0
60948,122_1_1,0
66601,122_1_1,0
62451,122_1_1,0
66213,122_1_1,0
123760,214_2_1,0
122306,214_2_1,0
125577,214_2_1,0
126090,214_2_1,0
124488,214_2_1,0
121212,214_2_1,0
123041,214_2_1,0
125016,214_2_1,0
125198,214_2_1,0
125400,214_2_1,0
122846,214_2_1,0
121211,214_2_1,0
124651,214_2_1,0
123576,214_2_1,0
126088,214_2_1,0
26506,108_4_1,0
73721,125_1_0,0
70963,125_1_0,0
71718,125_1_0,0
68490,125_1_0,0
71312,125_1_0,0
67706,125_1_0,0
68489,125_1_0,0
67705,125_1_0,0
68121,125_1_0,0
68858,125_1_0,0
71147,125_1_0,0
71717,125_1_0,0
73521,125_1_0,0
237398,926_4_0,0
237753,926_4_0,0
235376,926_4_0,0
236680,926_4_0,0
234818,926_4_0,0
235377,926_4_0,0
236130,926_4_0,0
239730,926_4_0,0
237961,926_4_0,0
239543,926_4_0,0
237593,926_4_0,0
238774,926_4_0,0
93092,204_2_0,0
93296,204_2_0,0
89612,204_2_0,0
93494,204_2_0,0
92163,204_2_0,0
90894,204_2_0,0
90164,204_2_0,0
91455,204_2_0,0
91962,204_2_0,0
89245,204_2_0,0
91083,204_2_0,0
89082,204_2_0,0
91795,204_2_0,0
88346,204_2_0,0
91084,204_2_0,0
89244,204_2_0,0
93297,204_2_0,0
91255,204_2_0,0
91082,204_2_0,0
127829,216_2_0,0
129321,216_2_0,0
134021,216_2_0,0
132108,216_2_0,0
131021,216_2_0,0
131574,216_2_0,0
132484,216_2_0,0
131758,216_2_0,0
131572,216_2_0,0
133225,216_2_0,0
134022,216_2_0,0
130252,216_2_0,0
132483,216_2_0,0
133048,216_2_0,0
128392,216_2_0,0
131020,216_2_0,0
127830,216_2_0,0
128027,216_2_0,0
132657,216_2_0,0
19279,108_4_0,0
19644,108_4_0,0
19088,108_4_0,0
128955,216_2_1,0
91456,204_2_1,0
157260,310_3_0,0
157407,310_3_0,0
157067,310_3_0,0
154891,310_3_0,0
159666,310_3_0,0
155058,310_3_0,0
158607,310_3_0,0
154697,310_3_0,0
156518,310_3_0,0
158222,310_3_0,0
159667,310_3_0,0
155971,310_3_0,0
154696,310_3_0,0
159316,310_3_0,0
173095,321_3_0,0
173869,321_3_0,0
168504,321_3_0,0
169775,321_3_0,0
170161,321_3_0,0
172720,321_3_0,0
169776,321_3_0,0
170543,321_3_0,0
172357,321_3_0,0
170353,321_3_0,0
172907,321_3_0,0
164305,316_3_1,0
167185,316_3_1,0
163067,316_3_1,0
165753,316_3_1,0
163921,316_3_1,0
167007,316_3_1,0
162313,316_3_1,0
165399,316_3_1,0
164115,316_3_1,0
162838,316_3_1,0
161933,316_3_1,0
165571,316_3_1,0
137875,219_2_0,0
137662,219_2_0,0
135899,219_2_0,0
134984,219_2_0,0
135702,219_2_0,0
138614,219_2_0,0
136274,219_2_0,0
135342,219_2_0,0
138050,219_2_0,0
138976,219_2_0,0
138978,219_2_0,0
140086,219_2_0,0
135900,219_2_0,0
139910,219_2_0,0
140972,219_2_0,0
139355,219_2_0,0
140975,219_2_0,0
134983,219_2_0,0
137041,219_2_0,0
140974,219_2_0,0
138787,219_2_0,0
72640,125_1_1,0
76124,128_1_0,0
78582,128_1_0,0
80644,128_1_0,0
77440,128_1_0,0
75203,128_1_0,0
76123,128_1_0,0
79503,128_1_0,0
75921,128_1_0,0
80267,128_1_0,0
78775,128_1_0,0
74808,128_1_0,0
79131,128_1_0,0
76505,128_1_0,0
202164,918_4_1,0
202166,918_4_1,0
203830,918_4_1,0
204895,918_4_1,0
202912,918_4_1,0
204358,918_4_1,0
206190,918_4_1,0
202167,918_4_1,0
201630,918_4_1,0
208044,919_4_0,0
210422,919_4_0,0
208046,919_4_0,0
210423,919_4_0,0
208382,919_4_0,0
210989,919_4_0,0
213619,919_4_0,0
212062,919_4_0,0
14635,105_3_1,0
15172,105_3_1,0
16715,105_3_1,0
18739,105_3_1,0
18543,105_3_1,0
18914,105_3_1,0
17805,105_3_1,0
109613,210_2_1,0
109790,210_2_1,0
110680,210_2_1,0
110851,210_2_1,0
113711,210_2_1,0
112192,210_2_1,0
109216,210_2_1,0
112389,210_2_1,0
108695,210_2_1,0
111234,210_2_1,0
110345,210_2_1,0
111828,210_2_1,0
108129,210_2_1,0
110346,210_2_1,0
110343,210_2_1,0
113712,210_2_1,0
111995,210_2_1,0
109969,210_2_1,0
108326,210_2_1,0
111448,210_2_1,0
112930,210_2_1,0
111233,210_2_1,0
109425,210_2_1,0
197154,913_4_1,0
197152,913_4_1,0
195676,913_4_1,0
197691,913_4_1,0
197153,913_4_1,0
109614,210_2_0,0
113312,210_2_0,0
125015,214_2_0,0
123040,214_2_0,0
123947,214_2_0,0
141352,303_3_0,0
142451,303_3_0,0
144490,303_3_0,0
145621,303_3_0,0
147509,303_3_0,0
143377,303_3_0,0
147703,303_3_0,0
145825,303_3_0,0
146940,303_3_0,0
116328,213_2_1,0
120842,213_2_1,0
120060,213_2_1,0
118394,213_2_1,0
115049,213_2_1,0
120644,213_2_1,0
118965,213_2_1,0
119686,213_2_1,0
114867,213_2_1,0
119873,213_2_1,0
120231,213_2_1,0
10428,105_3_0,0
18170,105_3_0,0
19278,105_3_0,0
19276,105_3_0,0
19092,105_3_0,0
14636,105_3_0,0
16146,105_3_0,0
18176,105_3_0,0
19091,105_3_0,0
19093,105_3_0,0
92341,208_3_1,0
93864,208_3_1,0
91085,208_3_1,0
93298,208_3_1,0
100148,208_3_1,0
99580,208_3_1,0
100149,208_3_1,0
99225,208_3_1,0
99224,208_3_1,0
99968,208_3_1,0
97941,208_3_1,0
99223,208_3_1,0
103625,208_3_1,0
106801,208_3_1,0
100749,208_3_1,0
105486,208_3_1,0
104913,208_3_1,0
105089,208_3_1,0
103414,208_3_1,0
103207,208_3_1,0
104735,208_3_1,0
100748,208_3_1,0
105680,208_3_1,0
107187,208_3_1,0
104372,208_3_1,0
104171,208_3_1,0
151788,305_4_1,0
152128,305_4_1,0
152518,305_4_1,0
152336,305_4_1,0
150864,305_4_1,0
149570,305_4_1,0
150295,305_4_1,0
148808,305_4_1,0
152130,305_4_1,0
153058,305_4_1,0
149401,305_4_1,0
150131,305_4_1,0
48100,116_1_0,0
50517,116_1_0,0
52545,116_1_0,0
49070,116_1_0,0
49776,116_1_0,0
49966,116_1_0,0
49777,116_1_0,0
52546,116_1_0,0
50905,116_1_0,0
47900,116_1_0,0
50700,116_1_0,0
50516,116_1_0,0
47723,116_1_0,0
52378,116_1_0,0
48101,116_1_0,0
50907,116_1_0,0
51997,116_1_0,0
50147,116_1_0,0
48102,116_1_0,0
48280,116_1_0,0
51662,116_1_0,0
48907,116_1_0,0
49622,116_1_0,0
50702,116_1_0,0
166294,316_3_0,0
164851,316_3_0,0
164306,316_3_0,0
163065,316_3_0,0
166296,316_3_0,0
44009,113_2_1,0
46198,113_2_1,0
45302,113_2_1,0
44576,113_2_1,0
46555,113_2_1,0
43288,113_2_1,0
87250,202_2_1,0
83504,202_2_1,0
86580,202_2_1,0
80987,202_2_1,0
86736,202_2_1,0
85824,202_2_1,0
81518,202_2_1,0
81162,202_2_1,0
81517,202_2_1,0
82261,202_2_1,0
83310,202_2_1,0
82069,202_2_1,0
86383,202_2_1,0
84305,202_2_1,0
82586,202_2_1,0
23357,113_2_0,0
30236,113_2_0,0
30023,113_2_0,0
30413,113_2_0,0
29851,113_2_0,0
173473,321_3_1,0
172719,321_3_1,0
171089,321_3_1,0
167951,321_3_1,0
174235,321_3_1,0
