passenger_id,boarding_platform,left_behind_times
73339,125_1_0,0
67913,125_1_0,0
68660,125_1_0,0
70371,125_1_0,0
68325,125_1_0,0
70561,125_1_0,0
70967,125_1_0,0
71151,125_1_0,0
73340,125_1_0,0
69225,125_1_0,0
68326,125_1_0,0
69030,125_1_0,0
69784,125_1_1,0
79135,128_1_0,0
78216,128_1_0,0
79335,128_1_0,0
74813,128_1_0,0
78395,128_1_0,0
75925,128_1_0,0
76126,128_1_0,0
76328,128_1_0,0
79504,128_1_0,0
76896,128_1_0,0
77632,128_1_0,0
76327,128_1_0,0
79693,128_1_0,0
76127,128_1_0,0
78583,128_1_0,0
76699,128_1_0,0
75008,128_1_0,0
146579,303_3_0,0
144111,303_3_0,0
142842,303_3_0,0
142055,303_3_0,0
145220,303_3_0,0
147311,303_3_0,0
142250,303_3_0,0
145828,303_3_0,0
142459,303_3_0,0
143186,303_3_0,0
116698,213_2_1,0
114667,213_2_1,0
116697,213_2_1,0
119500,213_2_1,0
115811,213_2_1,0
116696,213_2_1,0
117256,213_2_1,0
120235,213_2_1,0
117455,213_2_1,0
120234,213_2_1,0
117062,213_2_1,0
116139,213_2_1,0
115053,213_2_1,0
120236,213_2_1,0
127491,214_2_0,0
122673,214_2_0,0
125581,214_2_0,0
125920,214_2_0,0
123583,214_2_0,0
124846,214_2_0,0
127270,214_2_0,0
202720,918_4_0,0
202721,918_4_0,0
202010,918_4_0,0
205433,918_4_0,0
201631,918_4_0,0
202551,918_4_0,0
85071,202_2_1,0
84311,202_2_1,0
80991,202_2_1,0
83902,202_2_1,0
84507,202_2_1,0
82930,202_2_1,0
84315,202_2_1,0
84313,202_2_1,0
84686,202_2_1,0
86003,202_2_1,0
82428,202_2_1,0
84509,202_2_1,0
81525,202_2_1,0
85636,202_2_1,0
86004,202_2_1,0
84886,202_2_1,0
87074,202_2_1,0
83901,202_2_1,0
86910,202_2_1,0
83903,202_2_1,0
175818,325_3_0,0
174654,325_3_0,0
179565,325_3_0,0
178290,325_3_0,0
176021,325_3_0,0
179771,325_3_0,0
177165,325_3_0,0
198641,305_3_1,0
153759,305_3_1,0
151430,305_3_1,0
164672,316_3_0,0
162654,316_3_0,0
167763,316_3_0,0
161367,316_3_0,0
163072,316_3_0,0
167187,316_3_0,0
162319,316_3_0,0
164853,316_3_0,0
161937,316_3_0,0
162140,316_3_0,0
17609,105_3_0,0
13468,105_3_0,0
114094,208_3_1,0
113313,208_3_1,0
113315,208_3_1,0
112749,208_3_1,0
113316,208_3_1,0
112748,208_3_1,0
112574,208_3_1,0
113314,208_3_1,0
93094,208_3_1,0
92712,208_3_1,0
92903,208_3_1,0
91088,208_3_1,0
94577,208_3_1,0
99396,208_3_1,0
94419,208_3_1,0
99041,208_3_1,0
97750,208_3_1,0
99974,208_3_1,0
100377,208_3_1,0
97751,208_3_1,0
97748,208_3_1,0
99397,208_3_1,0
106234,208_3_1,0
102258,208_3_1,0
104172,208_3_1,0
106435,208_3_1,0
103209,208_3_1,0
103421,208_3_1,0
102842,208_3_1,0
104738,208_3_1,0
102843,208_3_1,0
104739,208_3_1,0
104546,208_3_1,0
107190,208_3_1,0
173476,321_3_1,0
173475,321_3_1,0
168680,321_3_1,0
171599,321_3_1,0
170163,321_3_1,0
44197,113_2_1,0
45125,113_2_1,0
41937,113_2_1,0
42545,113_2_1,0
45307,113_2_1,0
41743,113_2_1,0
45124,113_2_1,0
42336,113_2_1,0
40828,113_2_1,0
41553,113_2_1,0
240101,926_4_1,0
235017,926_4_1,0
237595,926_4_1,0
237401,926_4_1,0
237755,926_4_1,0
239914,926_4_1,0
236840,926_4_1,0
237596,926_4_1,0
236839,926_4_1,0
239166,926_4_1,0
240102,926_4_1,0
235379,926_4_1,0
246811,928_4_0,0
241857,928_4_0,0
245691,928_4_0,0
242740,928_4_0,0
244214,928_4_0,0
246239,928_4_0,0
245313,928_4_0,0
242557,928_4_0,0
248117,928_4_0,0
245503,928_4_0,0
243287,928_4_0,0
243868,928_4_0,0
243286,928_4_0,0
245314,928_4_0,0
246238,928_4_0,0
248115,928_4_0,0
247706,928_4_0,0
244403,928_4_0,0
244050,928_4_0,0
247525,928_4_0,0
30994,116_3_1,0
30993,116_3_1,0
37819,116_3_1,0
47342,116_3_1,0
53662,116_3_1,0
48488,116_3_1,0
49436,116_3_1,0
49624,116_3_1,0
50323,116_3_1,0
47163,116_3_1,0
49435,116_3_1,0
52381,116_3_1,0
53663,116_3_1,0
53287,116_3_1,0
51663,116_3_1,0
48107,116_3_1,0
47165,116_3_1,0
47529,116_3_1,0
210426,919_4_1,0
213423,919_4_1,0
214391,919_4_1,0
212628,919_4_1,0
208942,919_4_1,0
213623,919_4_1,0
18373,116_3_0,0
31427,116_3_0,0
31620,116_3_0,0
31230,116_3_0,0
31619,116_3_0,0
38565,116_3_0,0
190452,909_4_1,0
190276,909_4_1,0
191021,909_4_1,0
188033,909_4_1,0
194365,909_4_1,0
190275,909_4_1,0
188227,909_4_1,0
189565,909_4_1,0
189566,909_4_1,0
189005,909_4_1,0
188609,909_4_1,0
191783,909_4_1,0
194018,909_4_1,0
190111,909_4_1,0
193072,909_4_1,0
190112,909_4_1,0
191391,909_4_1,0
160992,310_3_1,0
154702,310_3_1,0
155784,310_3_1,0
156699,310_3_1,0
105845,208_2_0,0
220967,921_4_0,0
219049,921_4_0,0
217135,921_4_0,0
218257,921_4_0,0
217692,921_4_0,0
218459,921_4_0,0
221335,921_4_0,0
216568,921_4_0,0
220966,921_4_0,0
215482,921_4_0,0
218458,921_4_0,0
216038,921_4_0,0
221337,921_4_0,0
215484,921_4_0,0
219246,921_4_0,0
221338,921_4_0,0
217499,921_4_0,0
219050,921_4_0,0
89426,208_3_0,0
92165,208_3_0,0
91797,208_3_0,0
98310,208_3_0,0
96061,208_3_0,0
98864,208_3_0,0
95870,208_3_0,0
12219,108_4_0,0
19843,108_4_0,0
20018,108_4_0,0
19646,108_4_0,0
26512,108_4_0,0
22978,108_4_0,0
21140,108_4_0,0
24835,108_4_0,0
25214,108_4_0,0
22053,108_4_0,0
26680,108_4_0,0
25765,108_4_0,0
22595,108_4_0,0
152525,305_3_0,0
148267,305_3_0,0
153226,305_3_0,0
151231,305_3_0,0
231512,925_4_0,0
228368,925_4_0,0
231871,925_4_0,0
232630,925_4_0,0
232258,925_4_0,0
233369,925_4_0,0
232052,925_4_0,0
233724,925_4_0,0
229261,925_4_0,0
234442,925_4_0,0
231131,925_4_0,0
156523,116_1_0,0
156155,116_1_0,0
156520,116_1_0,0
89086,116_1_0,0
89085,116_1_0,0
50151,116_1_0,0
88351,113_1_1,0
88349,113_1_1,0
88152,113_1_1,0
46202,113_1_1,0
46557,113_1_1,0
221904,922_4_1,0
227795,922_4_1,0
221903,922_4_1,0
225241,922_4_1,0
226178,922_4_1,0
221900,922_4_1,0
227053,922_4_1,0
221901,922_4_1,0
223999,922_4_1,0
225614,922_4_1,0
226490,922_4_1,0
227235,922_4_1,0
225616,922_4_1,0
227611,922_4_1,0
222829,922_4_1,0
227054,922_4_1,0
223221,922_4_1,0
222487,922_4_1,0
227794,922_4_1,0
224529,922_4_1,0
158012,116_1_1,0
157603,116_1_1,0
157808,116_1_1,0
47530,116_1_1,0
49625,116_1_1,0
37436,111_1_1,0
38944,111_1_1,0
36863,111_1_1,0
39511,111_1_1,0
33628,111_1_1,0
36477,111_1_1,0
34411,111_1_1,0
35722,111_1_1,0
34195,111_1_1,0
36139,111_1_1,0
39879,111_1_1,0
36676,111_1_1,0
38370,111_1_1,0
35512,111_1_1,0
156698,208_2_1,0
156697,208_2_1,0
143563,208_2_1,0
143562,208_2_1,0
196979,208_2_1,0
197349,208_2_1,0
197351,208_2_1,0
197350,208_2_1,0
103025,208_2_1,0
54554,119_1_0,0
55805,119_1_0,0
57893,119_1_0,0
59647,119_1_0,0
58627,119_1_0,0
60031,119_1_0,0
54903,119_1_0,0
108873,113_1_0,0
111832,113_1_0,0
97945,206_2_0,0
96759,206_2_0,0
97944,206_2_0,0
96594,206_2_0,0
99783,206_2_0,0
95869,206_2_0,0
95126,206_2_0,0
96418,206_2_0,0
100581,206_2_0,0
100376,206_2_0,0
95675,206_2_0,0
95124,206_2_0,0
224878,922_4_0,0
225615,922_4_0,0
26514,108_1_1,0
146580,303_3_1,0
141860,303_3_1,0
30028,110_1_0,0
32717,110_1_0,0
32716,110_1_0,0
30996,110_1_0,0
27235,110_1_0,0
30604,110_1_0,0
29690,110_1_0,0
28540,110_1_0,0
27044,110_1_0,0
27595,110_1_0,0
32347,110_1_0,0
30997,110_1_0,0
30027,110_1_0,0
30605,110_1_0,0
218258,921_4_1,0
217873,921_4_1,0
221336,921_4_1,0
215483,921_4_1,0
216202,921_4_1,0
218457,921_4_1,0
221174,921_4_1,0
216756,921_4_1,0
117255,213_2_0,0
117254,213_2_0,0
117454,213_2_0,0
115973,213_2_0,0
118968,213_2_0,0
117830,213_2_0,0
119877,213_2_0,0
114471,213_2_0,0
117829,213_2_0,0
115437,213_2_0,0
119161,213_2_0,0
175435,325_3_1,0
178993,325_3_1,0
175240,325_3_1,0
178643,325_3_1,0
179190,325_3_1,0
178992,325_3_1,0
175022,325_3_1,0
180162,325_3_1,0
179564,325_3_1,0
181075,325_3_1,0
180160,325_3_1,0
14638,105_1_0,0
15947,105_1_0,0
17063,105_1_0,0
17810,105_1_0,0
15754,105_1_0,0
19094,105_1_0,0
18918,105_1_0,0
15353,105_1_0,0
17809,105_1_0,0
17811,105_1_0,0
61315,122_1_0,0
64483,122_1_0,0
61528,122_1_0,0
61714,122_1_0,0
63364,122_1_0,0
65039,122_1_0,0
61316,122_1_0,0
96250,206_2_1,0
99975,206_2_1,0
18742,108_4_1,0
18546,108_4_1,0
25580,108_4_1,0
160450,305_4_0,0
160451,305_4_0,0
160452,305_4_0,0
147146,305_4_0,0
142052,305_4_0,0
144859,305_4_0,0
147310,305_4_0,0
147309,305_4_0,0
142053,305_4_0,0
142249,305_4_0,0
144670,305_4_0,0
149571,305_4_0,0
147874,305_4_0,0
184154,329_3_0,0
185127,329_3_0,0
186770,329_3_0,0
185302,329_3_0,0
186041,329_3_0,0
183283,329_3_0,0
184342,329_3_0,0
185658,329_3_0,0
182732,329_3_0,0
186771,329_3_0,0
182174,329_3_0,0
182538,329_3_0,0
186042,329_3_0,0
182731,329_3_0,0
186226,329_3_0,0
55975,119_1_1,0
60032,119_1_1,0
58830,119_1_1,0
55268,119_1_1,0
7355,103_1_1,0
9281,103_1_1,0
8541,103_1_1,0
11833,103_1_1,0
10429,103_1_1,0
8890,103_1_1,0
12402,103_1_1,0
10815,103_1_1,0
8352,103_1_1,0
7542,103_1_1,0
10053,103_1_1,0
8353,103_1_1,0
10616,103_1_1,0
6810,103_1_0,0
29302,113_2_1,0
28931,113_2_1,0
1833,101_1_1,0
1648,101_1_1,0
4092,101_1_1,0
1093,101_1_1,0
2958,101_1_1,0
23,101_1_1,0
4798,101_1_1,0
22,101_1_1,0
4628,101_1_1,0
4094,101_1_1,0
5716,101_1_1,0
2386,101_1_1,0
26513,108_1_0,0
25034,108_1_0,0
22428,108_1_0,0
17062,113_2_0,0
23169,113_2_0,0
30029,113_2_0,0
30241,113_2_0,0
36675,113_2_0,0
37058,113_2_0,0
37059,111_1_0,0
34196,111_1_0,0
39329,111_1_0,0
37057,111_1_0,0
39689,111_1_0,0
35321,111_1_0,0
39512,111_1_0,0
131027,216_2_0,0
132301,216_2_0,0
133433,216_2_0,0
131764,216_2_0,0
129511,216_2_0,0
128032,216_2_0,0
130835,216_2_0,0
131578,216_2_0,0
134208,216_2_0,0
134209,216_2_0,0
128771,216_2_0,0
133051,216_2_0,0
129510,216_2_0,0
127663,216_2_0,0
132659,216_2_0,0
129322,216_2_0,0
133434,216_2_0,0
130455,216_2_0,0
133050,216_2_0,0
25211,108_4_1,0
4458,101_1_0,0
1299,101_1_0,0
4993,101_1_0,0
229850,925_4_1,0
228889,925_4_1,0
229463,925_4_1,0
234111,925_4_1,0
229461,925_4_1,0
232431,925_4_1,0
232051,925_4_1,0
230578,925_4_1,0
27236,110_1_1,0
30240,110_1_1,0
28930,110_1_1,0
30603,110_1_1,0
27045,110_1_1,0
27043,110_1_1,0
125748,214_2_1,0
124307,214_2_1,0
121559,214_2_1,0
125747,214_2_1,0
124491,214_2_1,0
121930,214_2_1,0
121213,214_2_1,0
124493,214_2_1,0
123581,214_2_1,0
238966,926_4_0,0
240100,926_4_0,0
236838,926_4_0,0
238779,926_4_0,0
235954,926_4_0,0
195496,913_4_0,0
194755,913_4_0,0
201262,913_4_0,0
196801,913_4_0,0
198851,913_4_0,0
194756,913_4_0,0
194958,913_4_0,0
195855,913_4_0,0
196981,913_4_0,0
195857,913_4_0,0
200511,913_4_0,0
200334,913_4_0,0
199203,913_4_0,0
196050,913_4_0,0
200333,913_4_0,0
199018,913_4_0,0
200134,913_4_0,0
196607,913_4_0,0
201261,913_4_0,0
200133,913_4_0,0
200875,913_4_0,0
88154,204_2_0,0
91458,204_2_0,0
92516,204_2_0,0
89800,204_2_0,0
93865,204_2_0,0
89427,204_2_0,0
89976,204_2_0,0
93299,204_2_0,0
92166,204_2_0,0
89087,204_2_0,0
93867,204_2_0,0
87953,204_2_0,0
93095,204_2_0,0
19469,108_4_0,0
128399,216_2_1,0
167186,316_3_1,0
163924,316_3_1,0
162481,316_3_1,0
165402,316_3_1,0
163286,316_3_1,0
165063,316_3_1,0
163515,316_3_1,0
164492,316_3_1,0
165062,316_3_1,0
165401,316_3_1,0
167762,316_3_1,0
161561,316_3_1,0
162483,316_3_1,0
165064,316_3_1,0
161936,316_3_1,0
162320,316_3_1,0
60951,122_1_1,0
159846,310_3_0,0
154897,310_3_0,0
159670,310_3_0,0
158613,310_3_0,0
160637,310_3_0,0
158780,310_3_0,0
156524,310_3_0,0
169983,321_3_0,0
172361,321_3_0,0
170907,321_3_0,0
174239,321_3_0,0
173295,321_3_0,0
174441,321_3_0,0
168326,321_3_0,0
173678,321_3_0,0
69031,125_1_0,0
70966,125_1_0,0
73924,125_1_0,0
72068,125_1_0,0
70744,125_1_0,0
70743,125_1_0,0
70746,125_1_0,0
72069,125_1_0,0
73168,125_1_0,0
72449,125_1_0,0
69978,125_1_0,0
70745,125_1_0,0
70965,125_1_0,0
72070,125_1_0,0
69028,125_1_0,0
71316,125_1_0,0
71719,125_1_0,0
67914,125_1_0,0
137666,219_2_0,0
135534,219_2_0,0
137665,219_2_0,0
135535,219_2_0,0
136277,219_2_0,0
135163,219_2_0,0
139556,219_2_0,0
138227,219_2_0,0
136278,219_2_0,0
134597,219_2_0,0
140088,219_2_0,0
135704,219_2_0,0
139913,219_2_0,0
137667,219_2_0,0
139361,219_2_0,0
140784,219_2_0,0
137669,219_2_0,0
140976,219_2_0,0
140256,219_2_0,0
134987,219_2_0,0
137879,219_2_0,0
139172,219_2_0,0
136658,219_2_0,0
135347,219_2_0,0
135346,219_2_0,0
135345,219_2_0,0
135344,219_2_0,0
139360,219_2_0,0
139726,219_2_0,0
74281,128_1_0,0
78777,128_1_0,0
78217,128_1_0,0
78778,128_1_0,0
78024,128_1_0,0
76895,128_1_0,0
78218,128_1_0,0
79134,128_1_0,0
75401,128_1_0,0
79133,128_1_0,0
78025,128_1_0,0
79875,128_1_0,0
80099,128_1_0,0
77823,128_1_0,0
79876,128_1_0,0
75206,128_1_0,0
74101,128_1_0,0
76508,128_1_0,0
202012,918_4_1,0
201810,918_4_1,0
207313,918_4_1,0
206194,918_4_1,0
207863,918_4_1,0
205432,918_4_1,0
201633,918_4_1,0
207475,918_4_1,0
205827,918_4_1,0
205246,918_4_1,0
207862,918_4_1,0
203493,918_4_1,0
204896,918_4_1,0
202009,918_4_1,0
201632,918_4_1,0
202550,918_4_1,0
207675,918_4_1,0
203664,918_4_1,0
203834,918_4_1,0
208581,919_4_0,0
211523,919_4_0,0
208385,919_4_0,0
212065,919_4_0,0
214392,919_4_0,0
209490,919_4_0,0
213622,919_4_0,0
211524,919_4_0,0
211178,919_4_0,0
214390,919_4_0,0
213229,919_4_0,0
214221,919_4_0,0
209140,919_4_0,0
212233,919_4_0,0
210800,919_4_0,0
211525,919_4_0,0
209856,919_4_0,0
212433,919_4_0,0
107746,210_2_1,0
110855,210_2_1,0
109220,210_2_1,0
113899,210_2_1,0
109794,210_2_1,0
108328,210_2_1,0
108697,210_2_1,0
109973,210_2_1,0
110856,210_2_1,0
108698,210_2_1,0
107534,210_2_1,0
112577,210_2_1,0
111236,210_2_1,0
112000,210_2_1,0
112752,210_2_1,0
111833,210_2_1,0
113126,210_2_1,0
109042,210_2_1,0
113714,210_2_1,0
110854,210_2_1,0
113715,210_2_1,0
109221,210_2_1,0
18375,105_3_1,0
15000,105_3_1,0
199019,913_4_1,0
200691,913_4_1,0
195856,913_4_1,0
109222,210_2_0,0
109427,210_2_0,0
119162,213_2_1,0
117456,213_2_1,0
120648,213_2_1,0
117453,213_2_1,0
116876,213_2_1,0
117063,213_2_1,0
115625,213_2_1,0
119506,213_2_1,0
115057,213_2_1,0
116332,213_2_1,0
120845,213_2_1,0
118234,213_2_1,0
118235,213_2_1,0
120846,213_2_1,0
114278,213_2_1,0
117258,213_2_1,0
127064,214_2_0,0
122852,214_2_0,0
124128,214_2_0,0
125582,214_2_0,0
121753,214_2_0,0
127071,214_2_0,0
126686,214_2_0,0
147708,303_3_0,0
142460,303_3_0,0
147147,303_3_0,0
144492,303_3_0,0
143010,303_3_0,0
141859,303_3_0,0
142251,303_3_0,0
142062,303_3_0,0
146765,303_3_0,0
147316,303_3_0,0
145056,303_3_0,0
145629,303_3_0,0
144314,303_3_0,0
141864,303_3_0,0
141868,303_3_0,0
144113,303_3_0,0
147717,303_3_0,0
146396,305_4_1,0
149773,305_4_1,0
148626,305_4_1,0
148072,305_4_1,0
152531,305_4_1,0
150299,305_4_1,0
153595,305_4_1,0
148820,305_4_1,0
153593,305_4_1,0
151064,305_4_1,0
153232,305_4_1,0
151439,305_4_1,0
149576,305_4_1,0
148819,305_4_1,0
148440,305_4_1,0
149578,305_4_1,0
148816,305_4_1,0
153970,305_4_1,0
169984,321_3_1,0
171600,321_3_1,0
171811,321_3_1,0
174076,321_3_1,0
174246,321_3_1,0
174247,321_3_1,0
174079,321_3_1,0
173107,321_3_1,0
167957,321_3_1,0
172366,321_3_1,0
170746,321_3_1,0
171604,321_3_1,0
168884,321_3_1,0
170747,321_3_1,0
169990,321_3_1,0
167963,321_3_1,0
169988,321_3_1,0
168509,321_3_1,0
16873,113_2_0,0
30028,113_2_0,0
30027,113_2_0,0
37059,113_2_0,0
37057,113_2_0,0
43115,113_2_0,0
40633,113_2_0,0
43116,113_2_0,0
44951,113_2_0,0
44393,113_2_0,0
40833,113_2_0,0
41939,113_2_0,0
46562,113_2_0,0
45654,113_2_0,0
41747,113_2_0,0
45126,113_2_0,0
46393,113_2_0,0
40831,113_2_0,0
111450,208_3_1,0
92515,208_3_1,0
92714,208_3_1,0
93866,208_3_1,0
93498,208_3_1,0
97945,208_3_1,0
97944,208_3_1,0
99783,208_3_1,0
100581,208_3_1,0
100376,208_3_1,0
102844,208_3_1,0
101312,208_3_1,0
101311,208_3_1,0
102841,208_3_1,0
104547,208_3_1,0
101892,208_3_1,0
105487,208_3_1,0
107191,208_3_1,0
103990,208_3_1,0
106624,208_3_1,0
105488,208_3_1,0
101891,208_3_1,0
102069,208_3_1,0
102657,208_3_1,0
104375,208_3_1,0
107195,208_3_1,0
106238,208_3_1,0
105495,208_3_1,0
101705,208_3_1,0
103028,208_3_1,0
100938,208_3_1,0
102456,208_3_1,0
101708,208_3_1,0
102075,208_3_1,0
106042,208_3_1,0
106625,208_3_1,0
101133,208_3_1,0
103213,208_3_1,0
103030,208_3_1,0
101893,208_3_1,0
29690,113_2_1,0
81889,202_2_1,0
85828,202_2_1,0
84314,202_2_1,0
85270,202_2_1,0
84312,202_2_1,0
81726,202_2_1,0
81350,202_2_1,0
87073,202_2_1,0
83134,202_2_1,0
84508,202_2_1,0
81895,202_2_1,0
81532,202_2_1,0
81360,202_2_1,0
85074,202_2_1,0
83721,202_2_1,0
83508,202_2_1,0
85470,202_2_1,0
83137,202_2_1,0
87078,202_2_1,0
80827,202_2_1,0
85472,202_2_1,0
81733,202_2_1,0
83139,202_2_1,0
80826,202_2_1,0
85830,202_2_1,0
80997,202_2_1,0
180528,325_3_0,0
178644,325_3_0,0
179189,325_3_0,0
175021,325_3_0,0
174835,325_3_0,0
177695,325_3_0,0
180161,325_3_0,0
176214,325_3_0,0
175020,325_3_0,0
177694,325_3_0,0
174657,325_3_0,0
179569,325_3_0,0
180352,325_3_0,0
178649,325_3_0,0
180888,325_3_0,0
176982,325_3_0,0
176628,325_3_0,0
179776,325_3_0,0
179969,325_3_0,0
179775,325_3_0,0
175824,325_3_0,0
179191,325_3_0,0
181084,325_3_0,0
180892,325_3_0,0
15538,105_3_1,0
20020,105_3_1,0
14440,105_3_1,0
18382,105_3_1,0
17071,105_3_1,0
13470,105_3_1,0
19651,105_3_1,0
19101,105_3_1,0
15179,105_3_1,0
20028,105_3_1,0
14057,105_3_1,0
19648,105_3_1,0
163285,316_3_0,0
162317,316_3_0,0
167544,316_3_0,0
162148,316_3_0,0
161572,316_3_0,0
165946,316_3_0,0
165573,316_3_0,0
163074,316_3_0,0
167016,316_3_0,0
167769,316_3_0,0
161165,316_3_0,0
161167,316_3_0,0
167010,316_3_0,0
167771,316_3_0,0
166665,316_3_0,0
161569,316_3_0,0
164856,316_3_0,0
164122,316_3_0,0
161566,316_3_0,0
163289,316_3_0,0
161370,316_3_0,0
30992,116_3_1,0
30995,116_3_1,0
37820,116_3_1,0
50522,116_3_1,0
52929,116_3_1,0
47162,116_3_1,0
50909,116_3_1,0
47164,116_3_1,0
53664,116_3_1,0
47528,116_3_1,0
47905,116_3_1,0
50523,116_3_1,0
48105,116_3_1,0
49256,116_3_1,0
52734,116_3_1,0
47347,116_3_1,0
50153,116_3_1,0
48915,116_3_1,0
51314,116_3_1,0
51120,116_3_1,0
50524,116_3_1,0
52737,116_3_1,0
48284,116_3_1,0
51311,116_3_1,0
51832,116_3_1,0
47348,116_3_1,0
53665,116_3_1,0
53103,116_3_1,0
49973,116_3_1,0
51827,116_3_1,0
48916,116_3_1,0
51830,116_3_1,0
52932,116_3_1,0
155062,310_3_1,0
156700,310_3_1,0
157412,310_3_1,0
157815,310_3_1,0
154707,310_3_1,0
158783,310_3_1,0
157075,310_3_1,0
157814,310_3_1,0
157605,310_3_1,0
158973,310_3_1,0
160643,310_3_1,0
159133,310_3_1,0
155592,310_3_1,0
156160,310_3_1,0
157265,310_3_1,0
157410,310_3_1,0
159489,310_3_1,0
156527,310_3_1,0
155594,310_3_1,0
159491,310_3_1,0
159319,310_3_1,0
156164,310_3_1,0
155063,310_3_1,0
157261,310_3_1,0
156895,310_3_1,0
160998,310_3_1,0
160045,310_3_1,0
88350,113_1_1,0
88347,113_1_1,0
88153,113_1_1,0
46390,113_1_1,0
42551,113_1_1,0
45646,113_1_1,0
45127,113_1_1,0
46027,113_1_1,0
42136,113_1_1,0
46026,113_1_1,0
46970,113_1_1,0
44952,113_1_1,0
46391,113_1_1,0
43638,113_1_1,0
11013,116_3_0,0
17808,116_3_0,0
111832,116_3_0,0
106437,208_2_0,0
102848,208_2_0,0
102849,208_2_0,0
105686,208_2_0,0
103631,208_2_0,0
105496,208_2_0,0
143009,116_1_0,0
156156,116_1_0,0
89426,116_1_0,0
96061,116_1_0,0
95870,116_1_0,0
37236,111_1_1,0
37633,111_1_1,0
33826,111_1_1,0
33633,111_1_1,0
34019,111_1_1,0
39516,111_1_1,0
39517,111_1_1,0
39696,111_1_1,0
36478,111_1_1,0
38211,111_1_1,0
37061,111_1_1,0
35148,111_1_1,0
35518,111_1_1,0
34199,111_1_1,0
204897,918_4_0,0
203494,918_4_0,0
204550,918_4_0,0
202918,918_4_0,0
203670,918_4_0,0
206010,918_4_0,0
203496,918_4_0,0
205832,918_4_0,0
207145,918_4_0,0
202917,918_4_0,0
202722,918_4_0,0
203841,918_4_0,0
203669,918_4_0,0
204362,918_4_0,0
204721,918_4_0,0
202724,918_4_0,0
202381,918_4_0,0
206196,918_4_0,0
205828,918_4_0,0
206370,918_4_0,0
201816,918_4_0,0
204552,918_4_0,0
207676,918_4_0,0
203838,918_4_0,0
202382,918_4_0,0
202552,918_4_0,0
201635,918_4_0,0
206954,918_4_0,0
201640,918_4_0,0
204366,918_4_0,0
205437,918_4_0,0
205249,918_4_0,0
205434,918_4_0,0
155588,116_1_1,0
158013,116_1_1,0
158225,116_1_1,0
51118,116_1_1,0
53294,116_1_1,0
88719,208_3_0,0
91612,208_3_0,0
91459,208_3_0,0
95869,208_3_0,0
95675,208_3_0,0
105853,208_3_0,0
104917,208_3_0,0
103424,208_3_0,0
104740,208_3_0,0
104180,208_3_0,0
58272,119_1_0,0
55621,119_1_0,0
55450,119_1_0,0
60381,119_1_0,0
54555,119_1_0,0
55807,119_1_0,0
57894,119_1_0,0
59013,119_1_0,0
55081,119_1_0,0
57294,119_1_0,0
56939,119_1_0,0
57699,119_1_0,0
57698,119_1_0,0
58273,119_1_0,0
56563,119_1_0,0
56748,119_1_0,0
57700,119_1_0,0
55275,119_1_0,0
59651,119_1_0,0
57114,119_1_0,0
58278,119_1_0,0
54374,119_1_0,0
55808,119_1_0,0
56564,119_1_0,0
54735,119_1_0,0
54907,119_1_0,0
58835,119_1_0,0
56374,119_1_0,0
54208,119_1_0,0
54378,119_1_0,0
55453,119_1_0,0
55980,119_1_0,0
57896,119_1_0,0
55455,119_1_0,0
55809,119_1_0,0
59849,119_1_0,0
54205,119_1_0,0
55276,119_1_0,0
55279,119_1_0,0
57112,119_1_0,0
54376,119_1_0,0
44587,113_1_0,0
42727,113_1_0,0
46209,113_1_0,0
40434,113_1_0,0
44954,113_1_0,0
40634,113_1_0,0
196980,305_3_0,0
197520,305_3_0,0
199761,305_3_0,0
199762,305_3_0,0
149580,305_3_0,0
151435,305_3_0,0
150522,305_3_0,0
152339,305_3_0,0
148442,305_3_0,0
148073,305_3_0,0
151072,305_3_0,0
150691,305_3_0,0
150692,305_3_0,0
153764,305_3_0,0
148268,305_3_0,0
150521,305_3_0,0
149181,305_3_0,0
152528,305_3_0,0
147878,305_3_0,0
150135,305_3_0,0
151238,305_3_0,0
148627,305_3_0,0
20942,108_1_1,0
21138,108_1_1,0
22050,108_1_1,0
24662,108_1_1,0
20943,108_1_1,0
22051,108_1_1,0
26310,108_1_1,0
25764,108_1_1,0
22250,108_1_1,0
21882,108_1_1,0
20205,108_1_1,0
24130,108_1_1,0
20950,108_1_1,0
26681,108_1_1,0
21697,108_1_1,0
22602,108_1_1,0
20564,108_1_1,0
26516,108_1_1,0
24484,108_1_1,0
22783,108_1_1,0
21705,108_1_1,0
23173,108_1_1,0
24319,108_1_1,0
21143,108_1_1,0
24839,108_1_1,0
25769,108_1_1,0
22597,108_1_1,0
26515,108_1_1,0
23766,108_1_1,0
20948,108_1_1,0
21326,108_1_1,0
25770,108_1_1,0
25582,108_1_1,0
22781,108_1_1,0
21147,108_1_1,0
23360,108_1_1,0
20744,108_1_1,0
22248,108_1_1,0
23765,108_1_1,0
20745,108_1_1,0
23170,108_1_1,0
25037,108_1_1,0
25041,108_1_1,0
25395,108_1_1,0
25772,108_1_1,0
24666,108_1_1,0
20747,108_1_1,0
21148,108_1_1,0
25585,108_1_1,0
24318,108_1_1,0
26686,108_1_1,0
31428,110_1_0,0
27046,110_1_0,0
30030,110_1_0,0
32346,110_1_0,0
28326,110_1_0,0
31622,110_1_0,0
29118,110_1_0,0
31781,110_1_0,0
32350,110_1_0,0
32903,110_1_0,0
28934,110_1_0,0
