event_id,line_id,direction_id,train_id,station_id,platform_id,event_timestamp,event_type
11009,1,1,1_1_197,108,108_1_1,66300,Arrival
11010,1,1,1_1_197,108,108_1_1,66360,Departure
11011,1,1,1_1_197,105,105_1_1,66720,Arrival
11012,1,1,1_1_197,105,105_1_1,66780,Departure
11013,1,1,1_1_197,103,103_1_1,67080,Arrival
11014,1,1,1_1_197,103,103_1_1,67140,Departure
11015,1,1,1_1_197,101,101_1_1,67380,Arrival
11016,1,1,1_1_197,101,101_1_1,67440,Departure
11017,1,1,1_1_198,128,128_1_1,63600,Arrival
11018,1,1,1_1_198,128,128_1_1,63660,Departure
11019,1,1,1_1_198,125,125_1_1,64080,Arrival
11020,1,1,1_1_198,125,125_1_1,64140,Departure
11021,1,1,1_1_198,122,122_1_1,64560,Arrival
11022,1,1,1_1_198,122,122_1_1,64620,Departure
11023,1,1,1_1_198,119,119_1_1,65040,Arrival
11024,1,1,1_1_198,119,119_1_1,65100,Departure
11025,1,1,1_1_198,116,116_1_1,65460,Arrival
11026,1,1,1_1_198,116,116_1_1,65520,Departure
11027,1,1,1_1_198,113,113_1_1,65820,Arrival
11028,1,1,1_1_198,113,113_1_1,65880,Departure
11029,1,1,1_1_198,111,111_1_1,66060,Arrival
11030,1,1,1_1_198,111,111_1_1,66120,Departure
11031,1,1,1_1_198,110,110_1_1,66180,Arrival
11032,1,1,1_1_198,110,110_1_1,66240,Departure
11033,1,1,1_1_198,108,108_1_1,66480,Arrival
11034,1,1,1_1_198,108,108_1_1,66540,Departure
11035,1,1,1_1_198,105,105_1_1,66900,Arrival
11036,1,1,1_1_198,105,105_1_1,66960,Departure
11037,1,1,1_1_198,103,103_1_1,67260,Arrival
11038,1,1,1_1_198,103,103_1_1,67320,Departure
11039,1,1,1_1_198,101,101_1_1,67560,Arrival
11040,1,1,1_1_198,101,101_1_1,67620,Departure
11041,1,1,1_1_199,128,128_1_1,63780,Arrival
11042,1,1,1_1_199,128,128_1_1,63840,Departure
11043,1,1,1_1_199,125,125_1_1,64260,Arrival
11044,1,1,1_1_199,125,125_1_1,64320,Departure
11045,1,1,1_1_199,122,122_1_1,64740,Arrival
11046,1,1,1_1_199,122,122_1_1,64800,Departure
11047,1,1,1_1_199,119,119_1_1,65220,Arrival
11048,1,1,1_1_199,119,119_1_1,65280,Departure
11049,1,1,1_1_199,116,116_1_1,65640,Arrival
11050,1,1,1_1_199,116,116_1_1,65700,Departure
11051,1,1,1_1_199,113,113_1_1,66000,Arrival
11052,1,1,1_1_199,113,113_1_1,66060,Departure
11053,1,1,1_1_199,111,111_1_1,66240,Arrival
11054,1,1,1_1_199,111,111_1_1,66300,Departure
11055,1,1,1_1_199,110,110_1_1,66360,Arrival
11056,1,1,1_1_199,110,110_1_1,66420,Departure
11057,1,1,1_1_199,108,108_1_1,66660,Arrival
11058,1,1,1_1_199,108,108_1_1,66720,Departure
11059,1,1,1_1_199,105,105_1_1,67080,Arrival
11060,1,1,1_1_199,105,105_1_1,67140,Departure
11061,1,1,1_1_199,103,103_1_1,67440,Arrival
11062,1,1,1_1_199,103,103_1_1,67500,Departure
11063,1,1,1_1_199,101,101_1_1,67740,Arrival
11064,1,1,1_1_199,101,101_1_1,67800,Departure
11065,1,1,1_1_200,128,128_1_1,63960,Arrival
11066,1,1,1_1_200,128,128_1_1,64020,Departure
11067,1,1,1_1_200,125,125_1_1,64440,Arrival
11068,1,1,1_1_200,125,125_1_1,64500,Departure
11069,1,1,1_1_200,122,122_1_1,64920,Arrival
11070,1,1,1_1_200,122,122_1_1,64980,Departure
11071,1,1,1_1_200,119,119_1_1,65400,Arrival
11072,1,1,1_1_200,119,119_1_1,65460,Departure
11073,1,1,1_1_200,116,116_1_1,65820,Arrival
11074,1,1,1_1_200,116,116_1_1,65880,Departure
11075,1,1,1_1_200,113,113_1_1,66180,Arrival
11076,1,1,1_1_200,113,113_1_1,66240,Departure
11077,1,1,1_1_200,111,111_1_1,66420,Arrival
11078,1,1,1_1_200,111,111_1_1,66480,Departure
11079,1,1,1_1_200,110,110_1_1,66540,Arrival
11080,1,1,1_1_200,110,110_1_1,66600,Departure
11081,1,1,1_1_200,108,108_1_1,66840,Arrival
11082,1,1,1_1_200,108,108_1_1,66900,Departure
11083,1,1,1_1_200,105,105_1_1,67260,Arrival
11084,1,1,1_1_200,105,105_1_1,67320,Departure
11085,1,1,1_1_200,103,103_1_1,67620,Arrival
11086,1,1,1_1_200,103,103_1_1,67680,Departure
11087,1,1,1_1_200,101,101_1_1,67920,Arrival
11088,1,1,1_1_200,101,101_1_1,67980,Departure
11089,1,1,1_1_201,128,128_1_1,64140,Arrival
11090,1,1,1_1_201,128,128_1_1,64200,Departure
11091,1,1,1_1_201,125,125_1_1,64620,Arrival
11092,1,1,1_1_201,125,125_1_1,64680,Departure
11093,1,1,1_1_201,122,122_1_1,65100,Arrival
11094,1,1,1_1_201,122,122_1_1,65160,Departure
11095,1,1,1_1_201,119,119_1_1,65580,Arrival
11096,1,1,1_1_201,119,119_1_1,65640,Departure
11097,1,1,1_1_201,116,116_1_1,66000,Arrival
11098,1,1,1_1_201,116,116_1_1,66060,Departure
11099,1,1,1_1_201,113,113_1_1,66360,Arrival
11100,1,1,1_1_201,113,113_1_1,66420,Departure
11101,1,1,1_1_201,111,111_1_1,66600,Arrival
11102,1,1,1_1_201,111,111_1_1,66660,Departure
11103,1,1,1_1_201,110,110_1_1,66720,Arrival
11104,1,1,1_1_201,110,110_1_1,66780,Departure
11105,1,1,1_1_201,108,108_1_1,67020,Arrival
11106,1,1,1_1_201,108,108_1_1,67080,Departure
11107,1,1,1_1_201,105,105_1_1,67440,Arrival
11108,1,1,1_1_201,105,105_1_1,67500,Departure
11109,1,1,1_1_201,103,103_1_1,67800,Arrival
11110,1,1,1_1_201,103,103_1_1,67860,Departure
11111,1,1,1_1_201,101,101_1_1,68100,Arrival
11112,1,1,1_1_201,101,101_1_1,68160,Departure
11113,1,1,1_1_202,128,128_1_1,64320,Arrival
11114,1,1,1_1_202,128,128_1_1,64380,Departure
11115,1,1,1_1_202,125,125_1_1,64800,Arrival
11116,1,1,1_1_202,125,125_1_1,64860,Departure
11117,1,1,1_1_202,122,122_1_1,65280,Arrival
11118,1,1,1_1_202,122,122_1_1,65340,Departure
11119,1,1,1_1_202,119,119_1_1,65760,Arrival
11120,1,1,1_1_202,119,119_1_1,65820,Departure
11121,1,1,1_1_202,116,116_1_1,66180,Arrival
11122,1,1,1_1_202,116,116_1_1,66240,Departure
11123,1,1,1_1_202,113,113_1_1,66540,Arrival
11124,1,1,1_1_202,113,113_1_1,66600,Departure
11125,1,1,1_1_202,111,111_1_1,66780,Arrival
11126,1,1,1_1_202,111,111_1_1,66840,Departure
11127,1,1,1_1_202,110,110_1_1,66900,Arrival
11128,1,1,1_1_202,110,110_1_1,66960,Departure
11129,1,1,1_1_202,108,108_1_1,67200,Arrival
11130,1,1,1_1_202,108,108_1_1,67260,Departure
11131,1,1,1_1_202,105,105_1_1,67620,Arrival
11132,1,1,1_1_202,105,105_1_1,67680,Departure
11133,1,1,1_1_202,103,103_1_1,67980,Arrival
11134,1,1,1_1_202,103,103_1_1,68040,Departure
11135,1,1,1_1_202,101,101_1_1,68280,Arrival
11136,1,1,1_1_202,101,101_1_1,68340,Departure
11137,1,1,1_1_203,128,128_1_1,64500,Arrival
11138,1,1,1_1_203,128,128_1_1,64560,Departure
11139,1,1,1_1_203,125,125_1_1,64980,Arrival
11140,1,1,1_1_203,125,125_1_1,65040,Departure
11141,1,1,1_1_203,122,122_1_1,65460,Arrival
11142,1,1,1_1_203,122,122_1_1,65520,Departure
11143,1,1,1_1_203,119,119_1_1,65940,Arrival
11144,1,1,1_1_203,119,119_1_1,66000,Departure
11145,1,1,1_1_203,116,116_1_1,66360,Arrival
11146,1,1,1_1_203,116,116_1_1,66420,Departure
11147,1,1,1_1_203,113,113_1_1,66720,Arrival
11148,1,1,1_1_203,113,113_1_1,66780,Departure
11149,1,1,1_1_203,111,111_1_1,66960,Arrival
11150,1,1,1_1_203,111,111_1_1,67020,Departure
11151,1,1,1_1_203,110,110_1_1,67080,Arrival
11152,1,1,1_1_203,110,110_1_1,67140,Departure
11153,1,1,1_1_203,108,108_1_1,67380,Arrival
11154,1,1,1_1_203,108,108_1_1,67440,Departure
11155,1,1,1_1_203,105,105_1_1,67800,Arrival
11156,1,1,1_1_203,105,105_1_1,67860,Departure
11157,1,1,1_1_203,103,103_1_1,68160,Arrival
11158,1,1,1_1_203,103,103_1_1,68220,Departure
11159,1,1,1_1_203,101,101_1_1,68460,Arrival
11160,1,1,1_1_203,101,101_1_1,68520,Departure
11161,1,1,1_1_204,128,128_1_1,64680,Arrival
11162,1,1,1_1_204,128,128_1_1,64740,Departure
11163,1,1,1_1_204,125,125_1_1,65160,Arrival
11164,1,1,1_1_204,125,125_1_1,65220,Departure
11165,1,1,1_1_204,122,122_1_1,65640,Arrival
11166,1,1,1_1_204,122,122_1_1,65700,Departure
11167,1,1,1_1_204,119,119_1_1,66120,Arrival
11168,1,1,1_1_204,119,119_1_1,66180,Departure
11169,1,1,1_1_204,116,116_1_1,66540,Arrival
11170,1,1,1_1_204,116,116_1_1,66600,Departure
11171,1,1,1_1_204,113,113_1_1,66900,Arrival
11172,1,1,1_1_204,113,113_1_1,66960,Departure
11173,1,1,1_1_204,111,111_1_1,67140,Arrival
11174,1,1,1_1_204,111,111_1_1,67200,Departure
11175,1,1,1_1_204,110,110_1_1,67260,Arrival
11176,1,1,1_1_204,110,110_1_1,67320,Departure
11177,1,1,1_1_204,108,108_1_1,67560,Arrival
11178,1,1,1_1_204,108,108_1_1,67620,Departure
11179,1,1,1_1_204,105,105_1_1,67980,Arrival
11180,1,1,1_1_204,105,105_1_1,68040,Departure
11181,1,1,1_1_204,103,103_1_1,68340,Arrival
11182,1,1,1_1_204,103,103_1_1,68400,Departure
11183,1,1,1_1_204,101,101_1_1,68640,Arrival
11184,1,1,1_1_204,101,101_1_1,68700,Departure
11185,1,1,1_1_205,128,128_1_1,64860,Arrival
11186,1,1,1_1_205,128,128_1_1,64920,Departure
11187,1,1,1_1_205,125,125_1_1,65340,Arrival
11188,1,1,1_1_205,125,125_1_1,65400,Departure
11189,1,1,1_1_205,122,122_1_1,65820,Arrival
11190,1,1,1_1_205,122,122_1_1,65880,Departure
11191,1,1,1_1_205,119,119_1_1,66300,Arrival
11192,1,1,1_1_205,119,119_1_1,66360,Departure
11193,1,1,1_1_205,116,116_1_1,66720,Arrival
11194,1,1,1_1_205,116,116_1_1,66780,Departure
11195,1,1,1_1_205,113,113_1_1,67080,Arrival
11196,1,1,1_1_205,113,113_1_1,67140,Departure
11197,1,1,1_1_205,111,111_1_1,67320,Arrival
11198,1,1,1_1_205,111,111_1_1,67380,Departure
11199,1,1,1_1_205,110,110_1_1,67440,Arrival
11200,1,1,1_1_205,110,110_1_1,67500,Departure
11201,1,1,1_1_205,108,108_1_1,67740,Arrival
11202,1,1,1_1_205,108,108_1_1,67800,Departure
11203,1,1,1_1_205,105,105_1_1,68160,Arrival
11204,1,1,1_1_205,105,105_1_1,68220,Departure
11205,1,1,1_1_205,103,103_1_1,68520,Arrival
11206,1,1,1_1_205,103,103_1_1,68580,Departure
11207,1,1,1_1_205,101,101_1_1,68820,Arrival
11208,1,1,1_1_205,101,101_1_1,68880,Departure
11209,1,1,1_1_206,128,128_1_1,65040,Arrival
11210,1,1,1_1_206,128,128_1_1,65100,Departure
11211,1,1,1_1_206,125,125_1_1,65520,Arrival
11212,1,1,1_1_206,125,125_1_1,65580,Departure
11213,1,1,1_1_206,122,122_1_1,66000,Arrival
11214,1,1,1_1_206,122,122_1_1,66060,Departure
11215,1,1,1_1_206,119,119_1_1,66480,Arrival
11216,1,1,1_1_206,119,119_1_1,66540,Departure
11217,1,1,1_1_206,116,116_1_1,66900,Arrival
11218,1,1,1_1_206,116,116_1_1,66960,Departure
11219,1,1,1_1_206,113,113_1_1,67260,Arrival
11220,1,1,1_1_206,113,113_1_1,67320,Departure
11221,1,1,1_1_206,111,111_1_1,67500,Arrival
11222,1,1,1_1_206,111,111_1_1,67560,Departure
11223,1,1,1_1_206,110,110_1_1,67620,Arrival
11224,1,1,1_1_206,110,110_1_1,67680,Departure
11225,1,1,1_1_206,108,108_1_1,67920,Arrival
11226,1,1,1_1_206,108,108_1_1,67980,Departure
11227,1,1,1_1_206,105,105_1_1,68340,Arrival
11228,1,1,1_1_206,105,105_1_1,68400,Departure
11229,1,1,1_1_206,103,103_1_1,68700,Arrival
11230,1,1,1_1_206,103,103_1_1,68760,Departure
11231,1,1,1_1_206,101,101_1_1,69000,Arrival
11232,1,1,1_1_206,101,101_1_1,69060,Departure
11233,1,1,1_1_207,128,128_1_1,65220,Arrival
11234,1,1,1_1_207,128,128_1_1,65280,Departure
11235,1,1,1_1_207,125,125_1_1,65700,Arrival
11236,1,1,1_1_207,125,125_1_1,65760,Departure
11237,1,1,1_1_207,122,122_1_1,66180,Arrival
11238,1,1,1_1_207,122,122_1_1,66240,Departure
11239,1,1,1_1_207,119,119_1_1,66660,Arrival
11240,1,1,1_1_207,119,119_1_1,66720,Departure
11241,1,1,1_1_207,116,116_1_1,67080,Arrival
11242,1,1,1_1_207,116,116_1_1,67140,Departure
11243,1,1,1_1_207,113,113_1_1,67440,Arrival
11244,1,1,1_1_207,113,113_1_1,67500,Departure
11245,1,1,1_1_207,111,111_1_1,67680,Arrival
11246,1,1,1_1_207,111,111_1_1,67740,Departure
11247,1,1,1_1_207,110,110_1_1,67800,Arrival
11248,1,1,1_1_207,110,110_1_1,67860,Departure
11249,1,1,1_1_207,108,108_1_1,68100,Arrival
11250,1,1,1_1_207,108,108_1_1,68160,Departure
11251,1,1,1_1_207,105,105_1_1,68520,Arrival
11252,1,1,1_1_207,105,105_1_1,68580,Departure
11253,1,1,1_1_207,103,103_1_1,68880,Arrival
11254,1,1,1_1_207,103,103_1_1,68940,Departure
11255,1,1,1_1_207,101,101_1_1,69180,Arrival
11256,1,1,1_1_207,101,101_1_1,69240,Departure
11257,1,1,1_1_208,128,128_1_1,65400,Arrival
11258,1,1,1_1_208,128,128_1_1,65460,Departure
11259,1,1,1_1_208,125,125_1_1,65880,Arrival
11260,1,1,1_1_208,125,125_1_1,65940,Departure
11261,1,1,1_1_208,122,122_1_1,66360,Arrival
11262,1,1,1_1_208,122,122_1_1,66420,Departure
11263,1,1,1_1_208,119,119_1_1,66840,Arrival
11264,1,1,1_1_208,119,119_1_1,66900,Departure
11265,1,1,1_1_208,116,116_1_1,67260,Arrival
11266,1,1,1_1_208,116,116_1_1,67320,Departure
11267,1,1,1_1_208,113,113_1_1,67620,Arrival
11268,1,1,1_1_208,113,113_1_1,67680,Departure
11269,1,1,1_1_208,111,111_1_1,67860,Arrival
11270,1,1,1_1_208,111,111_1_1,67920,Departure
11271,1,1,1_1_208,110,110_1_1,67980,Arrival
11272,1,1,1_1_208,110,110_1_1,68040,Departure
11273,1,1,1_1_208,108,108_1_1,68280,Arrival
11274,1,1,1_1_208,108,108_1_1,68340,Departure
11275,1,1,1_1_208,105,105_1_1,68700,Arrival
11276,1,1,1_1_208,105,105_1_1,68760,Departure
11277,1,1,1_1_208,103,103_1_1,69060,Arrival
11278,1,1,1_1_208,103,103_1_1,69120,Departure
11279,1,1,1_1_208,101,101_1_1,69360,Arrival
11280,1,1,1_1_208,101,101_1_1,69420,Departure
11281,1,1,1_1_209,128,128_1_1,65580,Arrival
11282,1,1,1_1_209,128,128_1_1,65640,Departure
11283,1,1,1_1_209,125,125_1_1,66060,Arrival
11284,1,1,1_1_209,125,125_1_1,66120,Departure
11285,1,1,1_1_209,122,122_1_1,66540,Arrival
11286,1,1,1_1_209,122,122_1_1,66600,Departure
11287,1,1,1_1_209,119,119_1_1,67020,Arrival
11288,1,1,1_1_209,119,119_1_1,67080,Departure
11289,1,1,1_1_209,116,116_1_1,67440,Arrival
11290,1,1,1_1_209,116,116_1_1,67500,Departure
11291,1,1,1_1_209,113,113_1_1,67800,Arrival
11292,1,1,1_1_209,113,113_1_1,67860,Departure
11293,1,1,1_1_209,111,111_1_1,68040,Arrival
11294,1,1,1_1_209,111,111_1_1,68100,Departure
11295,1,1,1_1_209,110,110_1_1,68160,Arrival
11296,1,1,1_1_209,110,110_1_1,68220,Departure
11297,1,1,1_1_209,108,108_1_1,68460,Arrival
11298,1,1,1_1_209,108,108_1_1,68520,Departure
11299,1,1,1_1_209,105,105_1_1,68880,Arrival
11300,1,1,1_1_209,105,105_1_1,68940,Departure
11301,1,1,1_1_209,103,103_1_1,69240,Arrival
11302,1,1,1_1_209,103,103_1_1,69300,Departure
11303,1,1,1_1_209,101,101_1_1,69540,Arrival
11304,1,1,1_1_209,101,101_1_1,69600,Departure
11305,1,1,1_1_210,128,128_1_1,65760,Arrival
11306,1,1,1_1_210,128,128_1_1,65820,Departure
11307,1,1,1_1_210,125,125_1_1,66240,Arrival
11308,1,1,1_1_210,125,125_1_1,66300,Departure
11309,1,1,1_1_210,122,122_1_1,66720,Arrival
11310,1,1,1_1_210,122,122_1_1,66780,Departure
11311,1,1,1_1_210,119,119_1_1,67200,Arrival
11312,1,1,1_1_210,119,119_1_1,67260,Departure
11313,1,1,1_1_210,116,116_1_1,67620,Arrival
11314,1,1,1_1_210,116,116_1_1,67680,Departure
11315,1,1,1_1_210,113,113_1_1,67980,Arrival
11316,1,1,1_1_210,113,113_1_1,68040,Departure
11317,1,1,1_1_210,111,111_1_1,68220,Arrival
11318,1,1,1_1_210,111,111_1_1,68280,Departure
11319,1,1,1_1_210,110,110_1_1,68340,Arrival
11320,1,1,1_1_210,110,110_1_1,68400,Departure
11321,1,1,1_1_210,108,108_1_1,68640,Arrival
11322,1,1,1_1_210,108,108_1_1,68700,Departure
11323,1,1,1_1_210,105,105_1_1,69060,Arrival
11324,1,1,1_1_210,105,105_1_1,69120,Departure
11325,1,1,1_1_210,103,103_1_1,69420,Arrival
11326,1,1,1_1_210,103,103_1_1,69480,Departure
11327,1,1,1_1_210,101,101_1_1,69720,Arrival
11328,1,1,1_1_210,101,101_1_1,69780,Departure
11329,1,1,1_1_211,128,128_1_1,65940,Arrival
11330,1,1,1_1_211,128,128_1_1,66000,Departure
11331,1,1,1_1_211,125,125_1_1,66420,Arrival
11332,1,1,1_1_211,125,125_1_1,66480,Departure
11333,1,1,1_1_211,122,122_1_1,66900,Arrival
11334,1,1,1_1_211,122,122_1_1,66960,Departure
11335,1,1,1_1_211,119,119_1_1,67380,Arrival
11336,1,1,1_1_211,119,119_1_1,67440,Departure
11337,1,1,1_1_211,116,116_1_1,67800,Arrival
11338,1,1,1_1_211,116,116_1_1,67860,Departure
11339,1,1,1_1_211,113,113_1_1,68160,Arrival
11340,1,1,1_1_211,113,113_1_1,68220,Departure
11341,1,1,1_1_211,111,111_1_1,68400,Arrival
11342,1,1,1_1_211,111,111_1_1,68460,Departure
11343,1,1,1_1_211,110,110_1_1,68520,Arrival
11344,1,1,1_1_211,110,110_1_1,68580,Departure
11345,1,1,1_1_211,108,108_1_1,68820,Arrival
11346,1,1,1_1_211,108,108_1_1,68880,Departure
11347,1,1,1_1_211,105,105_1_1,69240,Arrival
11348,1,1,1_1_211,105,105_1_1,69300,Departure
11349,1,1,1_1_211,103,103_1_1,69600,Arrival
11350,1,1,1_1_211,103,103_1_1,69660,Departure
11351,1,1,1_1_211,101,101_1_1,69900,Arrival
11352,1,1,1_1_211,101,101_1_1,69960,Departure
11353,1,1,1_1_212,128,128_1_1,66120,Arrival
11354,1,1,1_1_212,128,128_1_1,66180,Departure
11355,1,1,1_1_212,125,125_1_1,66600,Arrival
11356,1,1,1_1_212,125,125_1_1,66660,Departure
11357,1,1,1_1_212,122,122_1_1,67080,Arrival
11358,1,1,1_1_212,122,122_1_1,67140,Departure
11359,1,1,1_1_212,119,119_1_1,67560,Arrival
11360,1,1,1_1_212,119,119_1_1,67620,Departure
11361,1,1,1_1_212,116,116_1_1,67980,Arrival
11362,1,1,1_1_212,116,116_1_1,68040,Departure
11363,1,1,1_1_212,113,113_1_1,68340,Arrival
11364,1,1,1_1_212,113,113_1_1,68400,Departure
11365,1,1,1_1_212,111,111_1_1,68580,Arrival
11366,1,1,1_1_212,111,111_1_1,68640,Departure
11367,1,1,1_1_212,110,110_1_1,68700,Arrival
11368,1,1,1_1_212,110,110_1_1,68760,Departure
11369,1,1,1_1_212,108,108_1_1,69000,Arrival
11370,1,1,1_1_212,108,108_1_1,69060,Departure
11371,1,1,1_1_212,105,105_1_1,69420,Arrival
11372,1,1,1_1_212,105,105_1_1,69480,Departure
11373,1,1,1_1_212,103,103_1_1,69780,Arrival
11374,1,1,1_1_212,103,103_1_1,69840,Departure
11375,1,1,1_1_212,101,101_1_1,70080,Arrival
11376,1,1,1_1_212,101,101_1_1,70140,Departure
11377,1,1,1_1_213,128,128_1_1,66300,Arrival
11378,1,1,1_1_213,128,128_1_1,66360,Departure
11379,1,1,1_1_213,125,125_1_1,66780,Arrival
11380,1,1,1_1_213,125,125_1_1,66840,Departure
11381,1,1,1_1_213,122,122_1_1,67260,Arrival
11382,1,1,1_1_213,122,122_1_1,67320,Departure
11383,1,1,1_1_213,119,119_1_1,67740,Arrival
11384,1,1,1_1_213,119,119_1_1,67800,Departure
11385,1,1,1_1_213,116,116_1_1,68160,Arrival
11386,1,1,1_1_213,116,116_1_1,68220,Departure
11387,1,1,1_1_213,113,113_1_1,68520,Arrival
11388,1,1,1_1_213,113,113_1_1,68580,Departure
11389,1,1,1_1_213,111,111_1_1,68760,Arrival
11390,1,1,1_1_213,111,111_1_1,68820,Departure
11391,1,1,1_1_213,110,110_1_1,68880,Arrival
11392,1,1,1_1_213,110,110_1_1,68940,Departure
11393,1,1,1_1_213,108,108_1_1,69180,Arrival
11394,1,1,1_1_213,108,108_1_1,69240,Departure
11395,1,1,1_1_213,105,105_1_1,69600,Arrival
11396,1,1,1_1_213,105,105_1_1,69660,Departure
11397,1,1,1_1_213,103,103_1_1,69960,Arrival
11398,1,1,1_1_213,103,103_1_1,70020,Departure
11399,1,1,1_1_213,101,101_1_1,70260,Arrival
11400,1,1,1_1_213,101,101_1_1,70320,Departure
11401,1,1,1_1_214,128,128_1_1,66480,Arrival
11402,1,1,1_1_214,128,128_1_1,66540,Departure
11403,1,1,1_1_214,125,125_1_1,66960,Arrival
11404,1,1,1_1_214,125,125_1_1,67020,Departure
11405,1,1,1_1_214,122,122_1_1,67440,Arrival
11406,1,1,1_1_214,122,122_1_1,67500,Departure
11407,1,1,1_1_214,119,119_1_1,67920,Arrival
11408,1,1,1_1_214,119,119_1_1,67980,Departure
11409,1,1,1_1_214,116,116_1_1,68340,Arrival
11410,1,1,1_1_214,116,116_1_1,68400,Departure
11411,1,1,1_1_214,113,113_1_1,68700,Arrival
11412,1,1,1_1_214,113,113_1_1,68760,Departure
11413,1,1,1_1_214,111,111_1_1,68940,Arrival
11414,1,1,1_1_214,111,111_1_1,69000,Departure
11415,1,1,1_1_214,110,110_1_1,69060,Arrival
11416,1,1,1_1_214,110,110_1_1,69120,Departure
11417,1,1,1_1_214,108,108_1_1,69360,Arrival
11418,1,1,1_1_214,108,108_1_1,69420,Departure
11419,1,1,1_1_214,105,105_1_1,69780,Arrival
11420,1,1,1_1_214,105,105_1_1,69840,Departure
11421,1,1,1_1_214,103,103_1_1,70140,Arrival
11422,1,1,1_1_214,103,103_1_1,70200,Departure
11423,1,1,1_1_214,101,101_1_1,70440,Arrival
11424,1,1,1_1_214,101,101_1_1,70500,Departure
11425,1,1,1_1_215,128,128_1_1,66660,Arrival
11426,1,1,1_1_215,128,128_1_1,66720,Departure
11427,1,1,1_1_215,125,125_1_1,67140,Arrival
11428,1,1,1_1_215,125,125_1_1,67200,Departure
11429,1,1,1_1_215,122,122_1_1,67620,Arrival
11430,1,1,1_1_215,122,122_1_1,67680,Departure
11431,1,1,1_1_215,119,119_1_1,68100,Arrival
11432,1,1,1_1_215,119,119_1_1,68160,Departure
11433,1,1,1_1_215,116,116_1_1,68520,Arrival
11434,1,1,1_1_215,116,116_1_1,68580,Departure
11435,1,1,1_1_215,113,113_1_1,68880,Arrival
11436,1,1,1_1_215,113,113_1_1,68940,Departure
11437,1,1,1_1_215,111,111_1_1,69120,Arrival
11438,1,1,1_1_215,111,111_1_1,69180,Departure
11439,1,1,1_1_215,110,110_1_1,69240,Arrival
11440,1,1,1_1_215,110,110_1_1,69300,Departure
11441,1,1,1_1_215,108,108_1_1,69540,Arrival
11442,1,1,1_1_215,108,108_1_1,69600,Departure
11443,1,1,1_1_215,105,105_1_1,69960,Arrival
11444,1,1,1_1_215,105,105_1_1,70020,Departure
11445,1,1,1_1_215,103,103_1_1,70320,Arrival
11446,1,1,1_1_215,103,103_1_1,70380,Departure
11447,1,1,1_1_215,101,101_1_1,70620,Arrival
11448,1,1,1_1_215,101,101_1_1,70680,Departure
11449,1,1,1_1_216,128,128_1_1,66840,Arrival
11450,1,1,1_1_216,128,128_1_1,66900,Departure
11451,1,1,1_1_216,125,125_1_1,67320,Arrival
11452,1,1,1_1_216,125,125_1_1,67380,Departure
11453,1,1,1_1_216,122,122_1_1,67800,Arrival
11454,1,1,1_1_216,122,122_1_1,67860,Departure
11455,1,1,1_1_216,119,119_1_1,68280,Arrival
11456,1,1,1_1_216,119,119_1_1,68340,Departure
11457,1,1,1_1_216,116,116_1_1,68700,Arrival
11458,1,1,1_1_216,116,116_1_1,68760,Departure
11459,1,1,1_1_216,113,113_1_1,69060,Arrival
11460,1,1,1_1_216,113,113_1_1,69120,Departure
11461,1,1,1_1_216,111,111_1_1,69300,Arrival
11462,1,1,1_1_216,111,111_1_1,69360,Departure
11463,1,1,1_1_216,110,110_1_1,69420,Arrival
11464,1,1,1_1_216,110,110_1_1,69480,Departure
11465,1,1,1_1_216,108,108_1_1,69720,Arrival
11466,1,1,1_1_216,108,108_1_1,69780,Departure
11467,1,1,1_1_216,105,105_1_1,70140,Arrival
11468,1,1,1_1_216,105,105_1_1,70200,Departure
11469,1,1,1_1_216,103,103_1_1,70500,Arrival
11470,1,1,1_1_216,103,103_1_1,70560,Departure
11471,1,1,1_1_216,101,101_1_1,70800,Arrival
11472,1,1,1_1_216,101,101_1_1,70860,Departure
11473,1,1,1_1_217,128,128_1_1,67020,Arrival
11474,1,1,1_1_217,128,128_1_1,67080,Departure
11475,1,1,1_1_217,125,125_1_1,67500,Arrival
11476,1,1,1_1_217,125,125_1_1,67560,Departure
11477,1,1,1_1_217,122,122_1_1,67980,Arrival
11478,1,1,1_1_217,122,122_1_1,68040,Departure
11479,1,1,1_1_217,119,119_1_1,68460,Arrival
11480,1,1,1_1_217,119,119_1_1,68520,Departure
11481,1,1,1_1_217,116,116_1_1,68880,Arrival
11482,1,1,1_1_217,116,116_1_1,68940,Departure
11483,1,1,1_1_217,113,113_1_1,69240,Arrival
11484,1,1,1_1_217,113,113_1_1,69300,Departure
11485,1,1,1_1_217,111,111_1_1,69480,Arrival
11486,1,1,1_1_217,111,111_1_1,69540,Departure
11487,1,1,1_1_217,110,110_1_1,69600,Arrival
11488,1,1,1_1_217,110,110_1_1,69660,Departure
11489,1,1,1_1_217,108,108_1_1,69900,Arrival
11490,1,1,1_1_217,108,108_1_1,69960,Departure
11491,1,1,1_1_217,105,105_1_1,70320,Arrival
11492,1,1,1_1_217,105,105_1_1,70380,Departure
11493,1,1,1_1_217,103,103_1_1,70680,Arrival
11494,1,1,1_1_217,103,103_1_1,70740,Departure
11495,1,1,1_1_217,101,101_1_1,70980,Arrival
11496,1,1,1_1_217,101,101_1_1,71040,Departure
11497,1,1,1_1_218,128,128_1_1,67200,Arrival
